,AT,BE,CZ,DK,FR,LU,NL,NO,PL,SE,CH,sum
2022-01-01 18:00:00+00:00,1181.0,21.0,771.0,444.0,0.0,440.0,1414.0,849.0,815.0,2.0,2106.0,8043.0
2022-01-01 18:15:00+00:00,1197.0,43.0,,416.0,,415.0,1338.0,949.0,,,2212.0,6570.0
2022-01-01 18:30:00+00:00,1255.0,168.0,,407.0,,405.0,1402.0,949.0,,,2313.0,6899.0
2022-01-01 18:45:00+00:00,1271.0,158.0,,329.0,,372.0,1494.0,1012.0,,,2231.0,6867.0
2022-01-01 19:00:00+00:00,1435.0,44.0,785.0,255.0,0.0,401.0,1337.0,1264.0,871.0,2.0,2490.0,8884.0
2022-01-01 19:15:00+00:00,1404.0,8.0,,134.0,,381.0,1350.0,1327.0,,,2324.0,6928.0
2022-01-01 19:30:00+00:00,1365.0,60.0,,139.0,,379.0,1414.0,1326.0,,,2377.0,7060.0
2022-01-01 19:45:00+00:00,1299.0,18.0,,50.0,,377.0,1463.0,1331.0,,,2378.0,6916.0
2022-01-01 20:00:00+00:00,1409.0,0.0,852.0,36.0,0.0,356.0,1385.0,1348.0,805.0,2.0,2303.0,8496.0
2022-01-01 20:15:00+00:00,1362.0,0.0,,79.0,,343.0,1391.0,1353.0,,,2298.0,6826.0
2022-01-01 20:30:00+00:00,1235.0,0.0,,90.0,,336.0,1422.0,1353.0,,,2350.0,6786.0
2022-01-01 20:45:00+00:00,1215.0,0.0,,64.0,,313.0,1481.0,1341.0,,,2359.0,6773.0
2022-01-01 21:00:00+00:00,1349.0,201.0,853.0,94.0,0.0,395.0,1354.0,1293.0,747.0,0.0,2576.0,8862.0
2022-01-01 21:15:00+00:00,1294.0,234.0,,97.0,,454.0,1351.0,1282.0,,,2496.0,7208.0
2022-01-01 21:30:00+00:00,1350.0,255.0,,76.0,,473.0,1374.0,1282.0,,,2639.0,7449.0
2022-01-01 21:45:00+00:00,1349.0,209.0,,50.0,,446.0,1351.0,1283.0,,,2696.0,7384.0
2022-01-01 22:00:00+00:00,1584.0,133.0,985.0,9.0,0.0,394.0,1335.0,1288.0,1059.0,0.0,2749.0,9536.0
2022-01-01 22:15:00+00:00,1475.0,101.0,,6.0,,369.0,1317.0,1289.0,,,2663.0,7220.0
2022-01-01 22:30:00+00:00,1452.0,4.0,,44.0,,367.0,1287.0,1290.0,,,2686.0,7130.0
2022-01-01 22:45:00+00:00,1493.0,0.0,,12.0,,347.0,1227.0,1295.0,,,2710.0,7084.0
2022-01-01 23:00:00+00:00,1778.0,0.0,1198.0,54.0,0.0,317.0,1408.0,1237.0,913.0,0.0,2832.0,9737.0
2022-01-01 23:15:00+00:00,1630.0,0.0,,158.0,,321.0,1601.0,7.0,,,2629.0,6346.0
2022-01-01 23:30:00+00:00,1643.0,0.0,,118.0,,285.0,1558.0,7.0,,,2634.0,6245.0
2022-01-01 23:45:00+00:00,1702.0,0.0,,114.0,,278.0,1576.0,6.0,,,2749.0,6425.0
2022-01-02 00:00:00+00:00,1828.0,0.0,1054.0,42.0,96.0,341.0,1665.0,5.0,962.0,0.0,2991.0,8984.0
2022-01-02 00:15:00+00:00,1689.0,0.0,,113.0,,326.0,1648.0,6.0,,,2968.0,6750.0
2022-01-02 00:30:00+00:00,1645.0,0.0,,112.0,,312.0,1687.0,7.0,,,2952.0,6715.0
2022-01-02 00:45:00+00:00,1736.0,0.0,,79.0,,330.0,1531.0,7.0,,,2872.0,6555.0
2022-01-02 01:00:00+00:00,1771.0,0.0,940.0,10.0,0.0,318.0,1618.0,7.0,1026.0,0.0,2984.0,8674.0
2022-01-02 01:15:00+00:00,1796.0,0.0,,60.0,,295.0,1591.0,7.0,,,2945.0,6694.0
2022-01-02 01:30:00+00:00,1769.0,0.0,,93.0,,292.0,1579.0,7.0,,,2927.0,6667.0
2022-01-02 01:45:00+00:00,1700.0,0.0,,98.0,,275.0,1595.0,7.0,,,2850.0,6525.0
2022-01-02 02:00:00+00:00,1789.0,0.0,1013.0,21.0,0.0,309.0,1738.0,7.0,991.0,0.0,2890.0,8758.0
2022-01-02 02:15:00+00:00,1822.0,0.0,,149.0,,298.0,1655.0,7.0,,,2864.0,6795.0
2022-01-02 02:30:00+00:00,1814.0,0.0,,161.0,,282.0,1654.0,7.0,,,2816.0,6734.0
2022-01-02 02:45:00+00:00,1758.0,0.0,,234.0,,276.0,1640.0,7.0,,,2806.0,6721.0
2022-01-02 03:00:00+00:00,1684.0,0.0,974.0,421.0,0.0,243.0,1574.0,7.0,918.0,0.0,2614.0,8435.0
2022-01-02 03:15:00+00:00,1667.0,0.0,,486.0,,219.0,1549.0,7.0,,,2596.0,6524.0
2022-01-02 03:30:00+00:00,1644.0,0.0,,486.0,,195.0,1538.0,7.0,,,2647.0,6517.0
2022-01-02 03:45:00+00:00,1675.0,0.0,,493.0,,194.0,1501.0,7.0,,,2649.0,6519.0
2022-01-02 04:00:00+00:00,1673.0,0.0,1005.0,555.0,0.0,190.0,1544.0,7.0,951.0,2.0,2614.0,8541.0
2022-01-02 04:15:00+00:00,1677.0,0.0,,560.0,,185.0,1555.0,7.0,,,2593.0,6577.0
2022-01-02 04:30:00+00:00,1744.0,0.0,,569.0,,198.0,1524.0,7.0,,,2587.0,6629.0
2022-01-02 04:45:00+00:00,1780.0,0.0,,588.0,,201.0,1434.0,7.0,,,2568.0,6578.0
2022-01-02 05:00:00+00:00,1794.0,0.0,1158.0,860.0,0.0,213.0,1492.0,7.0,980.0,2.0,2871.0,9377.0
2022-01-02 05:15:00+00:00,1759.0,0.0,,924.0,,197.0,1451.0,7.0,,,2977.0,7315.0
2022-01-02 05:30:00+00:00,1796.0,0.0,,999.0,,188.0,1487.0,7.0,,,3126.0,7603.0
2022-01-02 05:45:00+00:00,1802.0,0.0,,945.0,,174.0,1445.0,7.0,,,3092.0,7465.0
2022-01-02 06:00:00+00:00,1878.0,0.0,1366.0,837.0,0.0,182.0,1476.0,7.0,1037.0,2.0,3112.0,9897.0
2022-01-02 06:15:00+00:00,1907.0,0.0,,828.0,,210.0,1547.0,6.0,,,3197.0,7695.0
2022-01-02 06:30:00+00:00,2028.0,0.0,,847.0,,220.0,1528.0,6.0,,,3251.0,7880.0
2022-01-02 06:45:00+00:00,2081.0,0.0,,874.0,,218.0,1582.0,6.0,,,3276.0,8037.0
2022-01-02 07:00:00+00:00,2106.0,0.0,1612.0,851.0,0.0,188.0,1559.0,6.0,1132.0,2.0,3179.0,10635.0
2022-01-02 07:15:00+00:00,2254.0,0.0,,893.0,,222.0,1447.0,6.0,,,3123.0,7945.0
2022-01-02 07:30:00+00:00,2391.0,0.0,,950.0,,245.0,1337.0,6.0,,,3278.0,8207.0
2022-01-02 07:45:00+00:00,2441.0,0.0,,913.0,,237.0,1317.0,6.0,,,3279.0,8193.0
2022-01-02 08:00:00+00:00,2315.0,0.0,1534.0,853.0,0.0,245.0,1291.0,6.0,1195.0,2.0,3080.0,10521.0
2022-01-02 08:15:00+00:00,2400.0,0.0,,888.0,,244.0,1302.0,6.0,,,3116.0,7956.0
2022-01-02 08:30:00+00:00,2432.0,0.0,,901.0,,253.0,1246.0,6.0,,,3055.0,7893.0
2022-01-02 08:45:00+00:00,2439.0,0.0,,964.0,,249.0,1223.0,6.0,,,2959.0,7840.0
2022-01-02 09:00:00+00:00,2508.0,0.0,1601.0,1052.0,0.0,218.0,1429.0,6.0,894.0,2.0,2983.0,10693.0
2022-01-02 09:15:00+00:00,2510.0,0.0,,1079.0,,241.0,1444.0,6.0,,,2903.0,8183.0
2022-01-02 09:30:00+00:00,2550.0,0.0,,1142.0,,262.0,1445.0,5.0,,,2855.0,8259.0
2022-01-02 09:45:00+00:00,2589.0,0.0,,1155.0,,257.0,1515.0,6.0,,,2796.0,8318.0
2022-01-02 10:00:00+00:00,2777.0,0.0,1983.0,1245.0,0.0,219.0,1538.0,6.0,903.0,2.0,2665.0,11338.0
2022-01-02 10:15:00+00:00,2810.0,0.0,,1384.0,,191.0,1571.0,6.0,,,2611.0,8573.0
2022-01-02 10:30:00+00:00,2823.0,0.0,,1463.0,,223.0,1605.0,6.0,,,2557.0,8677.0
2022-01-02 10:45:00+00:00,2770.0,0.0,,1491.0,,253.0,1487.0,6.0,,,2548.0,8555.0
2022-01-02 11:00:00+00:00,2923.0,52.0,2039.0,1618.0,0.0,289.0,1412.0,6.0,937.0,2.0,2690.0,11968.0
2022-01-02 11:15:00+00:00,2801.0,55.0,,1566.0,,294.0,1574.0,6.0,,,2718.0,9014.0
2022-01-02 11:30:00+00:00,2682.0,46.0,,1617.0,,283.0,1553.0,6.0,,,2654.0,8841.0
2022-01-02 11:45:00+00:00,2606.0,51.0,,1691.0,,269.0,1567.0,6.0,,,2591.0,8781.0
2022-01-02 12:00:00+00:00,2578.0,0.0,2222.0,1731.0,0.0,233.0,1515.0,7.0,1171.0,2.0,2345.0,11804.0
2022-01-02 12:15:00+00:00,2483.0,0.0,,1825.0,,221.0,1579.0,6.0,,,2160.0,8274.0
2022-01-02 12:30:00+00:00,2424.0,0.0,,1843.0,,215.0,1630.0,6.0,,,2202.0,8320.0
2022-01-02 12:45:00+00:00,2549.0,32.0,,1725.0,,219.0,1614.0,6.0,,,2118.0,8263.0
2022-01-02 13:00:00+00:00,2555.0,557.0,2164.0,1886.0,0.0,201.0,1390.0,6.0,1194.0,277.0,2395.0,12625.0
2022-01-02 13:15:00+00:00,2491.0,616.0,,1811.0,,209.0,1373.0,6.0,,,2500.0,9006.0
2022-01-02 13:30:00+00:00,2544.0,612.0,,1791.0,,206.0,1376.0,6.0,,,2453.0,8988.0
2022-01-02 13:45:00+00:00,2541.0,635.0,,1851.0,,189.0,1409.0,6.0,,,2488.0,9119.0
2022-01-02 14:00:00+00:00,2687.0,887.0,2403.0,1797.0,0.0,129.0,1470.0,1.0,1292.0,303.0,2635.0,13604.0
2022-01-02 14:15:00+00:00,2738.0,931.0,,1887.0,,160.0,1539.0,6.0,,,2644.0,9905.0
2022-01-02 14:30:00+00:00,2717.0,955.0,,1792.0,,168.0,1573.0,10.0,,,2647.0,9862.0
2022-01-02 14:45:00+00:00,2735.0,945.0,,1788.0,,153.0,1544.0,15.0,,,2708.0,9888.0
2022-01-02 15:00:00+00:00,2314.0,913.0,2360.0,1747.0,0.0,150.0,1519.0,28.0,1253.0,303.0,2680.0,13267.0
2022-01-02 15:15:00+00:00,2348.0,942.0,,1770.0,,197.0,1595.0,29.0,,,2563.0,9444.0
2022-01-02 15:30:00+00:00,2375.0,937.0,,1736.0,,215.0,1582.0,54.0,,,2510.0,9409.0
2022-01-02 15:45:00+00:00,2324.0,922.0,,1639.0,,245.0,1604.0,54.0,,,2538.0,9326.0
2022-01-02 16:00:00+00:00,2069.0,681.0,2145.0,1771.0,0.0,271.0,1467.0,54.0,1121.0,303.0,2080.0,11962.0
2022-01-02 16:15:00+00:00,2020.0,718.0,,1716.0,,274.0,1615.0,55.0,,,2168.0,8566.0
2022-01-02 16:30:00+00:00,2025.0,716.0,,1703.0,,276.0,1626.0,54.0,,,2207.0,8607.0
2022-01-02 16:45:00+00:00,1991.0,677.0,,1642.0,,284.0,1653.0,55.0,,,2206.0,8508.0
2022-01-02 17:00:00+00:00,2177.0,248.0,2231.0,1764.0,0.0,324.0,1612.0,153.0,1341.0,303.0,2193.0,12346.0
2022-01-02 17:15:00+00:00,2182.0,203.0,,1681.0,,339.0,1551.0,200.0,,,2253.0,8409.0
2022-01-02 17:30:00+00:00,2239.0,201.0,,1563.0,,345.0,1539.0,200.0,,,2277.0,8364.0
2022-01-02 17:45:00+00:00,2204.0,194.0,,1503.0,,345.0,1499.0,200.0,,,2380.0,8325.0
2022-01-02 18:00:00+00:00,2674.0,93.0,2312.0,1510.0,0.0,343.0,1466.0,200.0,1111.0,303.0,2616.0,12628.0
2022-01-02 18:15:00+00:00,2676.0,82.0,,1505.0,,360.0,1502.0,200.0,,,2517.0,8842.0
2022-01-02 18:30:00+00:00,2649.0,57.0,,1454.0,,363.0,1452.0,200.0,,,2486.0,8661.0
2022-01-02 18:45:00+00:00,2645.0,46.0,,1410.0,,364.0,1459.0,276.0,,,2526.0,8726.0
2022-01-02 19:00:00+00:00,2878.0,124.0,2284.0,1544.0,0.0,378.0,1383.0,876.0,1075.0,32.0,2858.0,13432.0
2022-01-02 19:15:00+00:00,2882.0,124.0,,1529.0,,362.0,1386.0,1319.0,,,2932.0,10534.0
2022-01-02 19:30:00+00:00,2788.0,111.0,,1494.0,,350.0,1375.0,1325.0,,,2875.0,10318.0
2022-01-02 19:45:00+00:00,2701.0,98.0,,1421.0,,373.0,1307.0,1326.0,,,2962.0,10188.0
2022-01-02 20:00:00+00:00,2901.0,93.0,2164.0,1003.0,0.0,396.0,1327.0,1326.0,1222.0,2.0,3198.0,13632.0
2022-01-02 20:15:00+00:00,2925.0,92.0,,814.0,,427.0,1261.0,1326.0,,,3143.0,9988.0
2022-01-02 20:30:00+00:00,2726.0,80.0,,833.0,,444.0,1169.0,1325.0,,,3067.0,9644.0
2022-01-02 20:45:00+00:00,2732.0,78.0,,890.0,,416.0,1152.0,1326.0,,,3108.0,9702.0
2022-01-02 21:00:00+00:00,2762.0,32.0,1698.0,666.0,0.0,381.0,1194.0,1325.0,727.0,2.0,3374.0,12161.0
2022-01-02 21:15:00+00:00,2679.0,29.0,,719.0,,410.0,1127.0,1325.0,,,3312.0,9601.0
2022-01-02 21:30:00+00:00,2681.0,23.0,,680.0,,438.0,1100.0,1325.0,,,3411.0,9658.0
2022-01-02 21:45:00+00:00,2580.0,0.0,,880.0,,445.0,1042.0,1326.0,,,3344.0,9617.0
2022-01-02 22:00:00+00:00,2805.0,0.0,1475.0,824.0,0.0,456.0,1199.0,1326.0,957.0,2.0,3622.0,12666.0
2022-01-02 22:15:00+00:00,2718.0,0.0,,913.0,,362.0,1225.0,1326.0,,,3573.0,10117.0
2022-01-02 22:30:00+00:00,2521.0,0.0,,834.0,,362.0,1197.0,1326.0,,,3610.0,9850.0
2022-01-02 22:45:00+00:00,2451.0,0.0,,1023.0,,354.0,1217.0,1225.0,,,3573.0,9843.0
2022-01-02 23:00:00+00:00,2573.0,0.0,1407.0,1375.0,0.0,342.0,1343.0,825.0,1456.0,278.0,3547.0,13146.0
2022-01-02 23:15:00+00:00,2457.0,0.0,,1603.0,,340.0,1429.0,724.0,,,3484.0,10037.0
2022-01-02 23:30:00+00:00,2439.0,0.0,,1588.0,,321.0,1420.0,724.0,,,3463.0,9955.0
2022-01-02 23:45:00+00:00,2454.0,0.0,,1530.0,,313.0,1449.0,624.0,,,3481.0,9851.0
2022-01-03 00:00:00+00:00,2457.0,0.0,1484.0,1556.0,0.0,332.0,1431.0,224.0,1424.0,303.0,2854.0,12065.0
2022-01-03 00:15:00+00:00,2395.0,0.0,,1557.0,,311.0,1356.0,124.0,,,2706.0,8449.0
2022-01-03 00:30:00+00:00,2370.0,0.0,,1526.0,,308.0,1362.0,124.0,,,2812.0,8502.0
2022-01-03 00:45:00+00:00,2366.0,0.0,,1667.0,,329.0,1391.0,135.0,,,2973.0,8861.0
2022-01-03 01:00:00+00:00,2443.0,0.0,1376.0,1771.0,0.0,294.0,1320.0,184.0,1453.0,303.0,2781.0,11925.0
2022-01-03 01:15:00+00:00,2358.0,0.0,,1655.0,,280.0,1345.0,196.0,,,2709.0,8543.0
2022-01-03 01:30:00+00:00,2274.0,0.0,,1749.0,,287.0,1337.0,196.0,,,2642.0,8485.0
2022-01-03 01:45:00+00:00,2209.0,0.0,,1673.0,,277.0,1299.0,183.0,,,2589.0,8230.0
2022-01-03 02:00:00+00:00,2224.0,0.0,1273.0,1645.0,0.0,280.0,1293.0,133.0,1524.0,303.0,2685.0,11360.0
2022-01-03 02:15:00+00:00,2150.0,0.0,,1655.0,,289.0,1369.0,120.0,,,2733.0,8316.0
2022-01-03 02:30:00+00:00,2165.0,0.0,,1580.0,,280.0,1337.0,120.0,,,2592.0,8074.0
2022-01-03 02:45:00+00:00,2192.0,0.0,,1566.0,,293.0,1344.0,100.0,,,2561.0,8056.0
2022-01-03 03:00:00+00:00,2312.0,0.0,1273.0,1592.0,0.0,289.0,1376.0,19.0,1622.0,303.0,2875.0,11661.0
2022-01-03 03:15:00+00:00,2361.0,0.0,,1590.0,,276.0,1429.0,27.0,,,2939.0,8622.0
2022-01-03 03:30:00+00:00,2228.0,0.0,,1651.0,,277.0,1462.0,27.0,,,2896.0,8541.0
2022-01-03 03:45:00+00:00,2249.0,0.0,,1651.0,,294.0,1475.0,22.0,,,2853.0,8544.0
2022-01-03 04:00:00+00:00,2231.0,0.0,1377.0,1675.0,0.0,333.0,1693.0,1.0,1497.0,303.0,3121.0,12231.0
2022-01-03 04:15:00+00:00,2346.0,0.0,,1624.0,,344.0,1753.0,0.0,,,3262.0,9329.0
2022-01-03 04:30:00+00:00,2364.0,0.0,,1607.0,,331.0,1679.0,0.0,,,3314.0,9295.0
2022-01-03 04:45:00+00:00,2494.0,93.0,,1526.0,,344.0,1760.0,97.0,,,3413.0,9727.0
2022-01-03 05:00:00+00:00,2539.0,544.0,1918.0,1214.0,183.0,357.0,1669.0,499.0,1782.0,32.0,3183.0,13920.0
2022-01-03 05:15:00+00:00,2676.0,606.0,,1116.0,,427.0,1421.0,600.0,,,3243.0,10089.0
2022-01-03 05:30:00+00:00,2723.0,622.0,,1114.0,,457.0,1306.0,600.0,,,3452.0,10274.0
2022-01-03 05:45:00+00:00,2745.0,606.0,,911.0,,507.0,1314.0,514.0,,,3563.0,10160.0
2022-01-03 06:00:00+00:00,2120.0,554.0,1704.0,1086.0,369.0,506.0,1478.0,171.0,1714.0,2.0,3356.0,13060.0
2022-01-03 06:15:00+00:00,2072.0,545.0,,1032.0,,450.0,1495.0,85.0,,,3411.0,9090.0
2022-01-03 06:30:00+00:00,2105.0,590.0,,1108.0,,423.0,1453.0,85.0,,,3433.0,9197.0
2022-01-03 06:45:00+00:00,2171.0,498.0,,936.0,,422.0,1459.0,96.0,,,3412.0,8994.0
2022-01-03 07:00:00+00:00,1856.0,0.0,1406.0,1279.0,592.0,536.0,1381.0,140.0,1515.0,2.0,3448.0,12155.0
2022-01-03 07:15:00+00:00,1901.0,0.0,,1269.0,,494.0,1657.0,151.0,,,3279.0,8751.0
2022-01-03 07:30:00+00:00,2080.0,0.0,,1121.0,,470.0,1756.0,151.0,,,3355.0,8933.0
2022-01-03 07:45:00+00:00,2083.0,0.0,,1135.0,,460.0,1756.0,138.0,,,3434.0,9006.0
2022-01-03 08:00:00+00:00,2131.0,0.0,1635.0,1270.0,835.0,585.0,1832.0,208.0,1740.0,2.0,3508.0,13746.0
2022-01-03 08:15:00+00:00,2225.0,0.0,,1229.0,,567.0,1859.0,279.0,,,3439.0,9598.0
2022-01-03 08:30:00+00:00,2209.0,0.0,,1185.0,,563.0,1919.0,279.0,,,3314.0,9469.0
2022-01-03 08:45:00+00:00,2102.0,0.0,,1222.0,,559.0,1812.0,288.0,,,3238.0,9221.0
