,FI,LV,RU,sum
2022-01-06 01:00:00+00:00,0.0,285.0,433.0,718.0
2022-01-06 02:00:00+00:00,0.0,303.0,431.0,734.0
2022-01-06 03:00:00+00:00,0.0,236.0,367.0,603.0
2022-01-06 04:00:00+00:00,0.0,233.0,280.0,513.0
2022-01-06 05:00:00+00:00,0.0,236.0,214.0,450.0
2022-01-06 06:00:00+00:00,0.0,172.0,207.0,379.0
2022-01-06 07:00:00+00:00,0.0,415.0,401.0,816.0
2022-01-06 08:00:00+00:00,0.0,468.0,439.0,907.0
2022-01-06 09:00:00+00:00,0.0,488.0,411.0,899.0
2022-01-06 10:00:00+00:00,0.0,426.0,440.0,866.0
2022-01-06 11:00:00+00:00,0.0,394.0,448.0,842.0
2022-01-06 12:00:00+00:00,0.0,354.0,419.0,773.0
2022-01-06 13:00:00+00:00,0.0,301.0,442.0,743.0
2022-01-06 14:00:00+00:00,0.0,253.0,471.0,724.0
2022-01-06 15:00:00+00:00,0.0,221.0,482.0,703.0
2022-01-06 16:00:00+00:00,0.0,203.0,504.0,707.0
2022-01-06 17:00:00+00:00,0.0,204.0,486.0,690.0
2022-01-06 18:00:00+00:00,0.0,272.0,526.0,798.0
2022-01-06 19:00:00+00:00,0.0,359.0,631.0,990.0
2022-01-06 20:00:00+00:00,0.0,352.0,637.0,989.0
2022-01-06 21:00:00+00:00,0.0,387.0,656.0,1043.0
2022-01-06 22:00:00+00:00,0.0,358.0,558.0,916.0
2022-01-06 23:00:00+00:00,0.0,424.0,533.0,957.0
2022-01-07 00:00:00+00:00,0.0,440.0,589.0,1029.0
2022-01-07 01:00:00+00:00,0.0,421.0,563.0,984.0
2022-01-07 02:00:00+00:00,0.0,335.0,463.0,798.0
2022-01-07 03:00:00+00:00,0.0,213.0,349.0,562.0
2022-01-07 04:00:00+00:00,0.0,192.0,318.0,510.0
2022-01-07 05:00:00+00:00,0.0,201.0,368.0,569.0
2022-01-07 06:00:00+00:00,0.0,153.0,312.0,465.0
2022-01-07 07:00:00+00:00,0.0,334.0,398.0,732.0
2022-01-07 08:00:00+00:00,0.0,287.0,362.0,649.0
2022-01-07 09:00:00+00:00,0.0,276.0,329.0,605.0
2022-01-07 10:00:00+00:00,0.0,167.0,312.0,479.0
2022-01-07 11:00:00+00:00,0.0,134.0,279.0,413.0
2022-01-07 12:00:00+00:00,0.0,76.0,239.0,315.0
2022-01-07 13:00:00+00:00,0.0,94.0,261.0,355.0
2022-01-07 14:00:00+00:00,0.0,8.0,226.0,234.0
2022-01-07 15:00:00+00:00,0.0,0.0,117.0,117.0
2022-01-07 16:00:00+00:00,0.0,0.0,120.0,120.0
2022-01-07 17:00:00+00:00,0.0,0.0,97.0,97.0
2022-01-07 18:00:00+00:00,0.0,0.0,162.0,162.0
2022-01-07 19:00:00+00:00,0.0,0.0,331.0,331.0
2022-01-07 20:00:00+00:00,0.0,0.0,253.0,253.0
2022-01-07 21:00:00+00:00,113.0,0.0,123.0,236.0
2022-01-07 22:00:00+00:00,26.0,0.0,101.0,127.0
2022-01-07 23:00:00+00:00,0.0,43.0,335.0,378.0
2022-01-08 00:00:00+00:00,0.0,0.0,229.0,229.0
2022-01-08 01:00:00+00:00,0.0,6.0,247.0,253.0
2022-01-08 02:00:00+00:00,0.0,6.0,287.0,293.0
2022-01-08 03:00:00+00:00,0.0,0.0,174.0,174.0
2022-01-08 04:00:00+00:00,45.0,0.0,97.0,142.0
2022-01-08 05:00:00+00:00,0.0,46.0,210.0,256.0
2022-01-08 06:00:00+00:00,0.0,54.0,313.0,367.0
2022-01-08 07:00:00+00:00,0.0,137.0,325.0,462.0
2022-01-08 08:00:00+00:00,0.0,163.0,436.0,599.0
2022-01-08 09:00:00+00:00,0.0,204.0,425.0,629.0
2022-01-08 10:00:00+00:00,0.0,192.0,396.0,588.0
2022-01-08 11:00:00+00:00,0.0,239.0,393.0,632.0
2022-01-08 12:00:00+00:00,0.0,137.0,345.0,482.0
2022-01-08 13:00:00+00:00,0.0,108.0,440.0,548.0
2022-01-08 14:00:00+00:00,0.0,153.0,596.0,749.0
2022-01-08 15:00:00+00:00,0.0,150.0,510.0,660.0
2022-01-08 16:00:00+00:00,0.0,96.0,427.0,523.0
2022-01-08 17:00:00+00:00,0.0,179.0,556.0,735.0
2022-01-08 18:00:00+00:00,0.0,285.0,474.0,759.0
2022-01-08 19:00:00+00:00,0.0,194.0,401.0,595.0
2022-01-08 20:00:00+00:00,0.0,0.0,305.0,305.0
2022-01-08 21:00:00+00:00,0.0,0.0,177.0,177.0
2022-01-08 22:00:00+00:00,0.0,0.0,285.0,285.0
2022-01-08 23:00:00+00:00,0.0,8.0,208.0,216.0
2022-01-09 00:00:00+00:00,0.0,88.0,415.0,503.0
2022-01-09 01:00:00+00:00,0.0,147.0,457.0,604.0
2022-01-09 02:00:00+00:00,0.0,90.0,381.0,471.0
2022-01-09 03:00:00+00:00,0.0,149.0,445.0,594.0
2022-01-09 04:00:00+00:00,0.0,199.0,484.0,683.0
2022-01-09 05:00:00+00:00,0.0,211.0,438.0,649.0
2022-01-09 06:00:00+00:00,0.0,81.0,287.0,368.0
2022-01-09 07:00:00+00:00,0.0,20.0,114.0,134.0
2022-01-09 08:00:00+00:00,0.0,24.0,20.0,44.0
2022-01-09 09:00:00+00:00,0.0,0.0,68.0,68.0
2022-01-09 10:00:00+00:00,0.0,88.0,189.0,277.0
2022-01-09 11:00:00+00:00,0.0,109.0,294.0,403.0
2022-01-09 12:00:00+00:00,0.0,13.0,262.0,275.0
2022-01-09 13:00:00+00:00,0.0,43.0,296.0,339.0
2022-01-09 14:00:00+00:00,0.0,0.0,218.0,218.0
2022-01-09 15:00:00+00:00,0.0,66.0,312.0,378.0
2022-01-09 16:00:00+00:00,0.0,54.0,377.0,431.0
2022-01-09 17:00:00+00:00,0.0,25.0,332.0,357.0
2022-01-09 18:00:00+00:00,0.0,152.0,430.0,582.0
2022-01-09 19:00:00+00:00,0.0,149.0,468.0,617.0
2022-01-09 20:00:00+00:00,0.0,39.0,520.0,559.0
2022-01-09 21:00:00+00:00,0.0,111.0,618.0,729.0
2022-01-09 22:00:00+00:00,0.0,126.0,619.0,745.0
2022-01-09 23:00:00+00:00,0.0,2.0,346.0,348.0
2022-01-10 00:00:00+00:00,0.0,0.0,230.0,230.0
2022-01-10 01:00:00+00:00,0.0,0.0,199.0,199.0
2022-01-10 02:00:00+00:00,2.0,0.0,220.0,222.0
2022-01-10 03:00:00+00:00,0.0,0.0,296.0,296.0
2022-01-10 04:00:00+00:00,176.0,0.0,142.0,318.0
2022-01-10 05:00:00+00:00,314.0,0.0,13.0,327.0
2022-01-10 06:00:00+00:00,252.0,0.0,31.0,283.0
2022-01-10 07:00:00+00:00,9.0,0.0,151.0,160.0
2022-01-10 08:00:00+00:00,0.0,0.0,251.0,251.0
2022-01-10 09:00:00+00:00,0.0,0.0,180.0,180.0
2022-01-10 10:00:00+00:00,24.0,0.0,166.0,190.0
2022-01-10 11:00:00+00:00,32.0,0.0,159.0,191.0
2022-01-10 12:00:00+00:00,18.0,0.0,193.0,211.0
2022-01-10 13:00:00+00:00,0.0,0.0,257.0,257.0
2022-01-10 14:00:00+00:00,3.0,0.0,232.0,235.0
2022-01-10 15:00:00+00:00,37.0,0.0,220.0,257.0
2022-01-10 16:00:00+00:00,21.0,0.0,288.0,309.0
2022-01-10 17:00:00+00:00,34.0,0.0,288.0,322.0
2022-01-10 18:00:00+00:00,1.0,0.0,296.0,297.0
2022-01-10 19:00:00+00:00,0.0,0.0,391.0,391.0
2022-01-10 20:00:00+00:00,0.0,0.0,531.0,531.0
2022-01-10 21:00:00+00:00,0.0,2.0,670.0,672.0
2022-01-10 22:00:00+00:00,0.0,0.0,691.0,691.0
2022-01-10 23:00:00+00:00,0.0,190.0,740.0,930.0
2022-01-11 00:00:00+00:00,0.0,191.0,748.0,939.0
2022-01-11 01:00:00+00:00,0.0,148.0,748.0,896.0
2022-01-11 02:00:00+00:00,0.0,152.0,748.0,900.0
2022-01-11 03:00:00+00:00,0.0,175.0,748.0,923.0
2022-01-11 04:00:00+00:00,0.0,175.0,748.0,923.0
2022-01-11 05:00:00+00:00,0.0,60.0,748.0,808.0
2022-01-11 06:00:00+00:00,0.0,10.0,748.0,758.0
2022-01-11 07:00:00+00:00,0.0,10.0,748.0,758.0
2022-01-11 08:00:00+00:00,0.0,3.0,748.0,751.0
2022-01-11 09:00:00+00:00,0.0,3.0,748.0,751.0
2022-01-11 10:00:00+00:00,0.0,3.0,748.0,751.0
2022-01-11 11:00:00+00:00,0.0,0.0,748.0,748.0
2022-01-11 12:00:00+00:00,0.0,8.0,748.0,756.0
2022-01-11 13:00:00+00:00,0.0,3.0,748.0,751.0
2022-01-11 14:00:00+00:00,0.0,0.0,746.0,746.0
2022-01-11 15:00:00+00:00,0.0,0.0,750.0,750.0
2022-01-11 16:00:00+00:00,0.0,17.0,750.0,767.0
2022-01-11 17:00:00+00:00,0.0,52.0,750.0,802.0
2022-01-11 18:00:00+00:00,0.0,80.0,750.0,830.0
2022-01-11 19:00:00+00:00,0.0,135.0,750.0,885.0
2022-01-11 20:00:00+00:00,0.0,162.0,750.0,912.0
2022-01-11 21:00:00+00:00,0.0,163.0,750.0,913.0
2022-01-11 22:00:00+00:00,0.0,156.0,750.0,906.0
2022-01-11 23:00:00+00:00,0.0,151.0,748.0,899.0
2022-01-12 00:00:00+00:00,0.0,179.0,746.0,925.0
2022-01-12 01:00:00+00:00,0.0,167.0,746.0,913.0
2022-01-12 02:00:00+00:00,0.0,179.0,746.0,925.0
2022-01-12 03:00:00+00:00,0.0,182.0,746.0,928.0
2022-01-12 04:00:00+00:00,0.0,133.0,744.0,877.0
2022-01-12 05:00:00+00:00,0.0,15.0,749.0,764.0
2022-01-12 06:00:00+00:00,0.0,0.0,749.0,749.0
2022-01-12 07:00:00+00:00,0.0,0.0,749.0,749.0
2022-01-12 08:00:00+00:00,0.0,0.0,749.0,749.0
2022-01-12 09:00:00+00:00,0.0,0.0,749.0,749.0
2022-01-12 10:00:00+00:00,0.0,0.0,749.0,749.0
2022-01-12 11:00:00+00:00,0.0,0.0,749.0,749.0
2022-01-12 12:00:00+00:00,0.0,0.0,749.0,749.0
2022-01-12 13:00:00+00:00,0.0,0.0,749.0,749.0
2022-01-12 14:00:00+00:00,0.0,5.0,748.0,753.0
2022-01-12 15:00:00+00:00,0.0,44.0,747.0,791.0
2022-01-12 16:00:00+00:00,0.0,58.0,747.0,805.0
2022-01-12 17:00:00+00:00,0.0,91.0,747.0,838.0
2022-01-12 18:00:00+00:00,0.0,141.0,746.0,887.0
2022-01-12 19:00:00+00:00,0.0,161.0,737.0,898.0
2022-01-12 20:00:00+00:00,0.0,128.0,750.0,878.0
2022-01-12 21:00:00+00:00,0.0,95.0,750.0,845.0
2022-01-12 22:00:00+00:00,0.0,83.0,719.0,802.0
2022-01-12 23:00:00+00:00,0.0,251.0,739.0,990.0
2022-01-13 00:00:00+00:00,0.0,268.0,706.0,974.0
2022-01-13 01:00:00+00:00,0.0,257.0,711.0,968.0
2022-01-13 02:00:00+00:00,0.0,256.0,686.0,942.0
2022-01-13 03:00:00+00:00,0.0,285.0,601.0,886.0
2022-01-13 04:00:00+00:00,0.0,224.0,672.0,896.0
2022-01-13 05:00:00+00:00,0.0,144.0,661.0,805.0
2022-01-13 06:00:00+00:00,0.0,100.0,641.0,741.0
2022-01-13 07:00:00+00:00,0.0,179.0,642.0,821.0
2022-01-13 08:00:00+00:00,0.0,87.0,618.0,705.0
2022-01-13 09:00:00+00:00,0.0,123.0,647.0,770.0
2022-01-13 10:00:00+00:00,0.0,141.0,704.0,845.0
2022-01-13 11:00:00+00:00,0.0,132.0,701.0,833.0
2022-01-13 12:00:00+00:00,0.0,130.0,668.0,798.0
2022-01-13 13:00:00+00:00,0.0,111.0,703.0,814.0
2022-01-13 14:00:00+00:00,0.0,57.0,635.0,692.0
2022-01-13 15:00:00+00:00,0.0,42.0,678.0,720.0
2022-01-13 16:00:00+00:00,0.0,47.0,652.0,699.0
2022-01-13 17:00:00+00:00,0.0,70.0,677.0,747.0
2022-01-13 18:00:00+00:00,0.0,114.0,694.0,808.0
2022-01-13 19:00:00+00:00,0.0,98.0,636.0,734.0
2022-01-13 20:00:00+00:00,0.0,200.0,608.0,808.0
2022-01-13 21:00:00+00:00,0.0,183.0,654.0,837.0
2022-01-13 22:00:00+00:00,0.0,191.0,670.0,861.0
2022-01-13 23:00:00+00:00,0.0,239.0,632.0,871.0
2022-01-14 00:00:00+00:00,0.0,197.0,585.0,782.0
2022-01-14 01:00:00+00:00,0.0,201.0,632.0,833.0
2022-01-14 02:00:00+00:00,0.0,193.0,530.0,723.0
2022-01-14 03:00:00+00:00,0.0,226.0,578.0,804.0
2022-01-14 04:00:00+00:00,0.0,235.0,556.0,791.0
2022-01-14 05:00:00+00:00,0.0,233.0,511.0,744.0
2022-01-14 06:00:00+00:00,0.0,222.0,471.0,693.0
2022-01-14 07:00:00+00:00,0.0,263.0,531.0,794.0
2022-01-14 08:00:00+00:00,0.0,146.0,518.0,664.0
2022-01-14 09:00:00+00:00,0.0,145.0,513.0,658.0
2022-01-14 10:00:00+00:00,0.0,152.0,544.0,696.0
2022-01-14 11:00:00+00:00,0.0,120.0,524.0,644.0
2022-01-14 12:00:00+00:00,0.0,115.0,498.0,613.0
2022-01-14 13:00:00+00:00,0.0,90.0,547.0,637.0
2022-01-14 14:00:00+00:00,0.0,69.0,563.0,632.0
2022-01-14 15:00:00+00:00,0.0,44.0,482.0,526.0
2022-01-14 16:00:00+00:00,0.0,66.0,527.0,593.0
2022-01-14 17:00:00+00:00,0.0,44.0,573.0,617.0
2022-01-14 18:00:00+00:00,0.0,37.0,638.0,675.0
2022-01-14 19:00:00+00:00,0.0,82.0,667.0,749.0
2022-01-14 20:00:00+00:00,0.0,55.0,673.0,728.0
2022-01-14 21:00:00+00:00,0.0,35.0,713.0,748.0
2022-01-14 22:00:00+00:00,0.0,68.0,732.0,800.0
2022-01-14 23:00:00+00:00,0.0,63.0,628.0,691.0
2022-01-15 00:00:00+00:00,0.0,21.0,720.0,741.0
2022-01-15 01:00:00+00:00,0.0,33.0,733.0,766.0
2022-01-15 02:00:00+00:00,0.0,79.0,707.0,786.0
2022-01-15 03:00:00+00:00,0.0,80.0,688.0,768.0
2022-01-15 04:00:00+00:00,0.0,90.0,677.0,767.0
2022-01-15 05:00:00+00:00,0.0,129.0,615.0,744.0
2022-01-15 06:00:00+00:00,0.0,151.0,593.0,744.0
2022-01-15 07:00:00+00:00,0.0,123.0,630.0,753.0
2022-01-15 08:00:00+00:00,0.0,108.0,696.0,804.0
2022-01-15 09:00:00+00:00,0.0,131.0,724.0,855.0
2022-01-15 10:00:00+00:00,0.0,144.0,735.0,879.0
2022-01-15 11:00:00+00:00,0.0,129.0,722.0,851.0
2022-01-15 12:00:00+00:00,0.0,88.0,687.0,775.0
2022-01-15 13:00:00+00:00,0.0,46.0,704.0,750.0
2022-01-15 14:00:00+00:00,0.0,0.0,628.0,628.0
2022-01-15 15:00:00+00:00,0.0,0.0,619.0,619.0
2022-01-15 16:00:00+00:00,0.0,0.0,508.0,508.0
2022-01-15 17:00:00+00:00,0.0,0.0,612.0,612.0
2022-01-15 18:00:00+00:00,0.0,0.0,595.0,595.0
2022-01-15 19:00:00+00:00,0.0,70.0,600.0,670.0
2022-01-15 20:00:00+00:00,0.0,122.0,656.0,778.0
2022-01-15 21:00:00+00:00,0.0,95.0,734.0,829.0
2022-01-15 22:00:00+00:00,0.0,119.0,674.0,793.0
2022-01-15 23:00:00+00:00,0.0,150.0,566.0,716.0
2022-01-16 00:00:00+00:00,0.0,191.0,534.0,725.0
2022-01-16 01:00:00+00:00,0.0,194.0,541.0,735.0
2022-01-16 02:00:00+00:00,0.0,185.0,548.0,733.0
2022-01-16 03:00:00+00:00,0.0,209.0,549.0,758.0
2022-01-16 04:00:00+00:00,0.0,209.0,497.0,706.0
2022-01-16 05:00:00+00:00,0.0,245.0,405.0,650.0
2022-01-16 06:00:00+00:00,0.0,235.0,399.0,634.0
2022-01-16 07:00:00+00:00,0.0,179.0,451.0,630.0
2022-01-16 08:00:00+00:00,0.0,145.0,492.0,637.0
2022-01-16 09:00:00+00:00,0.0,164.0,528.0,692.0
2022-01-16 10:00:00+00:00,0.0,164.0,560.0,724.0
2022-01-16 11:00:00+00:00,0.0,162.0,552.0,714.0
2022-01-16 12:00:00+00:00,0.0,150.0,534.0,684.0
2022-01-16 13:00:00+00:00,0.0,122.0,544.0,666.0
2022-01-16 14:00:00+00:00,0.0,89.0,546.0,635.0
2022-01-16 15:00:00+00:00,0.0,88.0,534.0,622.0
2022-01-16 16:00:00+00:00,0.0,87.0,550.0,637.0
2022-01-16 17:00:00+00:00,0.0,101.0,561.0,662.0
2022-01-16 18:00:00+00:00,0.0,142.0,526.0,668.0
2022-01-16 19:00:00+00:00,0.0,120.0,464.0,584.0
2022-01-16 20:00:00+00:00,0.0,99.0,508.0,607.0
2022-01-16 21:00:00+00:00,0.0,113.0,490.0,603.0
2022-01-16 22:00:00+00:00,0.0,153.0,481.0,634.0
2022-01-16 23:00:00+00:00,0.0,171.0,407.0,578.0
2022-01-17 00:00:00+00:00,0.0,101.0,357.0,458.0
2022-01-17 01:00:00+00:00,0.0,119.0,372.0,491.0
2022-01-17 02:00:00+00:00,0.0,167.0,430.0,597.0
2022-01-17 03:00:00+00:00,0.0,190.0,468.0,658.0
2022-01-17 04:00:00+00:00,0.0,190.0,405.0,595.0
2022-01-17 05:00:00+00:00,0.0,153.0,346.0,499.0
2022-01-17 06:00:00+00:00,0.0,128.0,262.0,390.0
2022-01-17 07:00:00+00:00,0.0,165.0,338.0,503.0
2022-01-17 08:00:00+00:00,0.0,165.0,361.0,526.0
2022-01-17 09:00:00+00:00,0.0,190.0,399.0,589.0
2022-01-17 10:00:00+00:00,0.0,214.0,432.0,646.0
2022-01-17 11:00:00+00:00,0.0,203.0,425.0,628.0
2022-01-17 12:00:00+00:00,0.0,202.0,477.0,679.0
2022-01-17 13:00:00+00:00,0.0,180.0,495.0,675.0
2022-01-17 14:00:00+00:00,0.0,148.0,501.0,649.0
2022-01-17 15:00:00+00:00,0.0,155.0,473.0,628.0
2022-01-17 16:00:00+00:00,0.0,118.0,463.0,581.0
2022-01-17 17:00:00+00:00,0.0,132.0,455.0,587.0
2022-01-17 18:00:00+00:00,0.0,150.0,570.0,720.0
2022-01-17 19:00:00+00:00,0.0,79.0,622.0,701.0
2022-01-17 20:00:00+00:00,0.0,68.0,699.0,767.0
2022-01-17 21:00:00+00:00,0.0,107.0,742.0,849.0
2022-01-17 22:00:00+00:00,0.0,136.0,745.0,881.0
2022-01-17 23:00:00+00:00,0.0,189.0,732.0,921.0
2022-01-18 00:00:00+00:00,0.0,200.0,750.0,950.0
2022-01-18 01:00:00+00:00,0.0,192.0,748.0,940.0
2022-01-18 02:00:00+00:00,0.0,195.0,746.0,941.0
2022-01-18 03:00:00+00:00,0.0,231.0,583.0,814.0
2022-01-18 04:00:00+00:00,0.0,23.0,431.0,454.0
2022-01-18 05:00:00+00:00,0.0,143.0,613.0,756.0
2022-01-18 06:00:00+00:00,0.0,45.0,607.0,652.0
2022-01-18 07:00:00+00:00,0.0,0.0,429.0,429.0
2022-01-18 08:00:00+00:00,0.0,16.0,472.0,488.0
2022-01-18 09:00:00+00:00,0.0,160.0,650.0,810.0
2022-01-18 10:00:00+00:00,0.0,138.0,701.0,839.0
2022-01-18 11:00:00+00:00,0.0,114.0,707.0,821.0
2022-01-18 12:00:00+00:00,0.0,135.0,702.0,837.0
2022-01-18 13:00:00+00:00,0.0,111.0,740.0,851.0
2022-01-18 14:00:00+00:00,0.0,99.0,740.0,839.0
