,DE,LT,CZ,SK,SE,sum
2022-01-02 20:00:00+00:00,0.0,442.0,585.0,575.0,0.0,1602.0
2022-01-02 21:00:00+00:00,0.0,59.0,888.0,697.0,0.0,1644.0
2022-01-02 22:00:00+00:00,0.0,269.0,542.0,532.0,20.0,1363.0
2022-01-02 23:00:00+00:00,0.0,489.0,301.0,372.0,566.0,1728.0
2022-01-03 00:00:00+00:00,0.0,492.0,352.0,317.0,596.0,1757.0
2022-01-03 01:00:00+00:00,0.0,492.0,295.0,314.0,596.0,1697.0
2022-01-03 02:00:00+00:00,0.0,492.0,247.0,292.0,596.0,1627.0
2022-01-03 03:00:00+00:00,0.0,492.0,302.0,318.0,587.0,1699.0
2022-01-03 04:00:00+00:00,0.0,492.0,734.0,530.0,49.0,1805.0
2022-01-03 05:00:00+00:00,0.0,436.0,1009.0,731.0,0.0,2176.0
2022-01-03 06:00:00+00:00,0.0,489.0,1257.0,849.0,0.0,2595.0
2022-01-03 07:00:00+00:00,0.0,182.0,1320.0,902.0,0.0,2404.0
2022-01-03 08:00:00+00:00,0.0,242.0,1319.0,812.0,0.0,2373.0
2022-01-03 09:00:00+00:00,0.0,322.0,1031.0,601.0,0.0,1954.0
2022-01-03 10:00:00+00:00,0.0,347.0,1034.0,597.0,0.0,1978.0
2022-01-03 11:00:00+00:00,0.0,479.0,1200.0,630.0,0.0,2309.0
2022-01-03 12:00:00+00:00,0.0,439.0,1195.0,615.0,0.0,2249.0
2022-01-03 13:00:00+00:00,0.0,485.0,1256.0,684.0,0.0,2425.0
2022-01-03 14:00:00+00:00,0.0,482.0,1309.0,684.0,0.0,2475.0
2022-01-03 15:00:00+00:00,0.0,202.0,1386.0,778.0,0.0,2366.0
2022-01-03 16:00:00+00:00,0.0,1.0,1298.0,747.0,0.0,2046.0
2022-01-03 17:00:00+00:00,0.0,0.0,1363.0,838.0,0.0,2201.0
2022-01-03 18:00:00+00:00,0.0,0.0,1416.0,910.0,0.0,2326.0
2022-01-03 19:00:00+00:00,0.0,0.0,1515.0,967.0,0.0,2482.0
2022-01-03 20:00:00+00:00,0.0,48.0,1352.0,850.0,0.0,2250.0
2022-01-03 21:00:00+00:00,0.0,0.0,1249.0,792.0,0.0,2041.0
2022-01-03 22:00:00+00:00,0.0,0.0,1292.0,820.0,0.0,2112.0
2022-01-03 23:00:00+00:00,0.0,61.0,1631.0,1046.0,0.0,2738.0
2022-01-04 00:00:00+00:00,0.0,50.0,1594.0,994.0,0.0,2638.0
2022-01-04 01:00:00+00:00,0.0,0.0,1485.0,913.0,0.0,2398.0
2022-01-04 02:00:00+00:00,0.0,0.0,1395.0,866.0,0.0,2261.0
2022-01-04 03:00:00+00:00,0.0,0.0,1414.0,914.0,0.0,2328.0
2022-01-04 04:00:00+00:00,0.0,0.0,1443.0,1023.0,0.0,2466.0
2022-01-04 05:00:00+00:00,0.0,0.0,1437.0,1015.0,0.0,2452.0
2022-01-04 06:00:00+00:00,0.0,0.0,1246.0,934.0,0.0,2180.0
2022-01-04 07:00:00+00:00,0.0,0.0,1056.0,845.0,0.0,1901.0
2022-01-04 08:00:00+00:00,0.0,0.0,797.0,704.0,0.0,1501.0
2022-01-04 09:00:00+00:00,0.0,0.0,799.0,700.0,0.0,1499.0
2022-01-04 10:00:00+00:00,0.0,0.0,861.0,747.0,0.0,1608.0
2022-01-04 11:00:00+00:00,0.0,0.0,836.0,738.0,0.0,1574.0
2022-01-04 12:00:00+00:00,0.0,0.0,769.0,731.0,0.0,1500.0
2022-01-04 13:00:00+00:00,0.0,0.0,753.0,724.0,0.0,1477.0
2022-01-04 14:00:00+00:00,0.0,0.0,816.0,716.0,0.0,1532.0
2022-01-04 15:00:00+00:00,0.0,0.0,574.0,660.0,0.0,1234.0
2022-01-04 16:00:00+00:00,0.0,0.0,478.0,592.0,0.0,1070.0
2022-01-04 17:00:00+00:00,0.0,0.0,745.0,702.0,0.0,1447.0
2022-01-04 18:00:00+00:00,0.0,0.0,724.0,663.0,0.0,1387.0
2022-01-04 19:00:00+00:00,0.0,0.0,998.0,726.0,0.0,1724.0
2022-01-04 20:00:00+00:00,0.0,0.0,1091.0,739.0,0.0,1830.0
2022-01-04 21:00:00+00:00,0.0,0.0,1028.0,731.0,0.0,1759.0
2022-01-04 22:00:00+00:00,0.0,0.0,1123.0,808.0,0.0,1931.0
2022-01-04 23:00:00+00:00,0.0,0.0,1339.0,795.0,0.0,2134.0
2022-01-05 00:00:00+00:00,0.0,66.0,1125.0,646.0,0.0,1837.0
2022-01-05 01:00:00+00:00,0.0,2.0,1016.0,558.0,0.0,1576.0
2022-01-05 02:00:00+00:00,0.0,189.0,924.0,495.0,0.0,1608.0
2022-01-05 03:00:00+00:00,0.0,327.0,840.0,472.0,0.0,1639.0
2022-01-05 04:00:00+00:00,0.0,367.0,741.0,497.0,0.0,1605.0
2022-01-05 05:00:00+00:00,0.0,489.0,556.0,530.0,0.0,1575.0
2022-01-05 06:00:00+00:00,0.0,491.0,1017.0,658.0,0.0,2166.0
2022-01-05 07:00:00+00:00,0.0,200.0,1238.0,764.0,0.0,2202.0
2022-01-05 08:00:00+00:00,0.0,251.0,1287.0,685.0,0.0,2223.0
2022-01-05 09:00:00+00:00,0.0,368.0,1225.0,636.0,0.0,2229.0
2022-01-05 10:00:00+00:00,0.0,450.0,937.0,503.0,0.0,1890.0
2022-01-05 11:00:00+00:00,0.0,491.0,982.0,515.0,0.0,1988.0
2022-01-05 12:00:00+00:00,0.0,492.0,836.0,486.0,0.0,1814.0
2022-01-05 13:00:00+00:00,0.0,492.0,1000.0,631.0,0.0,2123.0
2022-01-05 14:00:00+00:00,0.0,492.0,970.0,648.0,0.0,2110.0
2022-01-05 15:00:00+00:00,0.0,257.0,952.0,719.0,0.0,1928.0
2022-01-05 16:00:00+00:00,0.0,105.0,1109.0,781.0,0.0,1995.0
2022-01-05 17:00:00+00:00,0.0,486.0,1178.0,775.0,0.0,2439.0
2022-01-05 18:00:00+00:00,0.0,437.0,1487.0,884.0,0.0,2808.0
2022-01-05 19:00:00+00:00,0.0,83.0,1527.0,936.0,0.0,2546.0
2022-01-05 20:00:00+00:00,0.0,187.0,1327.0,757.0,0.0,2271.0
2022-01-05 21:00:00+00:00,22.0,8.0,1491.0,841.0,0.0,2362.0
2022-01-05 22:00:00+00:00,165.0,0.0,1472.0,704.0,0.0,2341.0
2022-01-05 23:00:00+00:00,0.0,0.0,1526.0,719.0,0.0,2245.0
2022-01-06 00:00:00+00:00,0.0,0.0,1502.0,726.0,0.0,2228.0
2022-01-06 01:00:00+00:00,1.0,0.0,1396.0,660.0,0.0,2057.0
2022-01-06 02:00:00+00:00,112.0,136.0,1187.0,614.0,0.0,2049.0
2022-01-06 03:00:00+00:00,285.0,301.0,1100.0,577.0,0.0,2263.0
2022-01-06 04:00:00+00:00,290.0,253.0,1045.0,522.0,8.0,2118.0
2022-01-06 05:00:00+00:00,256.0,489.0,1086.0,517.0,201.0,2549.0
2022-01-06 06:00:00+00:00,570.0,491.0,1012.0,477.0,246.0,2796.0
2022-01-06 07:00:00+00:00,809.0,492.0,887.0,375.0,589.0,3152.0
2022-01-06 08:00:00+00:00,290.0,423.0,1210.0,481.0,591.0,2995.0
2022-01-06 09:00:00+00:00,73.0,280.0,1257.0,537.0,437.0,2584.0
2022-01-06 10:00:00+00:00,3.0,64.0,1248.0,538.0,595.0,2448.0
2022-01-06 11:00:00+00:00,17.0,119.0,1296.0,582.0,590.0,2604.0
2022-01-06 12:00:00+00:00,217.0,259.0,1048.0,457.0,279.0,2260.0
2022-01-06 13:00:00+00:00,437.0,221.0,907.0,448.0,213.0,2226.0
2022-01-06 14:00:00+00:00,533.0,2.0,826.0,414.0,0.0,1775.0
2022-01-06 15:00:00+00:00,520.0,0.0,940.0,497.0,0.0,1957.0
2022-01-06 16:00:00+00:00,325.0,0.0,1025.0,579.0,0.0,1929.0
2022-01-06 17:00:00+00:00,11.0,0.0,994.0,602.0,0.0,1607.0
2022-01-06 18:00:00+00:00,0.0,0.0,1156.0,642.0,0.0,1798.0
2022-01-06 19:00:00+00:00,0.0,0.0,1279.0,743.0,0.0,2022.0
2022-01-06 20:00:00+00:00,0.0,0.0,1407.0,803.0,0.0,2210.0
2022-01-06 21:00:00+00:00,0.0,0.0,1574.0,904.0,0.0,2478.0
2022-01-06 22:00:00+00:00,0.0,1.0,1427.0,799.0,0.0,2227.0
2022-01-06 23:00:00+00:00,0.0,0.0,1301.0,740.0,10.0,2051.0
2022-01-07 00:00:00+00:00,0.0,0.0,1523.0,757.0,442.0,2722.0
2022-01-07 01:00:00+00:00,0.0,6.0,1671.0,844.0,21.0,2542.0
2022-01-07 02:00:00+00:00,0.0,3.0,1694.0,876.0,109.0,2682.0
2022-01-07 03:00:00+00:00,0.0,204.0,1808.0,942.0,0.0,2954.0
2022-01-07 04:00:00+00:00,0.0,50.0,1617.0,948.0,0.0,2615.0
2022-01-07 05:00:00+00:00,0.0,1.0,1405.0,934.0,0.0,2340.0
2022-01-07 06:00:00+00:00,0.0,178.0,1277.0,799.0,0.0,2254.0
2022-01-07 07:00:00+00:00,0.0,0.0,1345.0,851.0,0.0,2196.0
2022-01-07 08:00:00+00:00,0.0,0.0,1286.0,758.0,0.0,2044.0
2022-01-07 09:00:00+00:00,0.0,227.0,1048.0,650.0,0.0,1925.0
2022-01-07 10:00:00+00:00,0.0,4.0,1192.0,726.0,0.0,1922.0
2022-01-07 11:00:00+00:00,0.0,0.0,1101.0,682.0,0.0,1783.0
2022-01-07 12:00:00+00:00,0.0,0.0,929.0,591.0,0.0,1520.0
2022-01-07 13:00:00+00:00,0.0,0.0,1008.0,740.0,0.0,1748.0
2022-01-07 14:00:00+00:00,0.0,0.0,1033.0,767.0,0.0,1800.0
2022-01-07 15:00:00+00:00,0.0,0.0,1026.0,781.0,0.0,1807.0
2022-01-07 16:00:00+00:00,0.0,0.0,987.0,724.0,0.0,1711.0
2022-01-07 17:00:00+00:00,0.0,0.0,932.0,702.0,0.0,1634.0
2022-01-07 18:00:00+00:00,0.0,0.0,1048.0,695.0,0.0,1743.0
2022-01-07 19:00:00+00:00,0.0,0.0,1121.0,677.0,0.0,1798.0
2022-01-07 20:00:00+00:00,0.0,0.0,1176.0,706.0,0.0,1882.0
2022-01-07 21:00:00+00:00,0.0,0.0,1255.0,752.0,0.0,2007.0
2022-01-07 22:00:00+00:00,0.0,0.0,1465.0,868.0,0.0,2333.0
2022-01-07 23:00:00+00:00,1.0,0.0,1614.0,1009.0,0.0,2624.0
2022-01-08 00:00:00+00:00,7.0,46.0,1832.0,1123.0,0.0,3008.0
2022-01-08 01:00:00+00:00,23.0,1.0,1829.0,1069.0,0.0,2922.0
2022-01-08 02:00:00+00:00,82.0,50.0,1821.0,1045.0,0.0,2998.0
2022-01-08 03:00:00+00:00,0.0,0.0,1931.0,1099.0,0.0,3030.0
2022-01-08 04:00:00+00:00,0.0,153.0,1957.0,1088.0,0.0,3198.0
2022-01-08 05:00:00+00:00,0.0,109.0,1589.0,898.0,0.0,2596.0
2022-01-08 06:00:00+00:00,0.0,0.0,1515.0,963.0,0.0,2478.0
2022-01-08 07:00:00+00:00,0.0,0.0,1184.0,858.0,0.0,2042.0
2022-01-08 08:00:00+00:00,0.0,0.0,1198.0,902.0,0.0,2100.0
2022-01-08 09:00:00+00:00,0.0,0.0,1170.0,963.0,0.0,2133.0
2022-01-08 10:00:00+00:00,0.0,0.0,954.0,861.0,0.0,1815.0
2022-01-08 11:00:00+00:00,0.0,0.0,853.0,799.0,0.0,1652.0
2022-01-08 12:00:00+00:00,0.0,0.0,376.0,487.0,0.0,863.0
2022-01-08 13:00:00+00:00,0.0,0.0,422.0,507.0,0.0,929.0
2022-01-08 14:00:00+00:00,0.0,0.0,509.0,589.0,0.0,1098.0
2022-01-08 15:00:00+00:00,0.0,0.0,564.0,644.0,0.0,1208.0
2022-01-08 16:00:00+00:00,0.0,0.0,585.0,640.0,0.0,1225.0
2022-01-08 17:00:00+00:00,0.0,0.0,617.0,665.0,0.0,1282.0
2022-01-08 18:00:00+00:00,0.0,0.0,582.0,631.0,0.0,1213.0
2022-01-08 19:00:00+00:00,0.0,0.0,517.0,596.0,0.0,1113.0
2022-01-08 20:00:00+00:00,0.0,93.0,471.0,530.0,0.0,1094.0
2022-01-08 21:00:00+00:00,0.0,181.0,458.0,487.0,0.0,1126.0
2022-01-08 22:00:00+00:00,0.0,105.0,877.0,682.0,0.0,1664.0
2022-01-08 23:00:00+00:00,0.0,441.0,410.0,393.0,0.0,1244.0
2022-01-09 00:00:00+00:00,0.0,474.0,562.0,464.0,0.0,1500.0
2022-01-09 01:00:00+00:00,0.0,385.0,679.0,472.0,0.0,1536.0
2022-01-09 02:00:00+00:00,0.0,488.0,668.0,477.0,0.0,1633.0
2022-01-09 03:00:00+00:00,0.0,489.0,689.0,528.0,0.0,1706.0
2022-01-09 04:00:00+00:00,0.0,492.0,702.0,522.0,0.0,1716.0
2022-01-09 05:00:00+00:00,0.0,492.0,750.0,566.0,0.0,1808.0
2022-01-09 06:00:00+00:00,0.0,487.0,753.0,540.0,0.0,1780.0
2022-01-09 07:00:00+00:00,0.0,468.0,624.0,524.0,0.0,1616.0
2022-01-09 08:00:00+00:00,0.0,443.0,915.0,719.0,0.0,2077.0
2022-01-09 09:00:00+00:00,0.0,469.0,1284.0,973.0,0.0,2726.0
2022-01-09 10:00:00+00:00,0.0,270.0,1207.0,962.0,0.0,2439.0
2022-01-09 11:00:00+00:00,0.0,12.0,1238.0,945.0,0.0,2195.0
2022-01-09 12:00:00+00:00,0.0,139.0,1215.0,962.0,0.0,2316.0
2022-01-09 13:00:00+00:00,0.0,2.0,1227.0,942.0,0.0,2171.0
2022-01-09 14:00:00+00:00,0.0,0.0,1281.0,975.0,0.0,2256.0
2022-01-09 15:00:00+00:00,0.0,0.0,1371.0,1058.0,0.0,2429.0
2022-01-09 16:00:00+00:00,0.0,0.0,1454.0,1066.0,0.0,2520.0
2022-01-09 17:00:00+00:00,0.0,0.0,1404.0,1020.0,0.0,2424.0
2022-01-09 18:00:00+00:00,0.0,0.0,1443.0,1041.0,0.0,2484.0
2022-01-09 19:00:00+00:00,0.0,0.0,1621.0,1071.0,0.0,2692.0
2022-01-09 20:00:00+00:00,0.0,0.0,1579.0,981.0,0.0,2560.0
2022-01-09 21:00:00+00:00,0.0,0.0,1427.0,815.0,0.0,2242.0
2022-01-09 22:00:00+00:00,0.0,0.0,1283.0,623.0,0.0,1906.0
2022-01-09 23:00:00+00:00,0.0,0.0,1487.0,725.0,0.0,2212.0
2022-01-10 00:00:00+00:00,110.0,111.0,1423.0,693.0,0.0,2337.0
2022-01-10 01:00:00+00:00,90.0,181.0,1451.0,690.0,0.0,2412.0
2022-01-10 02:00:00+00:00,57.0,1.0,1504.0,679.0,0.0,2241.0
2022-01-10 03:00:00+00:00,4.0,4.0,1525.0,725.0,0.0,2258.0
2022-01-10 04:00:00+00:00,0.0,478.0,1493.0,739.0,0.0,2710.0
2022-01-10 05:00:00+00:00,0.0,488.0,931.0,459.0,0.0,1878.0
2022-01-10 06:00:00+00:00,0.0,162.0,951.0,559.0,0.0,1672.0
2022-01-10 07:00:00+00:00,0.0,71.0,848.0,470.0,0.0,1389.0
2022-01-10 08:00:00+00:00,0.0,2.0,852.0,462.0,0.0,1316.0
2022-01-10 09:00:00+00:00,0.0,0.0,784.0,374.0,0.0,1158.0
2022-01-10 10:00:00+00:00,0.0,0.0,619.0,261.0,0.0,880.0
2022-01-10 11:00:00+00:00,0.0,189.0,627.0,232.0,0.0,1048.0
2022-01-10 12:00:00+00:00,0.0,195.0,392.0,72.0,0.0,659.0
2022-01-10 13:00:00+00:00,0.0,7.0,376.0,99.0,134.0,616.0
2022-01-10 14:00:00+00:00,0.0,284.0,321.0,60.0,158.0,823.0
2022-01-10 15:00:00+00:00,0.0,285.0,428.0,195.0,53.0,961.0
2022-01-10 16:00:00+00:00,0.0,4.0,327.0,113.0,0.0,444.0
2022-01-10 17:00:00+00:00,0.0,0.0,434.0,202.0,0.0,636.0
2022-01-10 18:00:00+00:00,0.0,0.0,451.0,205.0,0.0,656.0
2022-01-10 19:00:00+00:00,0.0,0.0,666.0,430.0,0.0,1096.0
2022-01-10 20:00:00+00:00,87.0,0.0,679.0,411.0,0.0,1177.0
2022-01-10 21:00:00+00:00,6.0,0.0,649.0,429.0,0.0,1084.0
2022-01-10 22:00:00+00:00,34.0,0.0,903.0,541.0,0.0,1478.0
2022-01-10 23:00:00+00:00,404.0,0.0,1085.0,583.0,0.0,2072.0
2022-01-11 00:00:00+00:00,661.0,0.0,1323.0,651.0,0.0,2635.0
2022-01-11 01:00:00+00:00,685.0,0.0,1311.0,648.0,0.0,2644.0
2022-01-11 02:00:00+00:00,643.0,0.0,1272.0,653.0,0.0,2568.0
2022-01-11 03:00:00+00:00,501.0,0.0,1308.0,732.0,0.0,2541.0
2022-01-11 04:00:00+00:00,190.0,0.0,1076.0,639.0,0.0,1905.0
2022-01-11 05:00:00+00:00,0.0,0.0,707.0,425.0,0.0,1132.0
2022-01-11 06:00:00+00:00,0.0,0.0,634.0,315.0,0.0,949.0
2022-01-11 07:00:00+00:00,0.0,0.0,382.0,96.0,0.0,478.0
2022-01-11 08:00:00+00:00,0.0,0.0,363.0,52.0,0.0,415.0
2022-01-11 09:00:00+00:00,0.0,0.0,433.0,104.0,0.0,537.0
2022-01-11 10:00:00+00:00,0.0,0.0,483.0,94.0,0.0,577.0
2022-01-11 11:00:00+00:00,0.0,0.0,279.0,7.0,0.0,286.0
2022-01-11 12:00:00+00:00,0.0,0.0,244.0,1.0,0.0,245.0
2022-01-11 13:00:00+00:00,0.0,0.0,347.0,64.0,0.0,411.0
2022-01-11 14:00:00+00:00,0.0,0.0,424.0,133.0,0.0,557.0
2022-01-11 15:00:00+00:00,0.0,0.0,333.0,140.0,0.0,473.0
2022-01-11 16:00:00+00:00,0.0,0.0,352.0,171.0,0.0,523.0
2022-01-11 17:00:00+00:00,0.0,0.0,315.0,181.0,0.0,496.0
2022-01-11 18:00:00+00:00,0.0,0.0,349.0,194.0,0.0,543.0
2022-01-11 19:00:00+00:00,0.0,0.0,526.0,274.0,0.0,800.0
2022-01-11 20:00:00+00:00,0.0,0.0,851.0,424.0,0.0,1275.0
2022-01-11 21:00:00+00:00,0.0,0.0,803.0,462.0,0.0,1265.0
2022-01-11 22:00:00+00:00,33.0,0.0,829.0,453.0,0.0,1315.0
2022-01-11 23:00:00+00:00,117.0,0.0,1162.0,553.0,0.0,1832.0
2022-01-12 00:00:00+00:00,281.0,0.0,1300.0,544.0,0.0,2125.0
2022-01-12 01:00:00+00:00,297.0,0.0,1464.0,593.0,0.0,2354.0
2022-01-12 02:00:00+00:00,302.0,0.0,1481.0,616.0,0.0,2399.0
2022-01-12 03:00:00+00:00,126.0,0.0,1495.0,645.0,0.0,2266.0
2022-01-12 04:00:00+00:00,5.0,0.0,1509.0,649.0,0.0,2163.0
2022-01-12 05:00:00+00:00,0.0,0.0,961.0,466.0,0.0,1427.0
2022-01-12 06:00:00+00:00,0.0,0.0,843.0,394.0,0.0,1237.0
2022-01-12 07:00:00+00:00,0.0,0.0,709.0,336.0,0.0,1045.0
2022-01-12 08:00:00+00:00,0.0,0.0,673.0,245.0,0.0,918.0
2022-01-12 09:00:00+00:00,0.0,0.0,747.0,267.0,0.0,1014.0
2022-01-12 10:00:00+00:00,0.0,0.0,964.0,309.0,0.0,1273.0
2022-01-12 11:00:00+00:00,0.0,0.0,828.0,238.0,0.0,1066.0
2022-01-12 12:00:00+00:00,0.0,0.0,698.0,209.0,0.0,907.0
2022-01-12 13:00:00+00:00,0.0,0.0,816.0,352.0,0.0,1168.0
2022-01-12 14:00:00+00:00,0.0,0.0,970.0,494.0,0.0,1464.0
2022-01-12 15:00:00+00:00,0.0,0.0,1012.0,545.0,0.0,1557.0
2022-01-12 16:00:00+00:00,0.0,0.0,1055.0,610.0,0.0,1665.0
2022-01-12 17:00:00+00:00,0.0,0.0,1178.0,693.0,0.0,1871.0
2022-01-12 18:00:00+00:00,0.0,0.0,1297.0,731.0,0.0,2028.0
2022-01-12 19:00:00+00:00,0.0,0.0,1384.0,713.0,0.0,2097.0
2022-01-12 20:00:00+00:00,0.0,0.0,1523.0,769.0,0.0,2292.0
2022-01-12 21:00:00+00:00,0.0,0.0,1602.0,828.0,0.0,2430.0
2022-01-12 22:00:00+00:00,0.0,0.0,1668.0,840.0,0.0,2508.0
2022-01-12 23:00:00+00:00,29.0,0.0,1658.0,926.0,0.0,2613.0
2022-01-13 00:00:00+00:00,3.0,0.0,1758.0,953.0,0.0,2714.0
2022-01-13 01:00:00+00:00,0.0,0.0,1803.0,958.0,0.0,2761.0
2022-01-13 02:00:00+00:00,0.0,0.0,1789.0,950.0,0.0,2739.0
2022-01-13 03:00:00+00:00,0.0,0.0,1882.0,990.0,0.0,2872.0
2022-01-13 04:00:00+00:00,0.0,99.0,1946.0,1130.0,0.0,3175.0
2022-01-13 05:00:00+00:00,0.0,1.0,1724.0,1074.0,0.0,2799.0
2022-01-13 06:00:00+00:00,0.0,0.0,1419.0,1041.0,0.0,2460.0
2022-01-13 07:00:00+00:00,0.0,0.0,1226.0,938.0,0.0,2164.0
2022-01-13 08:00:00+00:00,0.0,0.0,1239.0,885.0,0.0,2124.0
2022-01-13 09:00:00+00:00,0.0,0.0,1298.0,839.0,0.0,2137.0
2022-01-13 10:00:00+00:00,0.0,0.0,1349.0,847.0,0.0,2196.0
2022-01-13 11:00:00+00:00,0.0,0.0,1357.0,859.0,0.0,2216.0
2022-01-13 12:00:00+00:00,0.0,0.0,1265.0,831.0,0.0,2096.0
2022-01-13 13:00:00+00:00,0.0,0.0,1345.0,874.0,0.0,2219.0
2022-01-13 14:00:00+00:00,0.0,0.0,1390.0,1019.0,0.0,2409.0
2022-01-13 15:00:00+00:00,0.0,0.0,1319.0,1104.0,0.0,2423.0
2022-01-13 16:00:00+00:00,0.0,0.0,1179.0,1012.0,0.0,2191.0
2022-01-13 17:00:00+00:00,0.0,0.0,1093.0,889.0,0.0,1982.0
2022-01-13 18:00:00+00:00,0.0,0.0,1196.0,902.0,0.0,2098.0
2022-01-13 19:00:00+00:00,0.0,0.0,1241.0,954.0,0.0,2195.0
2022-01-13 20:00:00+00:00,0.0,0.0,1617.0,1119.0,0.0,2736.0
2022-01-13 21:00:00+00:00,0.0,0.0,1608.0,1210.0,0.0,2818.0
2022-01-13 22:00:00+00:00,0.0,0.0,1613.0,1226.0,0.0,2839.0
2022-01-13 23:00:00+00:00,0.0,0.0,1713.0,1195.0,0.0,2908.0
2022-01-14 00:00:00+00:00,0.0,0.0,1626.0,1129.0,0.0,2755.0
2022-01-14 01:00:00+00:00,0.0,0.0,1628.0,1095.0,0.0,2723.0
2022-01-14 02:00:00+00:00,0.0,0.0,1616.0,1097.0,0.0,2713.0
2022-01-14 03:00:00+00:00,0.0,0.0,1677.0,1164.0,0.0,2841.0
2022-01-14 04:00:00+00:00,0.0,0.0,1551.0,1183.0,0.0,2734.0
2022-01-14 05:00:00+00:00,0.0,0.0,1607.0,1165.0,0.0,2772.0
2022-01-14 06:00:00+00:00,0.0,0.0,1384.0,1139.0,0.0,2523.0
2022-01-14 07:00:00+00:00,0.0,0.0,1179.0,1083.0,0.0,2262.0
2022-01-14 08:00:00+00:00,0.0,0.0,1146.0,1054.0,0.0,2200.0
2022-01-14 09:00:00+00:00,0.0,0.0,1111.0,995.0,0.0,2106.0
2022-01-14 10:00:00+00:00,0.0,0.0,923.0,869.0,0.0,1792.0
2022-01-14 11:00:00+00:00,0.0,0.0,996.0,829.0,0.0,1825.0
2022-01-14 12:00:00+00:00,0.0,0.0,1083.0,864.0,0.0,1947.0
2022-01-14 13:00:00+00:00,0.0,0.0,1100.0,919.0,0.0,2019.0
2022-01-14 14:00:00+00:00,8.0,0.0,932.0,848.0,0.0,1788.0
2022-01-14 15:00:00+00:00,15.0,0.0,690.0,768.0,0.0,1473.0
