,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Wind Onshore
2024-01-01 10:15:00+02:00,32.0,837.0,1407.0,0.0,1000.0,48.0,1395.0,292.0,353.0
2024-01-01 10:30:00+02:00,32.0,837.0,1398.0,0.0,993.0,47.0,1395.0,337.0,336.0
2024-01-01 10:45:00+02:00,31.0,809.0,1342.0,0.0,952.0,47.0,1395.0,346.0,332.0
2024-01-01 11:00:00+02:00,31.0,808.0,1357.0,0.0,957.0,47.0,1395.0,351.0,341.0
2024-01-01 11:15:00+02:00,30.0,725.0,1305.0,0.0,921.0,50.0,1396.0,368.0,341.0
2024-01-01 11:30:00+02:00,31.0,694.0,1305.0,0.0,921.0,50.0,1395.0,376.0,325.0
2024-01-01 11:45:00+02:00,31.0,686.0,1304.0,0.0,921.0,50.0,1395.0,393.0,306.0
2024-01-01 12:00:00+02:00,31.0,706.0,1358.0,0.0,874.0,44.0,1395.0,358.0,306.0
2024-01-01 12:15:00+02:00,30.0,730.0,1389.0,0.0,888.0,43.0,1395.0,361.0,297.0
2024-01-01 12:30:00+02:00,31.0,731.0,1405.0,0.0,901.0,45.0,1395.0,327.0,305.0
2024-01-01 12:45:00+02:00,31.0,731.0,1408.0,0.0,903.0,49.0,1396.0,326.0,312.0
2024-01-01 13:00:00+02:00,31.0,738.0,1408.0,0.0,911.0,37.0,1395.0,312.0,332.0
2024-01-01 13:15:00+02:00,30.0,724.0,1389.0,0.0,899.0,34.0,1395.0,335.0,366.0
2024-01-01 13:30:00+02:00,31.0,728.0,1403.0,0.0,911.0,34.0,1395.0,293.0,372.0
2024-01-01 13:45:00+02:00,31.0,735.0,1409.0,0.0,914.0,34.0,1395.0,268.0,362.0
2024-01-01 14:00:00+02:00,32.0,737.0,1411.0,0.0,935.0,35.0,1395.0,251.0,373.0
2024-01-01 14:15:00+02:00,32.0,730.0,1411.0,0.0,934.0,35.0,1395.0,239.0,400.0
2024-01-01 14:30:00+02:00,32.0,732.0,1406.0,0.0,933.0,35.0,1395.0,227.0,427.0
2024-01-01 14:45:00+02:00,32.0,735.0,1411.0,0.0,943.0,36.0,1395.0,183.0,447.0
2024-01-01 15:00:00+02:00,32.0,729.0,1408.0,0.0,1156.0,45.0,1395.0,179.0,518.0
2024-01-01 15:15:00+02:00,32.0,730.0,1408.0,0.0,1163.0,48.0,1396.0,152.0,575.0
2024-01-01 15:30:00+02:00,32.0,734.0,1409.0,0.0,1159.0,48.0,1396.0,108.0,638.0
2024-01-01 15:45:00+02:00,32.0,734.0,1415.0,0.0,1163.0,70.0,1396.0,78.0,710.0
2024-01-01 16:00:00+02:00,32.0,741.0,1427.0,0.0,1423.0,381.0,1396.0,53.0,824.0
2024-01-01 16:15:00+02:00,32.0,733.0,1417.0,0.0,1445.0,487.0,1396.0,33.0,934.0
2024-01-01 16:30:00+02:00,32.0,735.0,1419.0,0.0,1449.0,519.0,1396.0,21.0,1055.0
2024-01-01 16:45:00+02:00,32.0,735.0,1418.0,0.0,1453.0,518.0,1396.0,2.0,1146.0
2024-01-01 17:00:00+02:00,32.0,725.0,1401.0,0.0,1461.0,587.0,1396.0,1.0,1208.0
2024-01-01 17:15:00+02:00,32.0,732.0,1412.0,0.0,1466.0,593.0,1396.0,0.0,1337.0
2024-01-01 17:30:00+02:00,32.0,731.0,1414.0,0.0,1465.0,596.0,1397.0,0.0,1487.0
2024-01-01 17:45:00+02:00,32.0,734.0,1417.0,0.0,1466.0,601.0,1397.0,0.0,1666.0
2024-01-01 18:00:00+02:00,32.0,718.0,1396.0,0.0,1496.0,619.0,1396.0,0.0,1814.0
2024-01-01 18:15:00+02:00,32.0,695.0,1345.0,0.0,1498.0,569.0,1396.0,0.0,1859.0
2024-01-01 18:30:00+02:00,32.0,708.0,1379.0,0.0,1498.0,463.0,1397.0,0.0,1854.0
2024-01-01 18:45:00+02:00,32.0,722.0,1402.0,0.0,1499.0,467.0,1397.0,0.0,1811.0
2024-01-01 19:00:00+02:00,32.0,732.0,1426.0,0.0,1512.0,527.0,1396.0,0.0,1787.0
2024-01-01 19:15:00+02:00,32.0,738.0,1432.0,0.0,1512.0,528.0,1397.0,0.0,1800.0
2024-01-01 19:30:00+02:00,32.0,740.0,1438.0,0.0,1511.0,536.0,1397.0,0.0,1856.0
2024-01-01 19:45:00+02:00,32.0,729.0,1416.0,0.0,1511.0,645.0,1397.0,0.0,1940.0
2024-01-01 20:00:00+02:00,32.0,730.0,1424.0,0.0,1485.0,682.0,1397.0,0.0,2016.0
2024-01-01 20:15:00+02:00,32.0,731.0,1422.0,0.0,1480.0,690.0,1397.0,0.0,2033.0
2024-01-01 20:30:00+02:00,32.0,730.0,1419.0,0.0,1480.0,694.0,1397.0,0.0,1999.0
2024-01-01 20:45:00+02:00,32.0,729.0,1419.0,0.0,1479.0,689.0,1397.0,0.0,2039.0
2024-01-01 21:00:00+02:00,32.0,741.0,1441.0,0.0,1464.0,605.0,1397.0,0.0,2078.0
2024-01-01 21:15:00+02:00,32.0,732.0,1431.0,0.0,1450.0,597.0,1397.0,0.0,2106.0
2024-01-01 21:30:00+02:00,32.0,718.0,1395.0,0.0,1448.0,569.0,1397.0,0.0,2148.0
2024-01-01 21:45:00+02:00,31.0,700.0,1369.0,0.0,1445.0,550.0,1397.0,0.0,2170.0
2024-01-01 22:00:00+02:00,32.0,727.0,1422.0,0.0,1442.0,504.0,1397.0,0.0,2123.0
2024-01-01 22:15:00+02:00,32.0,729.0,1420.0,0.0,1433.0,485.0,1396.0,0.0,2111.0
2024-01-01 22:30:00+02:00,32.0,727.0,1419.0,0.0,1431.0,487.0,1397.0,0.0,2117.0
2024-01-01 22:45:00+02:00,32.0,731.0,1418.0,0.0,1429.0,484.0,1396.0,0.0,2113.0
2024-01-01 23:00:00+02:00,32.0,734.0,1425.0,0.0,1335.0,279.0,1397.0,0.0,2154.0
2024-01-01 23:15:00+02:00,32.0,726.0,1418.0,0.0,1313.0,252.0,1396.0,0.0,2215.0
2024-01-01 23:30:00+02:00,32.0,727.0,1409.0,0.0,1314.0,243.0,1396.0,0.0,2204.0
2024-01-01 23:45:00+02:00,32.0,719.0,1393.0,0.0,1315.0,233.0,1396.0,0.0,2181.0
2024-01-02 00:00:00+02:00,32.0,725.0,1413.0,0.0,1137.0,241.0,1396.0,0.0,2187.0
2024-01-02 00:15:00+02:00,32.0,733.0,1416.0,0.0,1122.0,240.0,1397.0,0.0,2165.0
2024-01-02 00:30:00+02:00,32.0,724.0,1406.0,0.0,1123.0,233.0,1396.0,0.0,2167.0
2024-01-02 00:45:00+02:00,32.0,708.0,1378.0,0.0,1118.0,220.0,1396.0,0.0,2182.0
2024-01-02 01:00:00+02:00,32.0,702.0,1358.0,0.0,1078.0,450.0,1397.0,0.0,2148.0
2024-01-02 01:15:00+02:00,32.0,706.0,1364.0,0.0,1080.0,461.0,1396.0,0.0,2090.0
2024-01-02 01:30:00+02:00,31.0,698.0,1348.0,0.0,1083.0,449.0,1397.0,0.0,2078.0
2024-01-02 01:45:00+02:00,32.0,694.0,1344.0,0.0,1083.0,446.0,1396.0,0.0,2057.0
2024-01-02 02:00:00+02:00,32.0,691.0,1331.0,0.0,1083.0,425.0,1396.0,0.0,1975.0
2024-01-02 02:15:00+02:00,32.0,688.0,1314.0,0.0,1088.0,406.0,1396.0,0.0,1948.0
2024-01-02 02:30:00+02:00,32.0,689.0,1325.0,0.0,1086.0,415.0,1396.0,0.0,1917.0
2024-01-02 02:45:00+02:00,32.0,688.0,1324.0,0.0,1084.0,414.0,1396.0,0.0,1888.0
2024-01-02 03:00:00+02:00,32.0,696.0,1336.0,0.0,1088.0,441.0,1396.0,0.0,1812.0
2024-01-02 03:15:00+02:00,32.0,704.0,1363.0,0.0,1087.0,452.0,1396.0,0.0,1611.0
2024-01-02 03:30:00+02:00,32.0,725.0,1406.0,0.0,1087.0,433.0,1396.0,0.0,1385.0
2024-01-02 03:45:00+02:00,32.0,738.0,1416.0,0.0,1087.0,465.0,1396.0,0.0,1234.0
2024-01-02 04:00:00+02:00,32.0,801.0,1357.0,0.0,1086.0,448.0,1396.0,0.0,1116.0
2024-01-02 04:15:00+02:00,32.0,801.0,1347.0,0.0,1086.0,432.0,1395.0,0.0,1076.0
2024-01-02 04:30:00+02:00,32.0,812.0,1376.0,0.0,1085.0,454.0,1395.0,0.0,998.0
2024-01-02 04:45:00+02:00,32.0,824.0,1392.0,0.0,1086.0,464.0,1395.0,0.0,914.0
2024-01-02 05:00:00+02:00,32.0,814.0,1377.0,0.0,1089.0,381.0,1395.0,0.0,808.0
2024-01-02 05:15:00+02:00,32.0,821.0,1395.0,0.0,1079.0,393.0,1395.0,1.0,676.0
2024-01-02 05:30:00+02:00,31.0,838.0,1424.0,0.0,1079.0,417.0,1394.0,0.0,597.0
2024-01-02 05:45:00+02:00,31.0,838.0,1425.0,0.0,1079.0,420.0,1395.0,0.0,586.0
2024-01-02 06:00:00+02:00,32.0,824.0,1393.0,0.0,1114.0,494.0,1395.0,0.0,540.0
2024-01-02 06:15:00+02:00,32.0,830.0,1415.0,0.0,1109.0,513.0,1395.0,0.0,505.0
2024-01-02 06:30:00+02:00,32.0,776.0,1418.0,0.0,1109.0,519.0,1395.0,0.0,468.0
2024-01-02 06:45:00+02:00,32.0,732.0,1418.0,0.0,1116.0,532.0,1395.0,0.0,379.0
2024-01-02 07:00:00+02:00,32.0,718.0,1393.0,0.0,1335.0,620.0,1395.0,0.0,315.0
2024-01-02 07:15:00+02:00,32.0,725.0,1407.0,0.0,1353.0,630.0,1395.0,0.0,325.0
2024-01-02 07:30:00+02:00,31.0,731.0,1418.0,0.0,1354.0,637.0,1395.0,0.0,320.0
2024-01-02 07:45:00+02:00,31.0,733.0,1422.0,0.0,1357.0,650.0,1395.0,0.0,334.0
2024-01-02 08:00:00+02:00,31.0,698.0,1349.0,0.0,1379.0,746.0,1395.0,0.0,357.0
2024-01-02 08:15:00+02:00,31.0,707.0,1389.0,0.0,1385.0,781.0,1396.0,1.0,323.0
2024-01-02 08:30:00+02:00,32.0,736.0,1436.0,0.0,1387.0,814.0,1395.0,5.0,242.0
2024-01-02 08:45:00+02:00,32.0,738.0,1445.0,0.0,1389.0,822.0,1395.0,12.0,239.0
2024-01-02 09:00:00+02:00,32.0,744.0,1435.0,0.0,1380.0,831.0,1395.0,26.0,287.0
2024-01-02 09:15:00+02:00,32.0,802.0,1435.0,0.0,1375.0,836.0,1396.0,42.0,281.0
2024-01-02 09:30:00+02:00,32.0,863.0,1437.0,0.0,1366.0,840.0,1395.0,62.0,224.0
2024-01-02 09:45:00+02:00,32.0,872.0,1439.0,0.0,1366.0,858.0,1395.0,84.0,176.0
2024-01-02 10:00:00+02:00,32.0,871.0,1492.0,0.0,1349.0,980.0,1395.0,110.0,152.0
2024-01-02 10:15:00+02:00,32.0,867.0,1478.0,0.0,1359.0,1008.0,1395.0,145.0,141.0
2024-01-02 10:30:00+02:00,32.0,860.0,1466.0,0.0,1408.0,1035.0,1395.0,191.0,130.0
2024-01-02 10:45:00+02:00,32.0,850.0,1444.0,0.0,1407.0,1110.0,1389.0,244.0,125.0
2024-01-02 11:00:00+02:00,31.0,858.0,1461.0,0.0,1255.0,1221.0,1390.0,315.0,114.0
2024-01-02 11:15:00+02:00,30.0,851.0,1434.0,0.0,1252.0,1194.0,1390.0,356.0,123.0
2024-01-02 11:30:00+02:00,30.0,828.0,1389.0,0.0,1250.0,1157.0,1390.0,440.0,146.0
2024-01-02 11:45:00+02:00,31.0,835.0,1406.0,0.0,1250.0,1168.0,1390.0,445.0,181.0
2024-01-02 12:00:00+02:00,31.0,853.0,1448.0,0.0,1254.0,1080.0,1390.0,515.0,294.0
2024-01-02 12:15:00+02:00,31.0,859.0,1433.0,0.0,1242.0,889.0,1390.0,569.0,319.0
2024-01-02 12:30:00+02:00,30.0,786.0,1426.0,0.0,1233.0,783.0,1393.0,601.0,340.0
2024-01-02 12:45:00+02:00,31.0,740.0,1425.0,0.0,1231.0,783.0,1396.0,631.0,415.0
2024-01-02 13:00:00+02:00,30.0,736.0,1370.0,0.0,1173.0,782.0,1395.0,620.0,308.0
2024-01-02 13:15:00+02:00,31.0,739.0,1364.0,0.0,1166.0,779.0,1395.0,622.0,206.0
2024-01-02 13:30:00+02:00,31.0,738.0,1365.0,0.0,1166.0,779.0,1395.0,589.0,176.0
2024-01-02 13:45:00+02:00,31.0,740.0,1363.0,0.0,1166.0,780.0,1395.0,548.0,163.0
2024-01-02 14:00:00+02:00,30.0,738.0,1418.0,0.0,1207.0,832.0,1395.0,526.0,236.0
2024-01-02 14:15:00+02:00,30.0,738.0,1420.0,0.0,1207.0,832.0,1395.0,495.0,288.0
2024-01-02 14:30:00+02:00,31.0,739.0,1420.0,0.0,1207.0,720.0,1395.0,449.0,314.0
2024-01-02 14:45:00+02:00,30.0,746.0,1428.0,0.0,1211.0,717.0,1395.0,394.0,289.0
2024-01-02 15:00:00+02:00,31.0,741.0,1423.0,0.0,1207.0,728.0,1395.0,326.0,254.0
2024-01-02 15:15:00+02:00,31.0,751.0,1446.0,0.0,1214.0,745.0,1395.0,231.0,239.0
2024-01-02 15:30:00+02:00,31.0,779.0,1509.0,0.0,1216.0,801.0,1395.0,171.0,208.0
2024-01-02 15:45:00+02:00,30.0,757.0,1456.0,0.0,1218.0,937.0,1395.0,112.0,223.0
2024-01-02 16:00:00+02:00,30.0,746.0,1439.0,0.0,1227.0,974.0,1396.0,53.0,258.0
2024-01-02 16:15:00+02:00,30.0,836.0,1473.0,0.0,1229.0,999.0,1396.0,19.0,261.0
2024-01-02 16:30:00+02:00,30.0,903.0,1522.0,0.0,1228.0,1034.0,1396.0,7.0,257.0
2024-01-02 16:45:00+02:00,31.0,915.0,1537.0,0.0,1228.0,1051.0,1396.0,0.0,291.0
2024-01-02 17:00:00+02:00,31.0,882.0,1486.0,0.0,1278.0,1148.0,1396.0,0.0,321.0
2024-01-02 17:15:00+02:00,31.0,874.0,1490.0,0.0,1286.0,1163.0,1396.0,0.0,325.0
2024-01-02 17:30:00+02:00,31.0,878.0,1500.0,0.0,1286.0,1170.0,1395.0,0.0,300.0
2024-01-02 17:45:00+02:00,31.0,883.0,1515.0,0.0,1292.0,1185.0,1395.0,0.0,277.0
2024-01-02 18:00:00+02:00,32.0,875.0,1488.0,0.0,1465.0,1189.0,1395.0,0.0,265.0
2024-01-02 18:15:00+02:00,31.0,869.0,1480.0,0.0,1471.0,1182.0,1395.0,0.0,276.0
2024-01-02 18:30:00+02:00,31.0,864.0,1474.0,0.0,1471.0,1179.0,1394.0,0.0,286.0
2024-01-02 18:45:00+02:00,31.0,868.0,1488.0,0.0,1472.0,1187.0,1394.0,0.0,274.0
2024-01-02 19:00:00+02:00,31.0,873.0,1493.0,0.0,1496.0,1162.0,1395.0,0.0,229.0
2024-01-02 19:15:00+02:00,31.0,876.0,1493.0,0.0,1496.0,1162.0,1394.0,0.0,208.0
2024-01-02 19:30:00+02:00,31.0,874.0,1492.0,0.0,1495.0,1162.0,1394.0,0.0,219.0
2024-01-02 19:45:00+02:00,31.0,877.0,1493.0,0.0,1499.0,1163.0,1394.0,0.0,245.0
2024-01-02 20:00:00+02:00,31.0,875.0,1481.0,0.0,1496.0,1153.0,1394.0,0.0,287.0
2024-01-02 20:15:00+02:00,31.0,872.0,1473.0,0.0,1500.0,1148.0,1393.0,0.0,325.0
2024-01-02 20:30:00+02:00,31.0,873.0,1483.0,0.0,1501.0,1027.0,1391.0,0.0,345.0
2024-01-02 20:45:00+02:00,31.0,869.0,1471.0,0.0,1504.0,1020.0,1390.0,0.0,348.0
2024-01-02 21:00:00+02:00,31.0,872.0,1473.0,0.0,1522.0,996.0,1391.0,0.0,401.0
2024-01-02 21:15:00+02:00,31.0,863.0,1456.0,0.0,1513.0,984.0,1395.0,0.0,426.0
2024-01-02 21:30:00+02:00,31.0,857.0,1435.0,0.0,1513.0,966.0,1395.0,0.0,412.0
2024-01-02 21:45:00+02:00,31.0,861.0,1450.0,0.0,1512.0,818.0,1395.0,0.0,406.0
2024-01-02 22:00:00+02:00,32.0,870.0,1471.0,0.0,1482.0,649.0,1395.0,0.0,398.0
2024-01-02 22:15:00+02:00,32.0,856.0,1436.0,0.0,1479.0,625.0,1395.0,0.0,437.0
2024-01-02 22:30:00+02:00,32.0,847.0,1421.0,0.0,1479.0,613.0,1395.0,0.0,463.0
2024-01-02 22:45:00+02:00,32.0,844.0,1413.0,0.0,1484.0,605.0,1395.0,0.0,470.0
2024-01-02 23:00:00+02:00,32.0,864.0,1445.0,0.0,1500.0,556.0,1395.0,0.0,481.0
2024-01-02 23:15:00+02:00,32.0,855.0,1430.0,0.0,1496.0,538.0,1395.0,0.0,473.0
2024-01-02 23:30:00+02:00,31.0,846.0,1397.0,0.0,1498.0,513.0,1395.0,0.0,490.0
2024-01-02 23:45:00+02:00,31.0,826.0,1352.0,0.0,1493.0,478.0,1395.0,0.0,525.0
2024-01-03 00:00:00+02:00,31.0,855.0,1413.0,0.0,1150.0,358.0,1395.0,0.0,522.0
2024-01-03 00:15:00+02:00,31.0,868.0,1423.0,0.0,1128.0,354.0,1395.0,0.0,491.0
2024-01-03 00:30:00+02:00,31.0,842.0,1371.0,0.0,1128.0,317.0,1395.0,0.0,467.0
2024-01-03 00:45:00+02:00,31.0,823.0,1328.0,0.0,1126.0,286.0,1395.0,0.0,495.0
2024-01-03 01:00:00+02:00,31.0,864.0,1436.0,0.0,1125.0,431.0,1395.0,0.0,501.0
2024-01-03 01:15:00+02:00,31.0,869.0,1438.0,0.0,1112.0,434.0,1394.0,0.0,516.0
2024-01-03 01:30:00+02:00,31.0,870.0,1437.0,0.0,1112.0,432.0,1395.0,0.0,530.0
2024-01-03 01:45:00+02:00,31.0,866.0,1428.0,0.0,1111.0,427.0,1394.0,0.0,553.0
2024-01-03 02:00:00+02:00,31.0,865.0,1418.0,0.0,1113.0,418.0,1394.0,0.0,590.0
2024-01-03 02:15:00+02:00,31.0,846.0,1395.0,0.0,1112.0,399.0,1395.0,0.0,607.0
2024-01-03 02:30:00+02:00,31.0,852.0,1409.0,0.0,1112.0,411.0,1395.0,0.0,581.0
2024-01-03 02:45:00+02:00,31.0,865.0,1430.0,0.0,1115.0,429.0,1395.0,0.0,607.0
2024-01-03 03:00:00+02:00,31.0,877.0,1444.0,0.0,1116.0,501.0,1395.0,0.0,598.0
2024-01-03 03:15:00+02:00,31.0,871.0,1434.0,0.0,1111.0,493.0,1395.0,0.0,584.0
2024-01-03 03:30:00+02:00,31.0,861.0,1414.0,0.0,1111.0,480.0,1395.0,0.0,609.0
2024-01-03 03:45:00+02:00,31.0,857.0,1409.0,0.0,1111.0,475.0,1395.0,0.0,600.0
2024-01-03 04:00:00+02:00,31.0,871.0,1433.0,0.0,1112.0,496.0,1395.0,0.0,593.0
2024-01-03 04:15:00+02:00,31.0,874.0,1437.0,0.0,1111.0,500.0,1395.0,0.0,597.0
2024-01-03 04:30:00+02:00,31.0,873.0,1429.0,0.0,1121.0,495.0,1394.0,0.0,630.0
2024-01-03 04:45:00+02:00,31.0,853.0,1388.0,0.0,1120.0,465.0,1395.0,0.0,745.0
2024-01-03 05:00:00+02:00,31.0,842.0,1379.0,0.0,1120.0,458.0,1395.0,0.0,834.0
2024-01-03 05:15:00+02:00,31.0,835.0,1362.0,0.0,1120.0,445.0,1396.0,0.0,927.0
2024-01-03 05:30:00+02:00,31.0,838.0,1375.0,0.0,1120.0,455.0,1396.0,0.0,955.0
2024-01-03 05:45:00+02:00,31.0,835.0,1365.0,0.0,1120.0,449.0,1395.0,0.0,994.0
2024-01-03 06:00:00+02:00,31.0,811.0,1352.0,0.0,1114.0,447.0,1395.0,0.0,987.0
2024-01-03 06:15:00+02:00,31.0,752.0,1389.0,0.0,1123.0,484.0,1396.0,0.0,1012.0
2024-01-03 06:30:00+02:00,31.0,738.0,1435.0,0.0,1124.0,520.0,1396.0,0.0,1038.0
2024-01-03 06:45:00+02:00,31.0,750.0,1462.0,0.0,1129.0,541.0,1395.0,0.0,1044.0
2024-01-03 07:00:00+02:00,31.0,721.0,1407.0,0.0,1371.0,601.0,1396.0,0.0,1135.0
2024-01-03 07:15:00+02:00,31.0,721.0,1412.0,0.0,1414.0,607.0,1396.0,0.0,1178.0
2024-01-03 07:30:00+02:00,31.0,740.0,1435.0,0.0,1413.0,689.0,1396.0,0.0,1202.0
2024-01-03 07:45:00+02:00,31.0,817.0,1434.0,0.0,1415.0,700.0,1395.0,0.0,1221.0
2024-01-03 08:00:00+02:00,31.0,844.0,1376.0,0.0,1444.0,852.0,1396.0,1.0,1218.0
2024-01-03 08:15:00+02:00,31.0,860.0,1411.0,0.0,1457.0,881.0,1395.0,6.0,1193.0
2024-01-03 08:30:00+02:00,30.0,874.0,1442.0,0.0,1457.0,902.0,1396.0,15.0,1154.0
2024-01-03 08:45:00+02:00,30.0,883.0,1467.0,0.0,1456.0,941.0,1396.0,31.0,1124.0
2024-01-03 09:00:00+02:00,31.0,872.0,1432.0,0.0,1431.0,973.0,1396.0,77.0,1132.0
2024-01-03 09:15:00+02:00,31.0,873.0,1438.0,0.0,1425.0,976.0,1394.0,99.0,1157.0
2024-01-03 09:30:00+02:00,31.0,890.0,1475.0,0.0,1417.0,1004.0,1363.0,85.0,1176.0
2024-01-03 09:45:00+02:00,31.0,899.0,1491.0,0.0,1416.0,1017.0,1320.0,86.0,1212.0
2024-01-03 10:00:00+02:00,31.0,885.0,1481.0,0.0,1408.0,996.0,1315.0,92.0,1229.0
2024-01-03 10:15:00+02:00,31.0,875.0,1456.0,0.0,1405.0,979.0,1315.0,94.0,1191.0
2024-01-03 10:30:00+02:00,31.0,875.0,1461.0,0.0,1396.0,993.0,1323.0,93.0,1262.0
2024-01-03 10:45:00+02:00,31.0,868.0,1476.0,0.0,1396.0,1154.0,1342.0,92.0,1337.0
2024-01-03 11:00:00+02:00,31.0,869.0,1477.0,0.0,1280.0,1246.0,1348.0,89.0,1382.0
2024-01-03 11:15:00+02:00,30.0,869.0,1474.0,0.0,1252.0,1238.0,1349.0,93.0,1398.0
2024-01-03 11:30:00+02:00,29.0,864.0,1469.0,0.0,1251.0,1230.0,1338.0,96.0,1468.0
2024-01-03 11:45:00+02:00,32.0,859.0,1478.0,0.0,1241.0,1223.0,1308.0,95.0,1542.0
2024-01-03 12:00:00+02:00,33.0,870.0,1499.0,0.0,1211.0,1080.0,1305.0,110.0,1529.0
2024-01-03 12:15:00+02:00,33.0,882.0,1512.0,0.0,1214.0,1101.0,1305.0,129.0,1517.0
2024-01-03 12:30:00+02:00,35.0,865.0,1476.0,0.0,1215.0,1079.0,1307.0,129.0,1609.0
2024-01-03 12:45:00+02:00,35.0,874.0,1499.0,0.0,1216.0,1092.0,1320.0,118.0,1643.0
2024-01-03 13:00:00+02:00,37.0,895.0,1522.0,0.0,1024.0,1092.0,1321.0,110.0,1731.0
2024-01-03 13:15:00+02:00,38.0,889.0,1499.0,0.0,1011.0,1076.0,1322.0,112.0,1764.0
2024-01-03 13:30:00+02:00,36.0,879.0,1478.0,0.0,1010.0,1068.0,1322.0,116.0,1814.0
2024-01-03 13:45:00+02:00,40.0,874.0,1474.0,0.0,1014.0,1079.0,1322.0,114.0,1844.0
2024-01-03 14:00:00+02:00,40.0,856.0,1502.0,0.0,1168.0,1154.0,1322.0,109.0,1931.0
2024-01-03 14:15:00+02:00,41.0,842.0,1477.0,0.0,1168.0,1137.0,1324.0,100.0,2022.0
2024-01-03 14:30:00+02:00,41.0,828.0,1451.0,0.0,1164.0,1107.0,1337.0,93.0,2091.0
2024-01-03 14:45:00+02:00,41.0,814.0,1419.0,0.0,1162.0,1086.0,1349.0,91.0,2222.0
2024-01-03 15:00:00+02:00,42.0,844.0,1478.0,0.0,1183.0,1029.0,1361.0,89.0,2325.0
