,Biomass_Actual Aggregated,Fossil Gas_Actual Aggregated,Hydro Pumped Storage_Actual Aggregated,Hydro Pumped Storage_Actual Consumption,Hydro Run-of-river and poundage_Actual Aggregated,Other_Actual Aggregated,Solar_Actual Aggregated,Waste_Actual Aggregated,Wind Onshore_Actual Aggregated
2022-01-02 07:00:00+02:00,57.0,36.0,0.0,613.0,24.0,13.0,0.0,19.0,335.0
2022-01-02 08:00:00+02:00,57.0,36.0,0.0,110.0,24.0,13.0,1.0,18.0,335.0
2022-01-02 09:00:00+02:00,57.0,36.0,117.0,0.0,24.0,13.0,2.0,18.0,285.0
2022-01-02 10:00:00+02:00,56.0,36.0,85.0,0.0,24.0,13.0,3.0,18.0,248.0
2022-01-02 11:00:00+02:00,57.0,36.0,110.0,0.0,24.0,13.0,4.0,18.0,220.0
2022-01-02 12:00:00+02:00,57.0,36.0,2.0,0.0,24.0,13.0,3.0,18.0,251.0
2022-01-02 13:00:00+02:00,57.0,36.0,0.0,0.0,24.0,13.0,1.0,18.0,231.0
2022-01-02 14:00:00+02:00,56.0,36.0,0.0,0.0,24.0,13.0,0.0,18.0,201.0
2022-01-02 15:00:00+02:00,57.0,36.0,0.0,0.0,24.0,13.0,0.0,18.0,199.0
2022-01-02 16:00:00+02:00,56.0,36.0,0.0,0.0,24.0,13.0,0.0,18.0,191.0
2022-01-02 17:00:00+02:00,56.0,36.0,182.0,0.0,24.0,13.0,0.0,18.0,189.0
2022-01-02 18:00:00+02:00,56.0,36.0,217.0,0.0,24.0,13.0,0.0,18.0,160.0
2022-01-02 19:00:00+02:00,53.0,36.0,1.0,0.0,24.0,13.0,0.0,18.0,134.0
2022-01-02 20:00:00+02:00,56.0,36.0,51.0,0.0,24.0,13.0,0.0,18.0,121.0
2022-01-02 21:00:00+02:00,56.0,36.0,51.0,0.0,24.0,13.0,0.0,18.0,104.0
2022-01-02 22:00:00+02:00,56.0,36.0,1.0,0.0,24.0,13.0,0.0,18.0,77.0
2022-01-02 23:00:00+02:00,55.0,36.0,0.0,0.0,36.0,13.0,0.0,18.0,55.0
2022-01-03 00:00:00+02:00,54.0,36.0,0.0,222.0,24.0,13.0,0.0,18.0,56.0
2022-01-03 01:00:00+02:00,55.0,36.0,0.0,431.0,24.0,13.0,0.0,18.0,139.0
2022-01-03 02:00:00+02:00,54.0,36.0,0.0,436.0,24.0,13.0,0.0,19.0,128.0
2022-01-03 03:00:00+02:00,55.0,36.0,0.0,432.0,24.0,13.0,0.0,18.0,149.0
2022-01-03 04:00:00+02:00,55.0,36.0,0.0,223.0,24.0,13.0,0.0,18.0,132.0
2022-01-03 05:00:00+02:00,55.0,36.0,0.0,223.0,24.0,13.0,0.0,18.0,136.0
2022-01-03 06:00:00+02:00,54.0,36.0,0.0,221.0,35.0,13.0,0.0,18.0,140.0
2022-01-03 07:00:00+02:00,55.0,36.0,110.0,0.0,43.0,14.0,0.0,18.0,125.0
2022-01-03 08:00:00+02:00,55.0,36.0,51.0,0.0,36.0,16.0,1.0,18.0,149.0
2022-01-03 09:00:00+02:00,54.0,36.0,351.0,0.0,73.0,16.0,3.0,18.0,159.0
2022-01-03 10:00:00+02:00,49.0,36.0,434.0,0.0,88.0,15.0,4.0,17.0,133.0
2022-01-03 11:00:00+02:00,44.0,35.0,263.0,0.0,87.0,14.0,4.0,17.0,157.0
2022-01-03 12:00:00+02:00,52.0,35.0,251.0,0.0,89.0,15.0,4.0,18.0,189.0
2022-01-03 13:00:00+02:00,55.0,35.0,1.0,0.0,70.0,14.0,2.0,18.0,219.0
2022-01-03 14:00:00+02:00,45.0,34.0,0.0,0.0,65.0,13.0,1.0,18.0,203.0
2022-01-03 15:00:00+02:00,55.0,34.0,0.0,0.0,25.0,13.0,0.0,18.0,187.0
2022-01-03 16:00:00+02:00,55.0,34.0,172.0,0.0,48.0,13.0,0.0,17.0,177.0
2022-01-03 17:00:00+02:00,55.0,34.0,330.0,0.0,49.0,13.0,0.0,17.0,167.0
2022-01-03 18:00:00+02:00,55.0,34.0,330.0,0.0,96.0,13.0,0.0,17.0,211.0
2022-01-03 19:00:00+02:00,55.0,34.0,330.0,0.0,96.0,13.0,0.0,18.0,247.0
2022-01-03 20:00:00+02:00,55.0,34.0,172.0,0.0,26.0,13.0,0.0,18.0,247.0
2022-01-03 21:00:00+02:00,55.0,34.0,51.0,0.0,63.0,14.0,0.0,18.0,233.0
2022-01-03 22:00:00+02:00,55.0,34.0,74.0,0.0,62.0,15.0,0.0,18.0,226.0
2022-01-03 23:00:00+02:00,54.0,34.0,0.0,0.0,62.0,14.0,0.0,18.0,285.0
2022-01-04 00:00:00+02:00,54.0,34.0,0.0,0.0,26.0,14.0,0.0,18.0,309.0
2022-01-04 01:00:00+02:00,55.0,34.0,0.0,547.0,25.0,14.0,0.0,18.0,303.0
2022-01-04 02:00:00+02:00,55.0,34.0,0.0,657.0,25.0,15.0,0.0,18.0,309.0
2022-01-04 03:00:00+02:00,55.0,34.0,0.0,654.0,25.0,14.0,0.0,19.0,322.0
2022-01-04 04:00:00+02:00,55.0,34.0,0.0,652.0,25.0,13.0,0.0,19.0,316.0
2022-01-04 05:00:00+02:00,55.0,34.0,0.0,542.0,25.0,14.0,0.0,19.0,307.0
2022-01-04 06:00:00+02:00,55.0,34.0,0.0,57.0,25.0,14.0,0.0,18.0,302.0
2022-01-04 07:00:00+02:00,55.0,35.0,0.0,49.0,88.0,15.0,0.0,18.0,304.0
2022-01-04 08:00:00+02:00,55.0,35.0,192.0,0.0,98.0,15.0,3.0,18.0,323.0
2022-01-04 09:00:00+02:00,55.0,35.0,334.0,0.0,98.0,15.0,9.0,18.0,323.0
2022-01-04 10:00:00+02:00,53.0,35.0,372.0,0.0,98.0,14.0,10.0,18.0,320.0
2022-01-04 11:00:00+02:00,55.0,34.0,372.0,0.0,98.0,14.0,9.0,18.0,319.0
2022-01-04 12:00:00+02:00,56.0,2.0,362.0,0.0,98.0,15.0,7.0,18.0,322.0
2022-01-04 13:00:00+02:00,56.0,0.0,172.0,0.0,88.0,14.0,4.0,17.0,272.0
2022-01-04 14:00:00+02:00,55.0,0.0,174.0,0.0,98.0,14.0,1.0,17.0,246.0
2022-01-04 15:00:00+02:00,55.0,0.0,184.0,0.0,98.0,13.0,0.0,17.0,206.0
2022-01-04 16:00:00+02:00,55.0,0.0,184.0,0.0,98.0,13.0,0.0,17.0,179.0
2022-01-04 17:00:00+02:00,56.0,0.0,410.0,0.0,98.0,13.0,0.0,17.0,192.0
2022-01-04 18:00:00+02:00,56.0,0.0,405.0,0.0,98.0,13.0,0.0,17.0,198.0
2022-01-04 19:00:00+02:00,55.0,0.0,405.0,0.0,98.0,13.0,0.0,17.0,176.0
2022-01-04 20:00:00+02:00,55.0,0.0,198.0,0.0,98.0,13.0,0.0,17.0,155.0
2022-01-04 21:00:00+02:00,56.0,0.0,1.0,0.0,98.0,13.0,0.0,17.0,136.0
2022-01-04 22:00:00+02:00,55.0,0.0,0.0,0.0,26.0,13.0,0.0,18.0,122.0
2022-01-04 23:00:00+02:00,55.0,0.0,0.0,0.0,26.0,13.0,0.0,18.0,111.0
2022-01-05 00:00:00+02:00,55.0,0.0,0.0,0.0,26.0,13.0,0.0,18.0,115.0
2022-01-05 01:00:00+02:00,53.0,0.0,0.0,657.0,38.0,13.0,0.0,18.0,155.0
2022-01-05 02:00:00+02:00,54.0,0.0,0.0,887.0,26.0,13.0,0.0,18.0,199.0
2022-01-05 03:00:00+02:00,54.0,0.0,0.0,884.0,26.0,13.0,0.0,18.0,230.0
2022-01-05 04:00:00+02:00,55.0,0.0,0.0,881.0,26.0,13.0,0.0,18.0,327.0
2022-01-05 05:00:00+02:00,55.0,0.0,0.0,654.0,26.0,13.0,0.0,18.0,333.0
2022-01-05 06:00:00+02:00,55.0,0.0,0.0,0.0,26.0,13.0,0.0,18.0,230.0
2022-01-05 07:00:00+02:00,55.0,0.0,52.0,0.0,96.0,14.0,0.0,18.0,170.0
2022-01-05 08:00:00+02:00,56.0,0.0,201.0,0.0,95.0,15.0,5.0,17.0,234.0
2022-01-05 09:00:00+02:00,55.0,0.0,396.0,0.0,98.0,15.0,15.0,17.0,258.0
2022-01-05 10:00:00+02:00,51.0,0.0,344.0,0.0,98.0,15.0,24.0,17.0,251.0
2022-01-05 11:00:00+02:00,54.0,0.0,358.0,0.0,98.0,15.0,24.0,17.0,236.0
2022-01-05 12:00:00+02:00,55.0,0.0,202.0,0.0,98.0,16.0,15.0,17.0,213.0
2022-01-05 13:00:00+02:00,55.0,0.0,201.0,0.0,98.0,16.0,9.0,17.0,223.0
2022-01-05 14:00:00+02:00,56.0,0.0,191.0,0.0,98.0,16.0,2.0,17.0,233.0
2022-01-05 15:00:00+02:00,56.0,0.0,172.0,0.0,98.0,14.0,0.0,17.0,201.0
2022-01-05 16:00:00+02:00,56.0,0.0,179.0,0.0,91.0,14.0,0.0,17.0,257.0
2022-01-05 17:00:00+02:00,56.0,0.0,314.0,0.0,98.0,14.0,0.0,17.0,225.0
2022-01-05 18:00:00+02:00,56.0,0.0,309.0,0.0,98.0,14.0,0.0,17.0,287.0
2022-01-05 19:00:00+02:00,56.0,0.0,197.0,0.0,97.0,13.0,0.0,17.0,324.0
2022-01-05 20:00:00+02:00,56.0,0.0,192.0,0.0,97.0,13.0,0.0,17.0,350.0
2022-01-05 21:00:00+02:00,57.0,0.0,2.0,0.0,98.0,13.0,0.0,17.0,348.0
2022-01-05 22:00:00+02:00,56.0,0.0,0.0,0.0,96.0,13.0,0.0,18.0,352.0
2022-01-05 23:00:00+02:00,54.0,0.0,0.0,0.0,26.0,13.0,0.0,18.0,320.0
2022-01-06 00:00:00+02:00,53.0,0.0,0.0,0.0,36.0,13.0,0.0,18.0,279.0
2022-01-06 01:00:00+02:00,53.0,0.0,0.0,656.0,45.0,13.0,0.0,18.0,255.0
2022-01-06 02:00:00+02:00,52.0,0.0,0.0,889.0,26.0,13.0,0.0,18.0,239.0
2022-01-06 03:00:00+02:00,52.0,0.0,0.0,886.0,26.0,13.0,0.0,18.0,226.0
2022-01-06 04:00:00+02:00,52.0,0.0,0.0,882.0,26.0,13.0,0.0,18.0,188.0
2022-01-06 05:00:00+02:00,53.0,0.0,0.0,661.0,26.0,13.0,0.0,18.0,157.0
2022-01-06 06:00:00+02:00,53.0,0.0,0.0,32.0,26.0,13.0,0.0,18.0,155.0
2022-01-06 07:00:00+02:00,54.0,0.0,0.0,0.0,26.0,13.0,0.0,18.0,148.0
2022-01-06 08:00:00+02:00,56.0,0.0,0.0,0.0,85.0,15.0,3.0,18.0,118.0
2022-01-06 09:00:00+02:00,56.0,0.0,94.0,0.0,94.0,15.0,9.0,17.0,141.0
2022-01-06 10:00:00+02:00,56.0,0.0,188.0,0.0,92.0,14.0,15.0,17.0,150.0
2022-01-06 11:00:00+02:00,54.0,0.0,575.0,0.0,98.0,14.0,32.0,17.0,94.0
2022-01-06 12:00:00+02:00,56.0,0.0,589.0,0.0,98.0,14.0,39.0,17.0,114.0
2022-01-06 13:00:00+02:00,56.0,0.0,581.0,0.0,98.0,14.0,28.0,17.0,113.0
2022-01-06 14:00:00+02:00,56.0,0.0,202.0,0.0,98.0,14.0,8.0,17.0,152.0
2022-01-06 15:00:00+02:00,56.0,0.0,191.0,0.0,98.0,14.0,0.0,17.0,194.0
2022-01-06 16:00:00+02:00,56.0,0.0,172.0,0.0,91.0,14.0,0.0,17.0,162.0
2022-01-06 17:00:00+02:00,56.0,0.0,393.0,0.0,95.0,14.0,0.0,17.0,128.0
2022-01-06 18:00:00+02:00,56.0,0.0,386.0,0.0,94.0,12.0,0.0,17.0,101.0
2022-01-06 19:00:00+02:00,56.0,0.0,380.0,0.0,94.0,12.0,0.0,17.0,106.0
2022-01-06 20:00:00+02:00,57.0,0.0,380.0,0.0,94.0,12.0,0.0,17.0,110.0
2022-01-06 21:00:00+02:00,57.0,0.0,4.0,0.0,26.0,12.0,0.0,17.0,120.0
2022-01-06 22:00:00+02:00,57.0,0.0,0.0,0.0,26.0,12.0,0.0,17.0,156.0
2022-01-06 23:00:00+02:00,56.0,0.0,0.0,0.0,26.0,12.0,0.0,18.0,158.0
2022-01-07 00:00:00+02:00,57.0,0.0,0.0,620.0,26.0,13.0,0.0,18.0,194.0
2022-01-07 01:00:00+02:00,56.0,0.0,0.0,678.0,39.0,13.0,0.0,18.0,203.0
2022-01-07 02:00:00+02:00,56.0,0.0,0.0,888.0,44.0,13.0,0.0,18.0,208.0
2022-01-07 03:00:00+02:00,56.0,0.0,0.0,889.0,25.0,13.0,0.0,18.0,231.0
2022-01-07 04:00:00+02:00,56.0,0.0,0.0,886.0,25.0,13.0,0.0,18.0,239.0
2022-01-07 05:00:00+02:00,57.0,0.0,0.0,660.0,25.0,13.0,0.0,18.0,242.0
2022-01-07 06:00:00+02:00,57.0,0.0,0.0,224.0,37.0,13.0,0.0,18.0,205.0
2022-01-07 07:00:00+02:00,57.0,0.0,0.0,0.0,39.0,13.0,0.0,17.0,187.0
2022-01-07 08:00:00+02:00,57.0,0.0,0.0,0.0,41.0,13.0,14.0,17.0,188.0
2022-01-07 09:00:00+02:00,57.0,0.0,162.0,0.0,47.0,13.0,39.0,18.0,137.0
2022-01-07 10:00:00+02:00,57.0,0.0,199.0,0.0,50.0,13.0,42.0,17.0,110.0
2022-01-07 11:00:00+02:00,56.0,0.0,188.0,0.0,51.0,13.0,36.0,17.0,93.0
2022-01-07 12:00:00+02:00,56.0,0.0,171.0,0.0,47.0,13.0,18.0,18.0,78.0
2022-01-07 13:00:00+02:00,56.0,0.0,172.0,0.0,68.0,13.0,11.0,18.0,66.0
2022-01-07 14:00:00+02:00,56.0,0.0,180.0,0.0,70.0,13.0,3.0,18.0,74.0
2022-01-07 15:00:00+02:00,56.0,0.0,172.0,0.0,74.0,13.0,0.0,18.0,85.0
2022-01-07 16:00:00+02:00,56.0,0.0,172.0,0.0,74.0,13.0,0.0,17.0,77.0
2022-01-07 17:00:00+02:00,56.0,0.0,346.0,0.0,74.0,13.0,0.0,17.0,116.0
2022-01-07 18:00:00+02:00,56.0,0.0,363.0,0.0,72.0,13.0,0.0,17.0,155.0
2022-01-07 19:00:00+02:00,56.0,0.0,398.0,0.0,74.0,12.0,0.0,17.0,169.0
2022-01-07 20:00:00+02:00,56.0,0.0,391.0,0.0,68.0,12.0,0.0,18.0,181.0
2022-01-07 21:00:00+02:00,56.0,0.0,1.0,0.0,47.0,13.0,0.0,18.0,201.0
2022-01-07 22:00:00+02:00,56.0,0.0,0.0,0.0,25.0,13.0,0.0,18.0,207.0
2022-01-07 23:00:00+02:00,55.0,0.0,0.0,0.0,25.0,13.0,0.0,18.0,203.0
2022-01-08 00:00:00+02:00,55.0,0.0,0.0,0.0,26.0,13.0,0.0,18.0,189.0
2022-01-08 01:00:00+02:00,55.0,0.0,0.0,0.0,25.0,13.0,0.0,18.0,196.0
2022-01-08 02:00:00+02:00,55.0,0.0,0.0,218.0,25.0,13.0,0.0,18.0,208.0
2022-01-08 03:00:00+02:00,55.0,0.0,0.0,219.0,25.0,13.0,0.0,18.0,188.0
2022-01-08 04:00:00+02:00,55.0,0.0,0.0,219.0,48.0,12.0,0.0,18.0,176.0
2022-01-08 05:00:00+02:00,55.0,0.0,0.0,52.0,68.0,12.0,0.0,18.0,172.0
2022-01-08 06:00:00+02:00,56.0,0.0,0.0,0.0,68.0,13.0,0.0,18.0,188.0
2022-01-08 07:00:00+02:00,56.0,0.0,0.0,0.0,49.0,13.0,0.0,18.0,194.0
2022-01-08 08:00:00+02:00,56.0,0.0,0.0,0.0,79.0,13.0,16.0,18.0,197.0
2022-01-08 09:00:00+02:00,57.0,0.0,0.0,0.0,59.0,13.0,42.0,18.0,194.0
2022-01-08 10:00:00+02:00,55.0,0.0,0.0,0.0,80.0,13.0,62.0,17.0,177.0
2022-01-08 11:00:00+02:00,56.0,0.0,0.0,0.0,94.0,13.0,76.0,17.0,172.0
2022-01-08 12:00:00+02:00,55.0,0.0,0.0,0.0,68.0,13.0,70.0,17.0,173.0
2022-01-08 13:00:00+02:00,56.0,0.0,0.0,0.0,65.0,13.0,49.0,17.0,174.0
2022-01-08 14:00:00+02:00,56.0,0.0,0.0,0.0,70.0,13.0,17.0,17.0,195.0
2022-01-08 15:00:00+02:00,54.0,0.0,0.0,0.0,75.0,13.0,0.0,17.0,187.0
2022-01-08 16:00:00+02:00,57.0,0.0,0.0,0.0,97.0,13.0,0.0,17.0,199.0
2022-01-08 17:00:00+02:00,57.0,0.0,0.0,0.0,98.0,13.0,0.0,17.0,214.0
2022-01-08 18:00:00+02:00,57.0,0.0,0.0,0.0,98.0,13.0,0.0,17.0,231.0
2022-01-08 19:00:00+02:00,57.0,0.0,0.0,0.0,98.0,13.0,0.0,17.0,251.0
2022-01-08 20:00:00+02:00,56.0,0.0,0.0,0.0,68.0,13.0,0.0,18.0,283.0
2022-01-08 21:00:00+02:00,56.0,0.0,0.0,0.0,66.0,13.0,0.0,18.0,252.0
2022-01-08 22:00:00+02:00,56.0,0.0,0.0,0.0,47.0,13.0,0.0,18.0,275.0
2022-01-08 23:00:00+02:00,54.0,0.0,0.0,0.0,47.0,13.0,0.0,18.0,259.0
2022-01-09 00:00:00+02:00,56.0,0.0,0.0,0.0,25.0,13.0,0.0,18.0,220.0
2022-01-09 01:00:00+02:00,56.0,0.0,0.0,667.0,25.0,13.0,0.0,18.0,233.0
2022-01-09 02:00:00+02:00,55.0,0.0,0.0,889.0,25.0,13.0,0.0,18.0,206.0
2022-01-09 03:00:00+02:00,56.0,0.0,0.0,886.0,25.0,13.0,0.0,18.0,185.0
2022-01-09 04:00:00+02:00,56.0,0.0,0.0,883.0,25.0,13.0,0.0,18.0,170.0
2022-01-09 05:00:00+02:00,56.0,0.0,0.0,879.0,25.0,13.0,0.0,18.0,147.0
2022-01-09 06:00:00+02:00,56.0,0.0,0.0,875.0,50.0,13.0,0.0,18.0,132.0
2022-01-09 07:00:00+02:00,56.0,0.0,0.0,863.0,25.0,13.0,0.0,18.0,156.0
2022-01-09 08:00:00+02:00,56.0,0.0,0.0,542.0,25.0,13.0,9.0,18.0,157.0
2022-01-09 09:00:00+02:00,56.0,0.0,0.0,0.0,25.0,13.0,25.0,18.0,149.0
2022-01-09 10:00:00+02:00,55.0,0.0,0.0,0.0,50.0,13.0,56.0,18.0,107.0
2022-01-09 11:00:00+02:00,56.0,0.0,0.0,0.0,50.0,13.0,64.0,18.0,78.0
2022-01-09 12:00:00+02:00,56.0,0.0,0.0,0.0,50.0,13.0,59.0,18.0,59.0
2022-01-09 13:00:00+02:00,56.0,0.0,0.0,0.0,50.0,13.0,44.0,18.0,30.0
2022-01-09 14:00:00+02:00,56.0,0.0,0.0,0.0,50.0,13.0,15.0,18.0,28.0
2022-01-09 15:00:00+02:00,56.0,0.0,0.0,0.0,50.0,13.0,0.0,18.0,39.0
2022-01-09 16:00:00+02:00,56.0,0.0,0.0,0.0,50.0,13.0,0.0,18.0,71.0
2022-01-09 17:00:00+02:00,56.0,0.0,0.0,0.0,97.0,13.0,0.0,18.0,101.0
2022-01-09 18:00:00+02:00,56.0,0.0,0.0,0.0,97.0,13.0,0.0,18.0,101.0
2022-01-09 19:00:00+02:00,56.0,0.0,0.0,0.0,97.0,12.0,0.0,18.0,99.0
2022-01-09 20:00:00+02:00,57.0,0.0,0.0,0.0,97.0,13.0,0.0,18.0,88.0
2022-01-09 21:00:00+02:00,57.0,0.0,0.0,0.0,92.0,14.0,0.0,18.0,74.0
2022-01-09 22:00:00+02:00,57.0,0.0,0.0,0.0,92.0,18.0,0.0,18.0,56.0
2022-01-09 23:00:00+02:00,57.0,0.0,0.0,0.0,68.0,14.0,0.0,18.0,47.0
2022-01-10 00:00:00+02:00,56.0,0.0,0.0,0.0,47.0,13.0,0.0,18.0,48.0
2022-01-10 01:00:00+02:00,56.0,0.0,0.0,0.0,25.0,13.0,0.0,18.0,39.0
2022-01-10 02:00:00+02:00,56.0,0.0,0.0,0.0,25.0,13.0,0.0,18.0,30.0
2022-01-10 03:00:00+02:00,56.0,0.0,0.0,0.0,25.0,13.0,0.0,18.0,25.0
2022-01-10 04:00:00+02:00,56.0,7.0,0.0,0.0,25.0,13.0,0.0,18.0,12.0
2022-01-10 05:00:00+02:00,56.0,34.0,0.0,0.0,25.0,13.0,0.0,18.0,3.0
2022-01-10 06:00:00+02:00,56.0,56.0,68.0,0.0,88.0,13.0,0.0,18.0,2.0
2022-01-10 07:00:00+02:00,51.0,167.0,100.0,0.0,88.0,3.0,0.0,17.0,6.0
2022-01-10 08:00:00+02:00,45.0,334.0,433.0,0.0,97.0,3.0,13.0,17.0,14.0
2022-01-10 09:00:00+02:00,45.0,443.0,433.0,0.0,98.0,3.0,32.0,17.0,40.0
2022-01-10 10:00:00+02:00,44.0,444.0,427.0,0.0,98.0,3.0,50.0,17.0,55.0
2022-01-10 11:00:00+02:00,42.0,449.0,427.0,0.0,98.0,3.0,61.0,17.0,51.0
2022-01-10 12:00:00+02:00,41.0,450.0,423.0,0.0,98.0,3.0,55.0,17.0,55.0
2022-01-10 13:00:00+02:00,50.0,449.0,423.0,0.0,98.0,3.0,34.0,16.0,68.0
2022-01-10 14:00:00+02:00,52.0,449.0,413.0,0.0,98.0,3.0,11.0,9.0,57.0
2022-01-10 15:00:00+02:00,52.0,451.0,363.0,0.0,98.0,7.0,0.0,14.0,53.0
2022-01-10 16:00:00+02:00,55.0,431.0,407.0,0.0,98.0,12.0,0.0,17.0,59.0
2022-01-10 17:00:00+02:00,55.0,461.0,406.0,0.0,98.0,14.0,0.0,17.0,54.0
2022-01-10 18:00:00+02:00,55.0,461.0,401.0,0.0,98.0,14.0,0.0,17.0,72.0
2022-01-10 19:00:00+02:00,55.0,412.0,401.0,0.0,98.0,13.0,0.0,17.0,85.0
2022-01-10 20:00:00+02:00,55.0,461.0,391.0,0.0,98.0,13.0,0.0,17.0,54.0
2022-01-10 21:00:00+02:00,55.0,436.0,391.0,0.0,98.0,12.0,0.0,17.0,46.0
2022-01-10 22:00:00+02:00,55.0,307.0,2.0,0.0,88.0,12.0,0.0,17.0,38.0
2022-01-10 23:00:00+02:00,54.0,25.0,51.0,0.0,88.0,13.0,0.0,18.0,38.0
2022-01-11 00:00:00+02:00,54.0,23.0,0.0,18.0,57.0,12.0,0.0,18.0,33.0
2022-01-11 01:00:00+02:00,54.0,23.0,0.0,512.0,47.0,12.0,0.0,18.0,14.0
2022-01-11 02:00:00+02:00,54.0,23.0,0.0,674.0,47.0,12.0,0.0,18.0,17.0
2022-01-11 03:00:00+02:00,54.0,23.0,0.0,672.0,47.0,12.0,0.0,18.0,31.0
2022-01-11 04:00:00+02:00,54.0,23.0,0.0,671.0,47.0,12.0,0.0,18.0,31.0
2022-01-11 05:00:00+02:00,54.0,23.0,0.0,514.0,47.0,12.0,0.0,18.0,34.0
2022-01-11 06:00:00+02:00,55.0,24.0,0.0,0.0,73.0,12.0,0.0,18.0,28.0
2022-01-11 07:00:00+02:00,56.0,23.0,0.0,0.0,98.0,13.0,3.0,18.0,18.0
2022-01-11 08:00:00+02:00,57.0,23.0,0.0,0.0,98.0,13.0,87.0,17.0,18.0
2022-01-11 09:00:00+02:00,57.0,23.0,192.0,0.0,98.0,13.0,128.0,17.0,8.0
2022-01-11 10:00:00+02:00,56.0,23.0,193.0,0.0,98.0,12.0,139.0,17.0,4.0
2022-01-11 11:00:00+02:00,56.0,23.0,192.0,0.0,98.0,12.0,148.0,17.0,1.0
2022-01-11 12:00:00+02:00,56.0,23.0,1.0,0.0,98.0,12.0,161.0,17.0,1.0
2022-01-11 13:00:00+02:00,56.0,29.0,0.0,0.0,98.0,12.0,188.0,17.0,0.0
2022-01-11 14:00:00+02:00,56.0,48.0,0.0,0.0,98.0,12.0,153.0,17.0,1.0
2022-01-11 15:00:00+02:00,56.0,59.0,1.0,0.0,98.0,12.0,5.0,17.0,2.0
2022-01-11 16:00:00+02:00,56.0,59.0,191.0,0.0,98.0,12.0,0.0,17.0,4.0
2022-01-11 17:00:00+02:00,57.0,59.0,371.0,0.0,98.0,12.0,0.0,17.0,4.0
2022-01-11 18:00:00+02:00,57.0,59.0,371.0,0.0,98.0,12.0,0.0,17.0,4.0
2022-01-11 19:00:00+02:00,56.0,59.0,377.0,0.0,98.0,12.0,0.0,17.0,6.0
