,Biomass_Actual Aggregated,Fossil Gas_Actual Aggregated,Fossil Gas_Actual Consumption,Fossil Hard coal_Actual Aggregated,Fossil Hard coal_Actual Consumption,Hydro Pumped Storage_Actual Aggregated,Hydro Pumped Storage_Actual Consumption,Hydro Run-of-river and poundage_Actual Aggregated,Hydro Run-of-river and poundage_Actual Consumption,Hydro Water Reservoir_Actual Aggregated,Hydro Water Reservoir_Actual Consumption,Other_Actual Aggregated,Solar_Actual Aggregated,Wind Offshore_Actual Aggregated,Wind Onshore_Actual Aggregated
2022-01-01 20:00:00+00:00,387.0,155.0,8.0,0.0,0.0,280.0,241.0,814.0,1.0,164.0,1.0,25.0,0.0,25.0,2900.0
2022-01-01 21:00:00+00:00,389.0,155.0,7.0,0.0,0.0,86.0,465.0,909.0,1.0,80.0,1.0,25.0,0.0,22.0,2664.0
2022-01-01 22:00:00+00:00,392.0,156.0,8.0,0.0,0.0,0.0,955.0,578.0,1.0,31.0,1.0,27.0,0.0,17.0,2483.0
2022-01-01 23:00:00+00:00,391.0,156.0,8.0,0.0,0.0,0.0,450.0,637.0,1.0,75.0,1.0,26.0,0.0,6.0,2229.0
2022-01-02 00:00:00+00:00,387.0,154.0,8.0,0.0,0.0,0.0,1409.0,520.0,1.0,32.0,1.0,27.0,0.0,4.0,1933.0
2022-01-02 01:00:00+00:00,387.0,154.0,9.0,0.0,0.0,0.0,1457.0,333.0,2.0,42.0,1.0,27.0,0.0,3.0,1645.0
2022-01-02 02:00:00+00:00,387.0,153.0,11.0,0.0,0.0,0.0,1327.0,114.0,2.0,34.0,1.0,26.0,0.0,3.0,1473.0
2022-01-02 03:00:00+00:00,393.0,155.0,13.0,0.0,0.0,0.0,1408.0,105.0,2.0,38.0,1.0,26.0,0.0,2.0,1283.0
2022-01-02 04:00:00+00:00,389.0,155.0,13.0,0.0,0.0,0.0,1163.0,106.0,2.0,38.0,1.0,26.0,0.0,2.0,1029.0
2022-01-02 05:00:00+00:00,389.0,177.0,14.0,0.0,0.0,0.0,821.0,104.0,2.0,43.0,1.0,25.0,0.0,1.0,673.0
2022-01-02 06:00:00+00:00,392.0,287.0,7.0,0.0,0.0,0.0,591.0,217.0,2.0,34.0,1.0,26.0,0.0,2.0,510.0
2022-01-02 07:00:00+00:00,386.0,412.0,7.0,0.0,0.0,43.0,435.0,307.0,1.0,62.0,1.0,25.0,1.0,2.0,380.0
2022-01-02 08:00:00+00:00,382.0,510.0,9.0,0.0,0.0,1.0,113.0,216.0,1.0,54.0,1.0,24.0,65.0,2.0,293.0
2022-01-02 09:00:00+00:00,379.0,639.0,5.0,0.0,0.0,0.0,287.0,214.0,1.0,50.0,1.0,25.0,296.0,5.0,258.0
2022-01-02 10:00:00+00:00,383.0,906.0,5.0,0.0,0.0,0.0,414.0,167.0,2.0,122.0,1.0,25.0,485.0,8.0,245.0
2022-01-02 11:00:00+00:00,387.0,978.0,5.0,0.0,0.0,0.0,408.0,150.0,2.0,115.0,1.0,25.0,566.0,9.0,131.0
2022-01-02 12:00:00+00:00,387.0,953.0,5.0,0.0,0.0,0.0,355.0,159.0,2.0,125.0,1.0,25.0,635.0,9.0,107.0
2022-01-02 13:00:00+00:00,387.0,906.0,5.0,0.0,0.0,0.0,109.0,145.0,2.0,59.0,1.0,25.0,650.0,7.0,98.0
2022-01-02 14:00:00+00:00,389.0,952.0,5.0,0.0,0.0,0.0,437.0,153.0,2.0,24.0,1.0,25.0,565.0,5.0,93.0
2022-01-02 15:00:00+00:00,388.0,984.0,5.0,0.0,0.0,0.0,76.0,213.0,2.0,22.0,1.0,26.0,390.0,4.0,72.0
2022-01-02 16:00:00+00:00,385.0,967.0,8.0,0.0,0.0,47.0,4.0,533.0,1.0,154.0,1.0,26.0,125.0,3.0,89.0
2022-01-02 17:00:00+00:00,388.0,1141.0,3.0,0.0,0.0,1699.0,0.0,920.0,1.0,431.0,1.0,26.0,6.0,2.0,111.0
2022-01-02 18:00:00+00:00,390.0,1163.0,3.0,0.0,0.0,1739.0,0.0,1502.0,1.0,435.0,1.0,26.0,0.0,1.0,108.0
2022-01-02 19:00:00+00:00,404.0,1267.0,3.0,0.0,0.0,1800.0,0.0,1702.0,1.0,510.0,1.0,25.0,0.0,2.0,105.0
2022-01-02 20:00:00+00:00,404.0,1428.0,3.0,0.0,0.0,1705.0,0.0,1660.0,1.0,700.0,1.0,24.0,0.0,1.0,78.0
2022-01-02 21:00:00+00:00,405.0,1560.0,3.0,0.0,0.0,1154.0,1.0,1246.0,1.0,401.0,1.0,25.0,0.0,1.0,94.0
2022-01-02 22:00:00+00:00,413.0,1456.0,3.0,0.0,0.0,399.0,3.0,758.0,1.0,152.0,1.0,26.0,0.0,2.0,147.0
2022-01-02 23:00:00+00:00,408.0,1433.0,3.0,0.0,0.0,1664.0,1.0,488.0,1.0,231.0,1.0,26.0,0.0,3.0,218.0
2022-01-03 00:00:00+00:00,399.0,1415.0,3.0,0.0,0.0,459.0,3.0,504.0,1.0,221.0,1.0,26.0,0.0,3.0,262.0
2022-01-03 01:00:00+00:00,382.0,1385.0,3.0,0.0,0.0,50.0,5.0,250.0,2.0,40.0,1.0,26.0,0.0,4.0,340.0
2022-01-03 02:00:00+00:00,381.0,1234.0,3.0,0.0,0.0,0.0,7.0,103.0,2.0,20.0,1.0,26.0,0.0,6.0,415.0
2022-01-03 03:00:00+00:00,377.0,1186.0,3.0,0.0,0.0,0.0,7.0,107.0,2.0,20.0,1.0,23.0,0.0,9.0,561.0
2022-01-03 04:00:00+00:00,378.0,1140.0,4.0,0.0,0.0,0.0,7.0,110.0,2.0,20.0,1.0,24.0,0.0,11.0,710.0
2022-01-03 05:00:00+00:00,375.0,1323.0,2.0,0.0,0.0,15.0,7.0,149.0,2.0,20.0,1.0,24.0,0.0,14.0,808.0
2022-01-03 06:00:00+00:00,373.0,1649.0,2.0,0.0,0.0,806.0,2.0,360.0,1.0,89.0,1.0,24.0,0.0,21.0,871.0
2022-01-03 07:00:00+00:00,370.0,1835.0,1.0,0.0,0.0,1368.0,1.0,972.0,1.0,341.0,1.0,25.0,1.0,21.0,1033.0
2022-01-03 08:00:00+00:00,368.0,1863.0,0.0,0.0,0.0,1288.0,1.0,960.0,1.0,298.0,1.0,25.0,86.0,23.0,1208.0
2022-01-03 09:00:00+00:00,367.0,1942.0,1.0,0.0,0.0,890.0,2.0,457.0,1.0,177.0,1.0,24.0,310.0,22.0,1229.0
2022-01-03 10:00:00+00:00,364.0,1946.0,1.0,0.0,0.0,153.0,5.0,154.0,2.0,84.0,1.0,24.0,515.0,25.0,1288.0
2022-01-03 11:00:00+00:00,357.0,2015.0,1.0,0.0,0.0,0.0,5.0,150.0,2.0,20.0,1.0,25.0,627.0,25.0,1328.0
2022-01-03 12:00:00+00:00,359.0,2033.0,1.0,0.0,0.0,0.0,47.0,143.0,2.0,20.0,1.0,25.0,674.0,24.0,1409.0
2022-01-03 13:00:00+00:00,364.0,1787.0,1.0,0.0,0.0,0.0,323.0,138.0,2.0,20.0,1.0,25.0,673.0,15.0,1505.0
2022-01-03 14:00:00+00:00,356.0,1909.0,1.0,0.0,0.0,0.0,820.0,150.0,2.0,20.0,1.0,25.0,582.0,18.0,1607.0
2022-01-03 15:00:00+00:00,354.0,2110.0,1.0,0.0,0.0,0.0,110.0,154.0,2.0,55.0,1.0,25.0,407.0,16.0,1764.0
2022-01-03 16:00:00+00:00,358.0,2095.0,1.0,0.0,0.0,227.0,5.0,725.0,1.0,161.0,1.0,26.0,134.0,19.0,1973.0
2022-01-03 17:00:00+00:00,368.0,1975.0,1.0,0.0,0.0,1492.0,1.0,1333.0,1.0,417.0,1.0,26.0,4.0,24.0,2336.0
2022-01-03 18:00:00+00:00,374.0,2056.0,1.0,0.0,0.0,1537.0,1.0,1409.0,1.0,458.0,1.0,26.0,0.0,22.0,2571.0
2022-01-03 19:00:00+00:00,371.0,2006.0,1.0,0.0,0.0,607.0,2.0,841.0,1.0,160.0,1.0,24.0,0.0,25.0,2736.0
2022-01-03 20:00:00+00:00,369.0,2085.0,1.0,0.0,0.0,82.0,3.0,544.0,1.0,108.0,1.0,24.0,0.0,23.0,2840.0
2022-01-03 21:00:00+00:00,373.0,2169.0,1.0,0.0,0.0,276.0,4.0,475.0,1.0,290.0,1.0,24.0,0.0,25.0,2920.0
2022-01-03 22:00:00+00:00,377.0,1633.0,2.0,0.0,0.0,6.0,40.0,119.0,2.0,21.0,1.0,25.0,0.0,25.0,2997.0
2022-01-03 23:00:00+00:00,380.0,869.0,10.0,0.0,0.0,0.0,773.0,151.0,2.0,45.0,1.0,24.0,0.0,25.0,3072.0
2022-01-04 00:00:00+00:00,377.0,402.0,16.0,0.0,0.0,0.0,426.0,158.0,2.0,58.0,1.0,25.0,0.0,25.0,3339.0
2022-01-04 01:00:00+00:00,372.0,453.0,12.0,0.0,0.0,0.0,1228.0,141.0,2.0,33.0,1.0,25.0,0.0,25.0,3702.0
2022-01-04 02:00:00+00:00,366.0,400.0,10.0,0.0,0.0,0.0,2000.0,89.0,2.0,20.0,1.0,25.0,0.0,25.0,3941.0
2022-01-04 03:00:00+00:00,365.0,398.0,10.0,0.0,0.0,0.0,1995.0,88.0,2.0,20.0,1.0,25.0,0.0,25.0,4012.0
2022-01-04 04:00:00+00:00,359.0,387.0,11.0,0.0,0.0,0.0,1012.0,142.0,2.0,99.0,1.0,24.0,0.0,25.0,4041.0
2022-01-04 05:00:00+00:00,373.0,497.0,10.0,0.0,0.0,17.0,310.0,149.0,2.0,94.0,1.0,25.0,0.0,12.0,4035.0
2022-01-04 06:00:00+00:00,365.0,950.0,4.0,0.0,0.0,941.0,6.0,272.0,2.0,586.0,1.0,25.0,0.0,20.0,4003.0
2022-01-04 07:00:00+00:00,363.0,1338.0,4.0,0.0,0.0,1254.0,1.0,546.0,1.0,688.0,1.0,24.0,0.0,25.0,4254.0
2022-01-04 08:00:00+00:00,371.0,1530.0,3.0,0.0,0.0,1499.0,1.0,652.0,1.0,631.0,1.0,25.0,52.0,25.0,4292.0
2022-01-04 09:00:00+00:00,371.0,1613.0,3.0,0.0,0.0,1830.0,1.0,683.0,1.0,797.0,1.0,25.0,103.0,24.0,3696.0
2022-01-04 10:00:00+00:00,361.0,1589.0,3.0,0.0,0.0,1885.0,1.0,886.0,1.0,944.0,1.0,25.0,124.0,15.0,3009.0
2022-01-04 11:00:00+00:00,373.0,1566.0,3.0,0.0,0.0,1307.0,1.0,387.0,1.0,620.0,1.0,25.0,150.0,5.0,3660.0
2022-01-04 12:00:00+00:00,369.0,1554.0,3.0,0.0,0.0,1279.0,1.0,354.0,1.0,493.0,0.0,26.0,262.0,4.0,3818.0
2022-01-04 13:00:00+00:00,391.0,1541.0,3.0,0.0,0.0,1346.0,1.0,274.0,2.0,448.0,1.0,25.0,355.0,2.0,3896.0
2022-01-04 14:00:00+00:00,379.0,1466.0,3.0,0.0,0.0,1194.0,1.0,235.0,2.0,458.0,1.0,26.0,397.0,8.0,4060.0
2022-01-04 15:00:00+00:00,389.0,1548.0,4.0,0.0,0.0,1264.0,1.0,257.0,2.0,496.0,1.0,26.0,296.0,16.0,3989.0
2022-01-04 16:00:00+00:00,388.0,1559.0,4.0,0.0,0.0,1501.0,1.0,341.0,1.0,700.0,1.0,24.0,101.0,17.0,3860.0
2022-01-04 17:00:00+00:00,378.0,1493.0,4.0,0.0,0.0,1894.0,25.0,954.0,1.0,1039.0,1.0,21.0,3.0,24.0,3881.0
2022-01-04 18:00:00+00:00,376.0,1420.0,3.0,0.0,0.0,1723.0,1.0,793.0,1.0,1094.0,1.0,20.0,0.0,20.0,3528.0
2022-01-04 19:00:00+00:00,389.0,1457.0,3.0,0.0,0.0,1286.0,1.0,379.0,1.0,556.0,1.0,20.0,0.0,15.0,3068.0
2022-01-04 20:00:00+00:00,397.0,1440.0,3.0,0.0,0.0,863.0,2.0,239.0,1.0,471.0,1.0,22.0,0.0,19.0,2879.0
2022-01-04 21:00:00+00:00,390.0,1331.0,4.0,0.0,0.0,236.0,13.0,159.0,2.0,224.0,1.0,21.0,0.0,17.0,3072.0
2022-01-04 22:00:00+00:00,378.0,820.0,7.0,0.0,0.0,153.0,625.0,113.0,2.0,164.0,1.0,19.0,0.0,18.0,3147.0
2022-01-04 23:00:00+00:00,394.0,451.0,11.0,0.0,0.0,65.0,686.0,110.0,2.0,221.0,1.0,21.0,0.0,15.0,2758.0
2022-01-05 00:00:00+00:00,415.0,423.0,10.0,0.0,0.0,0.0,1417.0,119.0,2.0,99.0,1.0,22.0,0.0,9.0,2659.0
2022-01-05 01:00:00+00:00,407.0,405.0,10.0,0.0,0.0,0.0,1490.0,120.0,2.0,102.0,1.0,21.0,0.0,6.0,2571.0
2022-01-05 02:00:00+00:00,400.0,457.0,11.0,0.0,0.0,0.0,1613.0,115.0,2.0,84.0,1.0,20.0,0.0,5.0,2307.0
2022-01-05 03:00:00+00:00,399.0,394.0,12.0,0.0,0.0,0.0,1642.0,110.0,2.0,89.0,1.0,20.0,0.0,3.0,2368.0
2022-01-05 04:00:00+00:00,400.0,437.0,15.0,0.0,0.0,5.0,1717.0,164.0,2.0,151.0,1.0,21.0,0.0,1.0,2328.0
2022-01-05 05:00:00+00:00,392.0,643.0,11.0,0.0,0.0,436.0,37.0,106.0,2.0,227.0,1.0,20.0,0.0,4.0,1988.0
2022-01-05 06:00:00+00:00,387.0,1231.0,4.0,0.0,0.0,1615.0,5.0,224.0,2.0,642.0,1.0,18.0,0.0,6.0,1748.0
2022-01-05 07:00:00+00:00,385.0,1638.0,2.0,0.0,0.0,1695.0,1.0,471.0,1.0,759.0,1.0,19.0,0.0,2.0,1897.0
2022-01-05 08:00:00+00:00,384.0,1927.0,2.0,0.0,0.0,1602.0,1.0,735.0,1.0,723.0,1.0,20.0,87.0,6.0,2062.0
2022-01-05 09:00:00+00:00,391.0,1899.0,2.0,0.0,0.0,1389.0,2.0,661.0,1.0,760.0,0.0,20.0,337.0,15.0,2278.0
2022-01-05 10:00:00+00:00,385.0,2068.0,2.0,0.0,0.0,231.0,5.0,445.0,1.0,500.0,0.0,21.0,480.0,20.0,2793.0
2022-01-05 11:00:00+00:00,391.0,2106.0,2.0,0.0,0.0,258.0,5.0,266.0,1.0,597.0,1.0,22.0,480.0,25.0,3233.0
2022-01-05 12:00:00+00:00,386.0,2104.0,2.0,0.0,0.0,108.0,5.0,209.0,2.0,300.0,1.0,22.0,442.0,21.0,3725.0
2022-01-05 13:00:00+00:00,382.0,2154.0,3.0,0.0,0.0,23.0,5.0,203.0,2.0,208.0,1.0,21.0,382.0,23.0,3965.0
2022-01-05 14:00:00+00:00,391.0,2138.0,6.0,0.0,0.0,178.0,5.0,206.0,2.0,525.0,1.0,21.0,346.0,25.0,4014.0
2022-01-05 15:00:00+00:00,390.0,2281.0,0.0,0.0,0.0,861.0,4.0,343.0,2.0,692.0,1.0,22.0,216.0,25.0,4082.0
2022-01-05 16:00:00+00:00,382.0,2463.0,0.0,0.0,0.0,1457.0,1.0,767.0,1.0,924.0,1.0,23.0,76.0,25.0,4080.0
2022-01-05 17:00:00+00:00,393.0,2433.0,0.0,0.0,0.0,1676.0,1.0,1142.0,1.0,1083.0,1.0,23.0,2.0,25.0,4072.0
2022-01-05 18:00:00+00:00,397.0,2439.0,0.0,0.0,0.0,1901.0,1.0,1332.0,1.0,999.0,1.0,21.0,0.0,25.0,3787.0
2022-01-05 19:00:00+00:00,400.0,2481.0,0.0,0.0,0.0,1998.0,1.0,1324.0,1.0,1096.0,1.0,22.0,0.0,21.0,3391.0
2022-01-05 20:00:00+00:00,405.0,2501.0,0.0,0.0,0.0,1785.0,1.0,1099.0,1.0,672.0,1.0,22.0,0.0,8.0,3157.0
2022-01-05 21:00:00+00:00,411.0,2380.0,0.0,0.0,0.0,1306.0,2.0,704.0,1.0,533.0,1.0,23.0,0.0,5.0,2762.0
2022-01-05 22:00:00+00:00,412.0,1725.0,5.0,0.0,0.0,312.0,101.0,254.0,2.0,174.0,1.0,22.0,0.0,1.0,2587.0
2022-01-05 23:00:00+00:00,410.0,1259.0,6.0,0.0,0.0,69.0,85.0,197.0,2.0,157.0,1.0,23.0,0.0,0.0,2429.0
2022-01-06 00:00:00+00:00,407.0,1193.0,8.0,0.0,0.0,4.0,170.0,152.0,2.0,157.0,1.0,23.0,0.0,0.0,2241.0
2022-01-06 01:00:00+00:00,406.0,1101.0,7.0,0.0,0.0,0.0,252.0,155.0,2.0,107.0,1.0,23.0,0.0,0.0,2077.0
2022-01-06 02:00:00+00:00,405.0,1292.0,6.0,0.0,0.0,0.0,253.0,137.0,2.0,193.0,1.0,22.0,0.0,0.0,1744.0
2022-01-06 03:00:00+00:00,405.0,1198.0,6.0,0.0,0.0,3.0,254.0,131.0,2.0,108.0,1.0,22.0,0.0,0.0,1563.0
2022-01-06 04:00:00+00:00,407.0,1211.0,7.0,0.0,0.0,55.0,142.0,139.0,2.0,329.0,1.0,21.0,0.0,0.0,1421.0
2022-01-06 05:00:00+00:00,406.0,1319.0,6.0,0.0,0.0,55.0,13.0,137.0,2.0,481.0,1.0,21.0,0.0,0.0,1196.0
2022-01-06 06:00:00+00:00,407.0,1596.0,6.0,0.0,0.0,209.0,12.0,313.0,1.0,708.0,1.0,22.0,0.0,0.0,999.0
2022-01-06 07:00:00+00:00,403.0,1697.0,5.0,0.0,0.0,315.0,12.0,379.0,1.0,707.0,1.0,21.0,1.0,0.0,1177.0
2022-01-06 08:00:00+00:00,407.0,1922.0,6.0,0.0,0.0,743.0,11.0,523.0,1.0,809.0,1.0,21.0,118.0,0.0,1209.0
2022-01-06 09:00:00+00:00,409.0,1934.0,7.0,0.0,0.0,619.0,6.0,547.0,1.0,942.0,1.0,21.0,438.0,0.0,992.0
2022-01-06 10:00:00+00:00,411.0,1816.0,6.0,0.0,0.0,570.0,3.0,347.0,2.0,819.0,1.0,23.0,674.0,0.0,830.0
2022-01-06 11:00:00+00:00,411.0,1896.0,8.0,0.0,0.0,471.0,3.0,317.0,2.0,719.0,1.0,22.0,767.0,0.0,761.0
2022-01-06 12:00:00+00:00,408.0,1917.0,6.0,0.0,0.0,308.0,3.0,231.0,2.0,689.0,1.0,22.0,769.0,0.0,870.0
2022-01-06 13:00:00+00:00,410.0,1797.0,5.0,0.0,0.0,1.0,3.0,204.0,2.0,407.0,1.0,22.0,725.0,0.0,991.0
2022-01-06 14:00:00+00:00,410.0,1842.0,8.0,0.0,0.0,51.0,3.0,202.0,2.0,410.0,1.0,21.0,617.0,0.0,1050.0
2022-01-06 15:00:00+00:00,409.0,1832.0,7.0,0.0,0.0,33.0,51.0,209.0,2.0,239.0,1.0,22.0,463.0,0.0,1080.0
2022-01-06 16:00:00+00:00,407.0,2171.0,3.0,0.0,0.0,873.0,2.0,643.0,1.0,944.0,1.0,22.0,183.0,0.0,1175.0
2022-01-06 17:00:00+00:00,413.0,2393.0,3.0,0.0,0.0,1279.0,1.0,1173.0,1.0,966.0,1.0,22.0,8.0,0.0,1465.0
2022-01-06 18:00:00+00:00,412.0,2160.0,3.0,0.0,0.0,1175.0,2.0,1138.0,1.0,861.0,1.0,22.0,0.0,0.0,1729.0
2022-01-06 19:00:00+00:00,409.0,2111.0,3.0,0.0,0.0,1717.0,1.0,1231.0,1.0,1050.0,1.0,22.0,0.0,0.0,1873.0
2022-01-06 20:00:00+00:00,413.0,2058.0,3.0,0.0,0.0,1275.0,1.0,910.0,1.0,919.0,1.0,22.0,0.0,0.0,1969.0
2022-01-06 21:00:00+00:00,413.0,2044.0,6.0,0.0,0.0,938.0,2.0,638.0,1.0,685.0,1.0,22.0,0.0,0.0,1971.0
2022-01-06 22:00:00+00:00,412.0,1591.0,6.0,0.0,0.0,600.0,4.0,556.0,1.0,703.0,1.0,23.0,0.0,2.0,2046.0
2022-01-06 23:00:00+00:00,409.0,1092.0,11.0,0.0,0.0,25.0,146.0,104.0,2.0,160.0,1.0,22.0,0.0,19.0,2184.0
2022-01-07 00:00:00+00:00,407.0,886.0,10.0,0.0,0.0,0.0,588.0,113.0,2.0,105.0,1.0,22.0,0.0,24.0,2397.0
2022-01-07 01:00:00+00:00,410.0,864.0,9.0,0.0,0.0,0.0,282.0,104.0,2.0,136.0,1.0,22.0,0.0,20.0,2506.0
2022-01-07 02:00:00+00:00,413.0,855.0,9.0,0.0,0.0,0.0,1219.0,109.0,2.0,85.0,1.0,22.0,0.0,18.0,2478.0
2022-01-07 03:00:00+00:00,416.0,897.0,10.0,0.0,0.0,0.0,1569.0,104.0,2.0,85.0,1.0,21.0,0.0,25.0,2372.0
2022-01-07 04:00:00+00:00,418.0,1024.0,11.0,0.0,0.0,0.0,657.0,100.0,2.0,85.0,1.0,21.0,0.0,25.0,2495.0
2022-01-07 05:00:00+00:00,412.0,1250.0,3.0,0.0,0.0,0.0,333.0,112.0,2.0,174.0,1.0,21.0,0.0,22.0,2686.0
2022-01-07 06:00:00+00:00,412.0,1681.0,3.0,0.0,0.0,3.0,16.0,203.0,2.0,293.0,1.0,21.0,0.0,21.0,2842.0
2022-01-07 07:00:00+00:00,417.0,1882.0,4.0,0.0,0.0,780.0,14.0,446.0,1.0,648.0,1.0,20.0,1.0,18.0,2723.0
2022-01-07 08:00:00+00:00,421.0,1913.0,3.0,0.0,0.0,965.0,5.0,738.0,1.0,801.0,1.0,22.0,107.0,19.0,2658.0
2022-01-07 09:00:00+00:00,419.0,1821.0,3.0,0.0,0.0,320.0,3.0,479.0,1.0,593.0,1.0,21.0,434.0,23.0,2537.0
2022-01-07 10:00:00+00:00,421.0,1606.0,3.0,0.0,0.0,135.0,6.0,250.0,2.0,477.0,1.0,22.0,695.0,14.0,2429.0
2022-01-07 11:00:00+00:00,409.0,1766.0,3.0,0.0,0.0,0.0,177.0,209.0,2.0,178.0,1.0,22.0,816.0,10.0,2166.0
2022-01-07 12:00:00+00:00,398.0,1600.0,3.0,0.0,0.0,0.0,31.0,192.0,2.0,177.0,1.0,21.0,857.0,10.0,1640.0
2022-01-07 13:00:00+00:00,398.0,1705.0,3.0,0.0,0.0,0.0,3.0,150.0,2.0,189.0,1.0,22.0,827.0,14.0,1261.0
2022-01-07 14:00:00+00:00,361.0,1694.0,3.0,0.0,0.0,0.0,23.0,149.0,2.0,175.0,1.0,22.0,751.0,22.0,1002.0
2022-01-07 15:00:00+00:00,357.0,1590.0,3.0,0.0,0.0,0.0,318.0,180.0,2.0,201.0,1.0,22.0,562.0,18.0,942.0
2022-01-07 16:00:00+00:00,357.0,1988.0,3.0,0.0,0.0,710.0,3.0,636.0,1.0,685.0,1.0,23.0,227.0,18.0,918.0
2022-01-07 17:00:00+00:00,356.0,1892.0,3.0,0.0,0.0,1205.0,2.0,1283.0,1.0,869.0,1.0,22.0,10.0,16.0,1189.0
2022-01-07 18:00:00+00:00,357.0,2008.0,3.0,0.0,0.0,1160.0,2.0,1333.0,1.0,956.0,1.0,23.0,0.0,17.0,1277.0
2022-01-07 19:00:00+00:00,360.0,2016.0,3.0,0.0,0.0,1068.0,1.0,1230.0,1.0,877.0,1.0,22.0,0.0,13.0,1219.0
2022-01-07 20:00:00+00:00,355.0,1998.0,3.0,0.0,0.0,553.0,2.0,1054.0,1.0,829.0,1.0,22.0,0.0,15.0,1074.0
2022-01-07 21:00:00+00:00,354.0,1940.0,3.0,0.0,0.0,827.0,2.0,956.0,1.0,886.0,1.0,21.0,0.0,9.0,861.0
2022-01-07 22:00:00+00:00,353.0,1664.0,3.0,0.0,0.0,18.0,3.0,362.0,2.0,444.0,1.0,21.0,0.0,3.0,661.0
2022-01-07 23:00:00+00:00,354.0,1431.0,5.0,0.0,0.0,812.0,2.0,369.0,2.0,879.0,1.0,21.0,0.0,3.0,586.0
2022-01-08 00:00:00+00:00,353.0,1226.0,7.0,0.0,0.0,389.0,2.0,286.0,2.0,681.0,1.0,22.0,0.0,2.0,474.0
2022-01-08 01:00:00+00:00,356.0,962.0,8.0,0.0,0.0,95.0,6.0,152.0,2.0,195.0,1.0,22.0,0.0,2.0,362.0
