,Biomass_Actual Aggregated,Fossil Gas_Actual Aggregated,Fossil Oil_Actual Aggregated,Hydro Pumped Storage_Actual Aggregated,Hydro Pumped Storage_Actual Consumption,Hydro Run-of-river and poundage_Actual Aggregated,Nuclear_Actual Aggregated,Other_Actual Aggregated,Solar_Actual Aggregated,Waste_Actual Aggregated,Wind Offshore_Actual Aggregated,Wind Offshore_Actual Consumption,Wind Onshore_Actual Aggregated
2023-01-01 15:00:00+01:00,72.0,869.0,0.0,246.0,0.0,50.0,4953.0,556.0,97.0,223.0,1327.0,0.0,956.0
2023-01-01 16:00:00+01:00,75.0,888.0,0.0,235.0,0.0,49.0,4953.0,585.0,5.0,223.0,997.0,0.0,894.0
2023-01-01 17:00:00+01:00,77.0,888.0,0.0,718.0,0.0,49.0,4951.0,692.0,0.0,223.0,1090.0,0.0,863.0
2023-01-01 18:00:00+01:00,76.0,857.0,0.0,590.0,0.0,50.0,4952.0,548.0,0.0,224.0,1232.0,0.0,983.0
2023-01-01 19:00:00+01:00,75.0,965.0,0.0,722.0,0.0,50.0,4949.0,586.0,0.0,220.0,488.0,0.0,975.0
2023-01-01 20:00:00+01:00,77.0,913.0,0.0,689.0,0.0,51.0,4948.0,754.0,0.0,222.0,549.0,0.0,1037.0
2023-01-01 21:00:00+01:00,76.0,801.0,0.0,0.0,202.0,50.0,4951.0,494.0,0.0,222.0,676.0,0.0,1192.0
2023-01-01 22:00:00+01:00,75.0,853.0,0.0,0.0,370.0,50.0,4951.0,432.0,0.0,219.0,868.0,0.0,1453.0
2023-01-01 23:00:00+01:00,77.0,885.0,0.0,0.0,628.0,50.0,4948.0,427.0,0.0,216.0,1009.0,0.0,1459.0
2023-01-02 00:00:00+01:00,89.0,932.0,0.0,0.0,789.0,50.0,4947.0,432.0,0.0,217.0,1076.0,0.0,1635.0
2023-01-02 01:00:00+01:00,95.0,990.0,0.0,0.0,354.0,50.0,4947.0,447.0,0.0,217.0,729.0,0.0,1766.0
2023-01-02 02:00:00+01:00,127.0,977.0,0.0,0.0,684.0,50.0,4947.0,435.0,0.0,221.0,541.0,0.0,1854.0
2023-01-02 03:00:00+01:00,130.0,994.0,0.0,0.0,780.0,50.0,4947.0,434.0,0.0,219.0,377.0,0.0,1828.0
2023-01-02 04:00:00+01:00,150.0,972.0,0.0,0.0,645.0,50.0,4947.0,432.0,0.0,220.0,364.0,0.0,1779.0
2023-01-02 05:00:00+01:00,156.0,974.0,0.0,0.0,223.0,50.0,4946.0,448.0,0.0,220.0,471.0,0.0,1536.0
2023-01-02 06:00:00+01:00,154.0,988.0,0.0,0.0,141.0,50.0,4949.0,485.0,0.0,221.0,417.0,0.0,1202.0
2023-01-02 07:00:00+01:00,150.0,1021.0,0.0,0.0,26.0,49.0,4946.0,508.0,0.0,220.0,602.0,0.0,1058.0
2023-01-02 08:00:00+01:00,154.0,1047.0,0.0,0.0,5.0,49.0,4950.0,542.0,0.0,220.0,744.0,0.0,881.0
2023-01-02 09:00:00+01:00,154.0,1110.0,0.0,159.0,1.0,49.0,4954.0,607.0,56.0,214.0,943.0,0.0,579.0
2023-01-02 10:00:00+01:00,182.0,1278.0,0.0,171.0,0.0,49.0,4959.0,719.0,260.0,217.0,1008.0,0.0,446.0
2023-01-02 11:00:00+01:00,258.0,1243.0,0.0,0.0,280.0,48.0,4960.0,650.0,402.0,215.0,1304.0,0.0,445.0
2023-01-02 12:00:00+01:00,279.0,1310.0,0.0,467.0,0.0,50.0,4961.0,676.0,392.0,216.0,767.0,0.0,452.0
2023-01-02 13:00:00+01:00,277.0,1313.0,0.0,425.0,0.0,50.0,4960.0,809.0,384.0,212.0,649.0,0.0,508.0
2023-01-02 14:00:00+01:00,268.0,1427.0,0.0,172.0,0.0,50.0,4961.0,733.0,452.0,209.0,615.0,0.0,658.0
2023-01-02 15:00:00+01:00,278.0,1617.0,0.0,125.0,0.0,49.0,4958.0,649.0,247.0,210.0,573.0,0.0,834.0
2023-01-02 16:00:00+01:00,281.0,1637.0,0.0,293.0,0.0,50.0,4956.0,640.0,39.0,211.0,485.0,0.0,943.0
2023-01-02 17:00:00+01:00,282.0,1800.0,0.0,692.0,0.0,50.0,4958.0,679.0,0.0,210.0,371.0,0.0,863.0
2023-01-02 18:00:00+01:00,279.0,2044.0,0.0,556.0,0.0,49.0,4959.0,710.0,0.0,214.0,278.0,0.0,766.0
2023-01-02 19:00:00+01:00,285.0,2032.0,0.0,446.0,0.0,50.0,4961.0,766.0,0.0,211.0,275.0,0.0,730.0
2023-01-02 20:00:00+01:00,279.0,1663.0,0.0,345.0,0.0,50.0,4957.0,636.0,0.0,213.0,278.0,0.0,809.0
2023-01-02 21:00:00+01:00,284.0,1357.0,0.0,0.0,140.0,49.0,4958.0,608.0,0.0,211.0,285.0,0.0,800.0
2023-01-02 22:00:00+01:00,281.0,1155.0,0.0,0.0,106.0,49.0,4960.0,576.0,0.0,217.0,343.0,0.0,757.0
2023-01-02 23:00:00+01:00,283.0,1194.0,0.0,0.0,207.0,49.0,4963.0,581.0,0.0,215.0,454.0,0.0,659.0
2023-01-03 00:00:00+01:00,286.0,1157.0,0.0,0.0,151.0,49.0,4966.0,563.0,0.0,216.0,275.0,0.0,521.0
2023-01-03 01:00:00+01:00,283.0,1203.0,0.0,0.0,413.0,49.0,4967.0,626.0,0.0,210.0,81.0,0.0,381.0
2023-01-03 02:00:00+01:00,283.0,1224.0,0.0,0.0,650.0,49.0,4968.0,636.0,0.0,213.0,25.0,1.0,351.0
2023-01-03 03:00:00+01:00,285.0,1098.0,0.0,0.0,746.0,48.0,4965.0,629.0,0.0,214.0,69.0,0.0,529.0
2023-01-03 04:00:00+01:00,286.0,1259.0,0.0,0.0,784.0,49.0,4964.0,518.0,0.0,210.0,135.0,0.0,657.0
2023-01-03 05:00:00+01:00,287.0,1617.0,0.0,0.0,665.0,49.0,4965.0,546.0,0.0,214.0,321.0,0.0,753.0
2023-01-03 06:00:00+01:00,288.0,1641.0,0.0,2.0,17.0,48.0,4964.0,704.0,0.0,213.0,593.0,0.0,823.0
2023-01-03 07:00:00+01:00,288.0,1674.0,0.0,277.0,0.0,48.0,4963.0,787.0,0.0,217.0,747.0,0.0,924.0
2023-01-03 08:00:00+01:00,284.0,1734.0,0.0,807.0,0.0,48.0,4964.0,870.0,0.0,219.0,1040.0,0.0,924.0
2023-01-03 09:00:00+01:00,287.0,1644.0,0.0,749.0,0.0,48.0,4960.0,841.0,92.0,217.0,1359.0,0.0,958.0
2023-01-03 10:00:00+01:00,288.0,1648.0,0.0,385.0,0.0,47.0,4957.0,686.0,310.0,217.0,1866.0,0.0,1031.0
2023-01-03 11:00:00+01:00,288.0,1671.0,0.0,0.0,99.0,49.0,4960.0,697.0,569.0,217.0,2020.0,0.0,1068.0
2023-01-03 12:00:00+01:00,289.0,1682.0,0.0,0.0,128.0,50.0,4962.0,781.0,834.0,212.0,1961.0,0.0,1127.0
2023-01-03 13:00:00+01:00,287.0,1637.0,0.0,0.0,62.0,49.0,4960.0,746.0,1008.0,224.0,2000.0,0.0,1184.0
2023-01-03 14:00:00+01:00,287.0,1639.0,0.0,0.0,135.0,47.0,4965.0,714.0,774.0,225.0,2141.0,0.0,1226.0
2023-01-03 15:00:00+01:00,285.0,1703.0,0.0,0.0,1.0,47.0,4962.0,755.0,372.0,226.0,2142.0,0.0,1289.0
2023-01-03 16:00:00+01:00,287.0,1743.0,0.0,91.0,0.0,48.0,4960.0,830.0,53.0,225.0,2153.0,0.0,1471.0
2023-01-03 17:00:00+01:00,284.0,1717.0,0.0,507.0,0.0,50.0,4959.0,872.0,0.0,226.0,2159.0,0.0,1656.0
2023-01-03 18:00:00+01:00,283.0,1672.0,0.0,307.0,0.0,51.0,4957.0,905.0,0.0,227.0,2167.0,0.0,1888.0
2023-01-03 19:00:00+01:00,283.0,1683.0,0.0,52.0,0.0,51.0,4956.0,823.0,0.0,229.0,2168.0,0.0,2025.0
2023-01-03 20:00:00+01:00,279.0,1661.0,0.0,155.0,0.0,51.0,4958.0,805.0,0.0,233.0,2163.0,0.0,2123.0
2023-01-03 21:00:00+01:00,282.0,1322.0,0.0,0.0,34.0,51.0,4959.0,783.0,0.0,231.0,2162.0,0.0,2224.0
2023-01-03 22:00:00+01:00,281.0,1139.0,0.0,0.0,4.0,51.0,4956.0,652.0,0.0,231.0,2168.0,0.0,2283.0
2023-01-03 23:00:00+01:00,280.0,1072.0,0.0,0.0,46.0,52.0,4955.0,619.0,0.0,231.0,2166.0,0.0,2309.0
2023-01-04 00:00:00+01:00,218.0,1067.0,0.0,0.0,38.0,51.0,4959.0,543.0,0.0,224.0,2126.0,0.0,2330.0
2023-01-04 01:00:00+01:00,159.0,1001.0,0.0,0.0,589.0,51.0,4960.0,535.0,0.0,226.0,2155.0,0.0,2322.0
2023-01-04 02:00:00+01:00,170.0,998.0,0.0,0.0,668.0,51.0,4958.0,521.0,0.0,226.0,2131.0,0.0,2294.0
2023-01-04 03:00:00+01:00,171.0,1013.0,0.0,0.0,710.0,51.0,4956.0,527.0,0.0,225.0,2157.0,0.0,2284.0
2023-01-04 04:00:00+01:00,171.0,979.0,0.0,0.0,739.0,52.0,4955.0,592.0,0.0,228.0,2161.0,0.0,2280.0
2023-01-04 05:00:00+01:00,170.0,967.0,0.0,0.0,726.0,52.0,4953.0,545.0,0.0,230.0,2149.0,0.0,2262.0
2023-01-04 06:00:00+01:00,211.0,948.0,0.0,0.0,376.0,53.0,4952.0,572.0,0.0,227.0,2136.0,0.0,2295.0
2023-01-04 07:00:00+01:00,277.0,965.0,0.0,1.0,52.0,52.0,4949.0,602.0,0.0,227.0,2136.0,0.0,2342.0
2023-01-04 08:00:00+01:00,283.0,1012.0,0.0,48.0,0.0,50.0,4951.0,675.0,0.0,227.0,2149.0,0.0,2301.0
2023-01-04 09:00:00+01:00,280.0,1023.0,0.0,208.0,0.0,49.0,4948.0,683.0,20.0,217.0,2160.0,0.0,2283.0
2023-01-04 10:00:00+01:00,278.0,1000.0,0.0,167.0,0.0,49.0,4945.0,760.0,92.0,215.0,2160.0,0.0,2302.0
2023-01-04 11:00:00+01:00,281.0,963.0,0.0,41.0,0.0,48.0,4944.0,751.0,189.0,214.0,2155.0,0.0,2315.0
2023-01-04 12:00:00+01:00,287.0,984.0,0.0,0.0,0.0,49.0,4940.0,747.0,236.0,216.0,2144.0,0.0,2282.0
2023-01-04 13:00:00+01:00,283.0,1015.0,0.0,0.0,1.0,51.0,4939.0,716.0,231.0,212.0,2153.0,0.0,2191.0
2023-01-04 14:00:00+01:00,284.0,1053.0,0.0,0.0,0.0,51.0,4939.0,782.0,206.0,218.0,2147.0,0.0,2142.0
2023-01-04 15:00:00+01:00,286.0,1012.0,0.0,0.0,77.0,52.0,4937.0,735.0,97.0,222.0,2148.0,0.0,2065.0
2023-01-04 16:00:00+01:00,272.0,997.0,0.0,0.0,24.0,52.0,4937.0,716.0,11.0,217.0,2133.0,0.0,2164.0
2023-01-04 17:00:00+01:00,280.0,1050.0,0.0,704.0,0.0,52.0,4934.0,657.0,0.0,223.0,2125.0,0.0,2255.0
2023-01-04 18:00:00+01:00,288.0,1123.0,0.0,719.0,0.0,52.0,4936.0,731.0,0.0,226.0,2142.0,0.0,2231.0
2023-01-04 19:00:00+01:00,274.0,1247.0,0.0,731.0,0.0,51.0,4935.0,706.0,0.0,223.0,2148.0,0.0,2149.0
2023-01-04 20:00:00+01:00,255.0,1137.0,0.0,277.0,0.0,51.0,4935.0,723.0,0.0,226.0,2121.0,0.0,2108.0
2023-01-04 21:00:00+01:00,270.0,1031.0,0.0,154.0,0.0,49.0,4938.0,685.0,0.0,226.0,2143.0,0.0,2068.0
2023-01-04 22:00:00+01:00,268.0,1024.0,0.0,62.0,0.0,49.0,4936.0,613.0,0.0,228.0,2142.0,0.0,1952.0
2023-01-04 23:00:00+01:00,258.0,1067.0,0.0,98.0,32.0,48.0,4942.0,675.0,0.0,227.0,2056.0,0.0,1903.0
2023-01-05 00:00:00+01:00,256.0,988.0,0.0,0.0,887.0,49.0,4945.0,532.0,0.0,223.0,2117.0,0.0,1894.0
2023-01-05 01:00:00+01:00,223.0,1010.0,0.0,0.0,781.0,50.0,4946.0,482.0,0.0,226.0,2134.0,0.0,1810.0
2023-01-05 02:00:00+01:00,166.0,1064.0,0.0,0.0,661.0,50.0,4947.0,502.0,0.0,225.0,2148.0,0.0,1785.0
2023-01-05 03:00:00+01:00,169.0,947.0,0.0,0.0,779.0,51.0,4952.0,529.0,0.0,222.0,2146.0,0.0,1691.0
2023-01-05 04:00:00+01:00,166.0,962.0,0.0,0.0,771.0,50.0,4951.0,517.0,0.0,212.0,2128.0,0.0,1577.0
2023-01-05 05:00:00+01:00,189.0,1014.0,0.0,0.0,364.0,51.0,4946.0,501.0,0.0,210.0,2091.0,0.0,1553.0
2023-01-05 06:00:00+01:00,260.0,1026.0,0.0,0.0,188.0,51.0,4944.0,525.0,0.0,211.0,1866.0,0.0,1443.0
2023-01-05 07:00:00+01:00,265.0,1152.0,0.0,0.0,112.0,50.0,4943.0,585.0,0.0,222.0,1977.0,0.0,1363.0
2023-01-05 08:00:00+01:00,250.0,1441.0,0.0,0.0,7.0,51.0,4946.0,637.0,0.0,226.0,1666.0,0.0,1305.0
2023-01-05 09:00:00+01:00,272.0,1644.0,0.0,109.0,0.0,51.0,4946.0,789.0,158.0,227.0,1323.0,0.0,1172.0
2023-01-05 10:00:00+01:00,274.0,1744.0,0.0,3.0,0.0,51.0,4940.0,804.0,435.0,228.0,1091.0,0.0,999.0
2023-01-05 11:00:00+01:00,287.0,1978.0,0.0,0.0,0.0,50.0,4940.0,734.0,628.0,218.0,1064.0,0.0,843.0
2023-01-05 12:00:00+01:00,281.0,2302.0,0.0,43.0,0.0,49.0,4946.0,740.0,754.0,223.0,1027.0,0.0,664.0
2023-01-05 13:00:00+01:00,267.0,2338.0,0.0,1.0,2.0,49.0,4941.0,748.0,536.0,225.0,1340.0,0.0,500.0
2023-01-05 14:00:00+01:00,266.0,2427.0,0.0,81.0,2.0,44.0,4940.0,797.0,362.0,227.0,1218.0,0.0,477.0
2023-01-05 15:00:00+01:00,267.0,2428.0,0.0,67.0,0.0,47.0,4939.0,866.0,162.0,224.0,1493.0,0.0,778.0
2023-01-05 16:00:00+01:00,269.0,2353.0,0.0,122.0,0.0,49.0,4935.0,849.0,27.0,226.0,1630.0,0.0,595.0
2023-01-05 17:00:00+01:00,271.0,2545.0,0.0,760.0,0.0,50.0,4934.0,870.0,0.0,226.0,1717.0,0.0,686.0
2023-01-05 18:00:00+01:00,265.0,2674.0,0.0,756.0,0.0,50.0,4935.0,958.0,0.0,229.0,1957.0,0.0,796.0
2023-01-05 19:00:00+01:00,251.0,2524.0,0.0,683.0,0.0,50.0,4936.0,925.0,0.0,225.0,2092.0,0.0,877.0
2023-01-05 20:00:00+01:00,263.0,2235.0,0.0,484.0,0.0,50.0,4936.0,790.0,0.0,231.0,2109.0,0.0,1057.0
2023-01-05 21:00:00+01:00,270.0,2096.0,0.0,288.0,0.0,50.0,4937.0,709.0,0.0,230.0,2004.0,0.0,1062.0
2023-01-05 22:00:00+01:00,273.0,1743.0,0.0,166.0,0.0,49.0,4938.0,719.0,0.0,228.0,2098.0,0.0,1073.0
2023-01-05 23:00:00+01:00,272.0,1597.0,0.0,25.0,1.0,49.0,4938.0,761.0,0.0,225.0,1971.0,0.0,1068.0
2023-01-06 00:00:00+01:00,272.0,1223.0,0.0,0.0,31.0,50.0,4939.0,624.0,0.0,226.0,2014.0,0.0,1136.0
2023-01-06 01:00:00+01:00,276.0,1099.0,0.0,0.0,562.0,50.0,4941.0,529.0,0.0,228.0,2119.0,0.0,1189.0
2023-01-06 02:00:00+01:00,277.0,1035.0,0.0,0.0,731.0,50.0,4941.0,511.0,0.0,225.0,2148.0,0.0,1354.0
2023-01-06 03:00:00+01:00,276.0,1035.0,0.0,0.0,760.0,50.0,4941.0,514.0,0.0,223.0,2169.0,0.0,1526.0
2023-01-06 04:00:00+01:00,281.0,1015.0,0.0,0.0,781.0,50.0,4941.0,521.0,0.0,225.0,2171.0,0.0,1682.0
2023-01-06 05:00:00+01:00,279.0,1012.0,0.0,0.0,760.0,49.0,4940.0,525.0,0.0,223.0,2164.0,0.0,1688.0
2023-01-06 06:00:00+01:00,276.0,1015.0,0.0,0.0,326.0,48.0,4939.0,549.0,0.0,227.0,2165.0,0.0,1752.0
2023-01-06 07:00:00+01:00,265.0,1153.0,0.0,89.0,1.0,47.0,4938.0,656.0,0.0,222.0,1805.0,0.0,1839.0
2023-01-06 08:00:00+01:00,266.0,1272.0,0.0,331.0,0.0,48.0,4936.0,817.0,0.0,226.0,1109.0,0.0,1691.0
2023-01-06 09:00:00+01:00,264.0,1267.0,0.0,154.0,0.0,48.0,4936.0,902.0,88.0,223.0,876.0,0.0,1367.0
2023-01-06 10:00:00+01:00,245.0,1243.0,0.0,19.0,0.0,48.0,4936.0,867.0,357.0,224.0,823.0,0.0,1098.0
2023-01-06 11:00:00+01:00,202.0,1261.0,0.0,108.0,0.0,48.0,4936.0,784.0,596.0,227.0,739.0,0.0,965.0
2023-01-06 12:00:00+01:00,190.0,1219.0,0.0,184.0,0.0,48.0,4941.0,878.0,692.0,224.0,872.0,0.0,908.0
2023-01-06 13:00:00+01:00,196.0,1214.0,0.0,0.0,0.0,49.0,4946.0,899.0,497.0,227.0,1010.0,0.0,862.0
2023-01-06 14:00:00+01:00,213.0,1288.0,0.0,118.0,0.0,50.0,4947.0,937.0,389.0,224.0,867.0,0.0,805.0
2023-01-06 15:00:00+01:00,210.0,1290.0,0.0,151.0,0.0,51.0,4952.0,977.0,217.0,226.0,563.0,0.0,788.0
2023-01-06 16:00:00+01:00,177.0,1220.0,0.0,72.0,0.0,50.0,4954.0,937.0,28.0,226.0,644.0,0.0,817.0
2023-01-06 17:00:00+01:00,118.0,1245.0,0.0,735.0,0.0,50.0,4950.0,909.0,0.0,225.0,674.0,0.0,1004.0
2023-01-06 18:00:00+01:00,84.0,1259.0,0.0,647.0,0.0,49.0,4950.0,898.0,0.0,223.0,1102.0,0.0,1246.0
2023-01-06 19:00:00+01:00,85.0,1143.0,0.0,433.0,0.0,49.0,4950.0,750.0,0.0,224.0,1603.0,0.0,1328.0
2023-01-06 20:00:00+01:00,86.0,1227.0,0.0,188.0,0.0,49.0,4949.0,688.0,0.0,225.0,1842.0,0.0,1406.0
2023-01-06 21:00:00+01:00,87.0,1238.0,0.0,4.0,37.0,49.0,4947.0,719.0,0.0,224.0,1997.0,0.0,1489.0
2023-01-06 22:00:00+01:00,83.0,1417.0,0.0,0.0,134.0,49.0,4947.0,579.0,0.0,227.0,2065.0,0.0,1515.0
2023-01-06 23:00:00+01:00,85.0,1296.0,0.0,0.0,152.0,49.0,4945.0,651.0,0.0,229.0,2006.0,0.0,1488.0
2023-01-07 00:00:00+01:00,87.0,1129.0,0.0,0.0,33.0,49.0,4944.0,528.0,0.0,230.0,2033.0,0.0,1432.0
2023-01-07 01:00:00+01:00,85.0,974.0,0.0,0.0,263.0,50.0,4945.0,510.0,0.0,233.0,2104.0,0.0,1347.0
2023-01-07 02:00:00+01:00,88.0,942.0,0.0,0.0,225.0,50.0,4946.0,509.0,0.0,239.0,2110.0,0.0,1310.0
2023-01-07 03:00:00+01:00,87.0,929.0,0.0,0.0,412.0,50.0,4948.0,519.0,0.0,242.0,2124.0,0.0,1324.0
2023-01-07 04:00:00+01:00,88.0,907.0,0.0,0.0,618.0,50.0,4949.0,515.0,0.0,244.0,2089.0,0.0,1378.0
2023-01-07 05:00:00+01:00,87.0,937.0,0.0,0.0,601.0,50.0,4949.0,511.0,0.0,244.0,2163.0,0.0,1343.0
2023-01-07 06:00:00+01:00,86.0,910.0,0.0,0.0,418.0,50.0,4950.0,560.0,0.0,244.0,2158.0,0.0,1361.0
2023-01-07 07:00:00+01:00,88.0,937.0,0.0,20.0,95.0,41.0,4950.0,603.0,0.0,244.0,2141.0,0.0,1403.0
2023-01-07 08:00:00+01:00,84.0,1095.0,0.0,734.0,0.0,50.0,4949.0,689.0,1.0,243.0,2133.0,0.0,1437.0
2023-01-07 09:00:00+01:00,82.0,949.0,0.0,665.0,0.0,49.0,4949.0,693.0,142.0,243.0,2122.0,0.0,1586.0
2023-01-07 10:00:00+01:00,82.0,967.0,0.0,108.0,0.0,49.0,4950.0,645.0,713.0,241.0,2068.0,0.0,1672.0
2023-01-07 11:00:00+01:00,84.0,973.0,0.0,0.0,209.0,50.0,4951.0,613.0,1218.0,240.0,2032.0,0.0,1823.0
2023-01-07 12:00:00+01:00,83.0,971.0,0.0,0.0,352.0,50.0,4950.0,582.0,1539.0,237.0,2046.0,0.0,1972.0
2023-01-07 13:00:00+01:00,83.0,958.0,0.0,0.0,645.0,51.0,4949.0,576.0,1262.0,237.0,2173.0,0.0,2008.0
2023-01-07 14:00:00+01:00,83.0,1012.0,0.0,6.0,99.0,51.0,4949.0,617.0,705.0,235.0,2187.0,0.0,2048.0
2023-01-07 15:00:00+01:00,82.0,988.0,0.0,0.0,125.0,51.0,4950.0,670.0,244.0,236.0,2187.0,0.0,1994.0
2023-01-07 16:00:00+01:00,82.0,831.0,0.0,0.0,241.0,51.0,4949.0,719.0,30.0,243.0,2155.0,0.0,2074.0
2023-01-07 17:00:00+01:00,77.0,794.0,0.0,406.0,0.0,51.0,4950.0,677.0,0.0,246.0,2186.0,0.0,2172.0
2023-01-07 18:00:00+01:00,80.0,800.0,0.0,354.0,0.0,51.0,4950.0,674.0,0.0,248.0,2178.0,0.0,2219.0
2023-01-07 19:00:00+01:00,79.0,816.0,0.0,0.0,114.0,51.0,4935.0,626.0,0.0,245.0,2189.0,0.0,2213.0
2023-01-07 20:00:00+01:00,80.0,830.0,0.0,160.0,0.0,51.0,4935.0,589.0,0.0,242.0,2192.0,0.0,2181.0
2023-01-07 21:00:00+01:00,85.0,834.0,0.0,70.0,0.0,51.0,4934.0,571.0,0.0,246.0,2169.0,0.0,2195.0
2023-01-07 22:00:00+01:00,83.0,830.0,0.0,30.0,0.0,49.0,4936.0,533.0,0.0,245.0,2141.0,0.0,2116.0
2023-01-07 23:00:00+01:00,88.0,825.0,0.0,68.0,0.0,49.0,4936.0,494.0,0.0,242.0,2006.0,0.0,1966.0
2023-01-08 00:00:00+01:00,85.0,827.0,0.0,146.0,0.0,49.0,4920.0,501.0,0.0,242.0,1472.0,0.0,1788.0
2023-01-08 01:00:00+01:00,83.0,930.0,0.0,34.0,8.0,49.0,4898.0,660.0,0.0,225.0,1347.0,0.0,1571.0
2023-01-08 02:00:00+01:00,83.0,825.0,0.0,0.0,704.0,49.0,4936.0,590.0,0.0,223.0,1672.0,0.0,1449.0
2023-01-08 03:00:00+01:00,83.0,805.0,0.0,0.0,771.0,50.0,4940.0,481.0,0.0,221.0,1739.0,0.0,1375.0
2023-01-08 04:00:00+01:00,86.0,775.0,0.0,0.0,693.0,51.0,4940.0,483.0,0.0,228.0,1833.0,0.0,1376.0
2023-01-08 05:00:00+01:00,85.0,801.0,0.0,0.0,749.0,51.0,4941.0,501.0,0.0,227.0,1913.0,0.0,1379.0
2023-01-08 06:00:00+01:00,86.0,807.0,0.0,0.0,688.0,51.0,4945.0,529.0,0.0,224.0,1882.0,0.0,1347.0
2023-01-08 07:00:00+01:00,84.0,818.0,0.0,0.0,225.0,51.0,4945.0,634.0,0.0,224.0,1878.0,0.0,1350.0
2023-01-08 08:00:00+01:00,83.0,829.0,0.0,0.0,9.0,51.0,4944.0,613.0,0.0,227.0,1972.0,0.0,1373.0
2023-01-08 09:00:00+01:00,83.0,849.0,0.0,103.0,0.0,50.0,4945.0,655.0,149.0,224.0,2000.0,0.0,1333.0
2023-01-08 10:00:00+01:00,82.0,839.0,0.0,0.0,48.0,50.0,4942.0,680.0,584.0,228.0,2005.0,0.0,1400.0
2023-01-08 11:00:00+01:00,82.0,843.0,0.0,0.0,248.0,50.0,4942.0,592.0,1361.0,223.0,1913.0,0.0,1468.0
2023-01-08 12:00:00+01:00,83.0,838.0,0.0,0.0,207.0,50.0,4939.0,569.0,1707.0,224.0,1953.0,0.0,1594.0
2023-01-08 13:00:00+01:00,78.0,831.0,0.0,0.0,120.0,49.0,4936.0,570.0,1332.0,219.0,2021.0,0.0,1721.0
2023-01-08 14:00:00+01:00,84.0,896.0,0.0,8.0,15.0,49.0,4937.0,576.0,953.0,224.0,2021.0,0.0,1666.0
2023-01-08 15:00:00+01:00,80.0,861.0,0.0,2.0,24.0,49.0,4938.0,619.0,399.0,224.0,2058.0,0.0,1493.0
2023-01-08 16:00:00+01:00,79.0,855.0,0.0,23.0,37.0,49.0,4939.0,626.0,62.0,215.0,2095.0,0.0,1645.0
2023-01-08 17:00:00+01:00,85.0,919.0,0.0,522.0,0.0,50.0,4939.0,639.0,0.0,212.0,2168.0,0.0,1674.0
2023-01-08 18:00:00+01:00,83.0,940.0,0.0,746.0,0.0,50.0,4939.0,716.0,0.0,212.0,2177.0,0.0,1699.0
2023-01-08 19:00:00+01:00,83.0,927.0,0.0,735.0,0.0,49.0,4939.0,641.0,0.0,213.0,2163.0,0.0,1675.0
2023-01-08 20:00:00+01:00,83.0,923.0,0.0,565.0,0.0,49.0,4936.0,661.0,0.0,214.0,2120.0,0.0,1631.0
