,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore
2023-01-02 21:00:00+01:00,0.0,205.0,207.0,2393.0,15186.0,0.0,66.0,22.0,694.0
2023-01-02 22:00:00+01:00,0.0,209.0,201.0,2370.0,14196.0,0.0,70.0,22.0,523.0
2023-01-02 23:00:00+01:00,0.0,208.0,200.0,2337.0,13191.0,0.0,70.0,24.0,530.0
2023-01-03 00:00:00+01:00,0.0,207.0,210.0,2301.0,12751.0,0.0,67.0,26.0,384.0
2023-01-03 01:00:00+01:00,0.0,206.0,206.0,2262.0,11486.0,0.0,69.0,31.0,436.0
2023-01-03 02:00:00+01:00,0.0,211.0,206.0,2286.0,10997.0,0.0,69.0,34.0,503.0
2023-01-03 03:00:00+01:00,0.0,205.0,207.0,2261.0,10542.0,0.0,70.0,35.0,443.0
2023-01-03 04:00:00+01:00,0.0,207.0,211.0,2277.0,10631.0,0.0,71.0,35.0,409.0
2023-01-03 05:00:00+01:00,0.0,209.0,210.0,2274.0,11761.0,0.0,67.0,33.0,463.0
2023-01-03 06:00:00+01:00,0.0,214.0,229.0,2341.0,14315.0,0.0,69.0,26.0,563.0
2023-01-03 07:00:00+01:00,0.0,211.0,425.0,2357.0,17021.0,0.0,62.0,21.0,607.0
2023-01-03 08:00:00+01:00,0.0,210.0,523.0,2395.0,17393.0,0.0,64.0,18.0,567.0
2023-01-03 09:00:00+01:00,0.0,200.0,506.0,2442.0,17328.0,0.0,67.0,17.0,736.0
2023-01-03 10:00:00+01:00,0.0,211.0,520.0,2418.0,17551.0,0.0,67.0,18.0,741.0
2023-01-03 11:00:00+01:00,0.0,212.0,483.0,2421.0,17344.0,0.0,64.0,17.0,831.0
2023-01-03 12:00:00+01:00,0.0,210.0,391.0,2367.0,17093.0,0.0,61.0,16.0,835.0
2023-01-03 13:00:00+01:00,0.0,212.0,381.0,2365.0,17426.0,0.0,62.0,17.0,805.0
2023-01-03 14:00:00+01:00,0.0,211.0,489.0,2403.0,18235.0,0.0,62.0,18.0,833.0
2023-01-03 15:00:00+01:00,0.0,213.0,542.0,2483.0,18376.0,0.0,64.0,18.0,932.0
2023-01-03 16:00:00+01:00,0.0,212.0,535.0,2490.0,18697.0,0.0,63.0,21.0,1166.0
2023-01-03 17:00:00+01:00,0.0,212.0,544.0,2474.0,19291.0,0.0,61.0,20.0,1412.0
2023-01-03 18:00:00+01:00,0.0,202.0,538.0,2467.0,18617.0,0.0,65.0,21.0,1610.0
2023-01-03 19:00:00+01:00,0.0,212.0,272.0,2411.0,17603.0,0.0,63.0,21.0,1817.0
2023-01-03 20:00:00+01:00,0.0,211.0,210.0,2392.0,16162.0,0.0,65.0,21.0,2036.0
2023-01-03 21:00:00+01:00,0.0,202.0,212.0,2395.0,14171.0,0.0,66.0,25.0,2308.0
2023-01-03 22:00:00+01:00,0.0,204.0,210.0,2354.0,12253.0,0.0,64.0,27.0,2547.0
2023-01-03 23:00:00+01:00,0.0,205.0,203.0,2328.0,10466.0,0.0,67.0,28.0,2801.0
2023-01-04 00:00:00+01:00,0.0,202.0,141.0,2303.0,9536.0,0.0,68.0,28.0,2955.0
2023-01-04 01:00:00+01:00,0.0,202.0,134.0,2278.0,8681.0,0.0,69.0,28.0,3121.0
2023-01-04 02:00:00+01:00,0.0,203.0,124.0,2272.0,7885.0,0.0,72.0,28.0,3285.0
2023-01-04 03:00:00+01:00,0.0,203.0,124.0,2248.0,7668.0,0.0,71.0,28.0,3396.0
2023-01-04 04:00:00+01:00,0.0,203.0,125.0,2254.0,7673.0,0.0,70.0,28.0,3483.0
2023-01-04 05:00:00+01:00,0.0,203.0,126.0,2262.0,7716.0,0.0,71.0,28.0,3546.0
2023-01-04 06:00:00+01:00,0.0,204.0,139.0,2282.0,9055.0,0.0,70.0,25.0,3589.0
2023-01-04 07:00:00+01:00,0.0,204.0,204.0,2291.0,11182.0,0.0,68.0,27.0,3746.0
2023-01-04 08:00:00+01:00,0.0,204.0,205.0,2307.0,11678.0,0.0,60.0,23.0,3826.0
2023-01-04 09:00:00+01:00,0.0,204.0,209.0,2316.0,12475.0,0.0,64.0,27.0,3893.0
2023-01-04 10:00:00+01:00,0.0,203.0,199.0,2410.0,12748.0,0.0,61.0,24.0,3944.0
2023-01-04 11:00:00+01:00,0.0,209.0,208.0,2360.0,12457.0,0.0,68.0,23.0,3943.0
2023-01-04 12:00:00+01:00,0.0,204.0,210.0,2374.0,12482.0,0.0,68.0,26.0,3912.0
2023-01-04 13:00:00+01:00,0.0,204.0,206.0,2362.0,12940.0,0.0,69.0,26.0,3902.0
2023-01-04 14:00:00+01:00,0.0,204.0,206.0,2375.0,12559.0,0.0,68.0,21.0,3889.0
2023-01-04 15:00:00+01:00,0.0,206.0,210.0,2422.0,12401.0,0.0,70.0,23.0,3786.0
2023-01-04 16:00:00+01:00,0.0,204.0,211.0,2419.0,12454.0,0.0,68.0,24.0,3799.0
2023-01-04 17:00:00+01:00,0.0,206.0,212.0,2416.0,12630.0,0.0,69.0,25.0,3753.0
2023-01-04 18:00:00+01:00,0.0,203.0,211.0,2403.0,12430.0,0.0,69.0,28.0,3715.0
2023-01-04 19:00:00+01:00,0.0,204.0,173.0,2384.0,12072.0,0.0,68.0,28.0,3638.0
2023-01-04 20:00:00+01:00,0.0,206.0,156.0,2361.0,11693.0,0.0,68.0,27.0,3579.0
2023-01-04 21:00:00+01:00,0.0,203.0,138.0,2358.0,11116.0,0.0,69.0,30.0,3499.0
2023-01-04 22:00:00+01:00,0.0,203.0,131.0,2305.0,10475.0,0.0,69.0,30.0,3303.0
2023-01-04 23:00:00+01:00,0.0,203.0,127.0,2298.0,9002.0,0.0,70.0,29.0,3138.0
2023-01-05 00:00:00+01:00,0.0,202.0,127.0,2252.0,8429.0,0.0,70.0,28.0,2773.0
2023-01-05 01:00:00+01:00,0.0,202.0,128.0,2240.0,8281.0,0.0,71.0,28.0,2706.0
2023-01-05 02:00:00+01:00,0.0,202.0,126.0,2204.0,8143.0,0.0,70.0,28.0,2575.0
2023-01-05 03:00:00+01:00,0.0,202.0,125.0,2202.0,7946.0,0.0,69.0,28.0,2514.0
2023-01-05 04:00:00+01:00,0.0,203.0,124.0,2203.0,8115.0,0.0,71.0,28.0,2488.0
2023-01-05 05:00:00+01:00,0.0,205.0,144.0,2236.0,9037.0,0.0,68.0,28.0,2476.0
2023-01-05 06:00:00+01:00,0.0,208.0,152.0,2294.0,10956.0,0.0,68.0,26.0,2504.0
2023-01-05 07:00:00+01:00,0.0,205.0,288.0,2366.0,13354.0,0.0,62.0,24.0,2624.0
2023-01-05 08:00:00+01:00,0.0,204.0,311.0,2387.0,14488.0,0.0,62.0,29.0,2667.0
2023-01-05 09:00:00+01:00,0.0,204.0,321.0,2402.0,15784.0,0.0,67.0,28.0,2747.0
2023-01-05 10:00:00+01:00,0.0,206.0,342.0,2413.0,16403.0,0.0,63.0,29.0,2826.0
2023-01-05 11:00:00+01:00,0.0,209.0,340.0,2384.0,16946.0,0.0,65.0,24.0,3022.0
2023-01-05 12:00:00+01:00,0.0,209.0,363.0,2391.0,16800.0,0.0,60.0,19.0,3024.0
2023-01-05 13:00:00+01:00,0.0,213.0,420.0,2407.0,16489.0,0.0,63.0,18.0,3177.0
2023-01-05 14:00:00+01:00,0.0,211.0,491.0,2414.0,17002.0,0.0,65.0,17.0,3296.0
2023-01-05 15:00:00+01:00,0.0,211.0,524.0,2421.0,18063.0,0.0,59.0,19.0,3306.0
2023-01-05 16:00:00+01:00,0.0,211.0,661.0,2408.0,18220.0,0.0,69.0,22.0,3411.0
2023-01-05 17:00:00+01:00,0.0,214.0,847.0,2388.0,17908.0,0.0,67.0,23.0,3520.0
2023-01-05 18:00:00+01:00,0.0,203.0,832.0,2384.0,17758.0,0.0,69.0,22.0,3641.0
2023-01-05 19:00:00+01:00,0.0,213.0,810.0,2371.0,17668.0,0.0,66.0,22.0,3751.0
2023-01-05 20:00:00+01:00,0.0,214.0,564.0,2352.0,17386.0,0.0,66.0,20.0,3821.0
2023-01-05 21:00:00+01:00,0.0,203.0,473.0,2345.0,16518.0,0.0,68.0,20.0,3888.0
2023-01-05 22:00:00+01:00,0.0,214.0,387.0,2297.0,15471.0,0.0,66.0,22.0,3902.0
2023-01-05 23:00:00+01:00,0.0,214.0,302.0,2268.0,12700.0,0.0,68.0,20.0,3899.0
2023-01-06 00:00:00+01:00,0.0,210.0,177.0,2260.0,10959.0,0.0,71.0,25.0,3950.0
2023-01-06 01:00:00+01:00,0.0,210.0,125.0,2213.0,9745.0,0.0,69.0,25.0,3939.0
2023-01-06 02:00:00+01:00,0.0,214.0,122.0,2188.0,8862.0,0.0,69.0,25.0,3890.0
2023-01-06 03:00:00+01:00,0.0,212.0,123.0,2188.0,8099.0,0.0,64.0,25.0,3895.0
2023-01-06 04:00:00+01:00,0.0,212.0,122.0,2176.0,7951.0,0.0,67.0,25.0,3937.0
2023-01-06 05:00:00+01:00,0.0,209.0,125.0,2182.0,8151.0,0.0,63.0,27.0,3850.0
2023-01-06 06:00:00+01:00,0.0,213.0,143.0,2247.0,9520.0,0.0,68.0,25.0,3867.0
2023-01-06 07:00:00+01:00,0.0,209.0,195.0,2282.0,11700.0,0.0,63.0,26.0,3750.0
2023-01-06 08:00:00+01:00,0.0,208.0,250.0,2293.0,14011.0,0.0,64.0,22.0,3558.0
2023-01-06 09:00:00+01:00,0.0,205.0,298.0,2360.0,14106.0,0.0,63.0,20.0,3159.0
2023-01-06 10:00:00+01:00,0.0,214.0,299.0,2357.0,14032.0,0.0,59.0,23.0,2966.0
2023-01-06 11:00:00+01:00,0.0,215.0,300.0,2354.0,14236.0,0.0,68.0,23.0,2937.0
2023-01-06 12:00:00+01:00,0.0,210.0,298.0,2335.0,14337.0,0.0,66.0,23.0,3015.0
2023-01-06 13:00:00+01:00,0.0,214.0,298.0,2318.0,13539.0,0.0,67.0,21.0,3154.0
2023-01-06 14:00:00+01:00,0.0,214.0,315.0,2329.0,14646.0,0.0,68.0,24.0,3240.0
2023-01-06 15:00:00+01:00,0.0,214.0,371.0,2344.0,15874.0,0.0,69.0,22.0,3320.0
2023-01-06 16:00:00+01:00,0.0,214.0,378.0,2354.0,16533.0,0.0,69.0,20.0,3412.0
2023-01-06 17:00:00+01:00,0.0,217.0,459.0,2355.0,16999.0,0.0,75.0,20.0,3486.0
2023-01-06 18:00:00+01:00,0.0,207.0,480.0,2336.0,16827.0,0.0,70.0,20.0,3425.0
2023-01-06 19:00:00+01:00,0.0,220.0,462.0,2321.0,16049.0,0.0,63.0,20.0,3576.0
2023-01-06 20:00:00+01:00,0.0,221.0,425.0,2315.0,14835.0,0.0,64.0,20.0,3440.0
2023-01-06 21:00:00+01:00,0.0,213.0,296.0,2300.0,14472.0,0.0,68.0,20.0,3462.0
2023-01-06 22:00:00+01:00,0.0,221.0,294.0,2275.0,14066.0,0.0,64.0,26.0,3366.0
2023-01-06 23:00:00+01:00,0.0,221.0,300.0,2267.0,12582.0,0.0,66.0,24.0,3302.0
2023-01-07 00:00:00+01:00,0.0,220.0,195.0,2204.0,10512.0,0.0,66.0,24.0,3208.0
2023-01-07 01:00:00+01:00,0.0,223.0,144.0,2188.0,9208.0,0.0,68.0,30.0,2919.0
2023-01-07 02:00:00+01:00,0.0,221.0,139.0,2155.0,8775.0,0.0,69.0,33.0,2712.0
2023-01-07 03:00:00+01:00,0.0,217.0,138.0,2163.0,7918.0,0.0,65.0,34.0,2810.0
2023-01-07 04:00:00+01:00,0.0,221.0,139.0,2166.0,7630.0,0.0,69.0,31.0,3009.0
2023-01-07 05:00:00+01:00,0.0,217.0,142.0,2181.0,7684.0,0.0,71.0,31.0,3049.0
2023-01-07 06:00:00+01:00,0.0,217.0,143.0,2167.0,7949.0,0.0,66.0,32.0,3268.0
2023-01-07 07:00:00+01:00,0.0,214.0,203.0,2202.0,9536.0,0.0,56.0,38.0,3327.0
2023-01-07 08:00:00+01:00,0.0,216.0,203.0,2282.0,10284.0,0.0,61.0,39.0,3246.0
2023-01-07 09:00:00+01:00,0.0,211.0,203.0,2295.0,11052.0,0.0,64.0,38.0,3063.0
2023-01-07 10:00:00+01:00,0.0,211.0,202.0,2307.0,10981.0,0.0,68.0,39.0,2956.0
2023-01-07 11:00:00+01:00,0.0,208.0,204.0,2335.0,10684.0,0.0,68.0,38.0,2799.0
2023-01-07 12:00:00+01:00,0.0,205.0,203.0,2370.0,10547.0,0.0,71.0,42.0,2797.0
2023-01-07 13:00:00+01:00,0.0,203.0,203.0,2371.0,10221.0,0.0,66.0,41.0,2898.0
2023-01-07 14:00:00+01:00,0.0,205.0,203.0,2369.0,10426.0,0.0,68.0,41.0,3058.0
2023-01-07 15:00:00+01:00,0.0,205.0,203.0,2359.0,10524.0,0.0,66.0,40.0,3465.0
2023-01-07 16:00:00+01:00,0.0,204.0,202.0,2376.0,10884.0,0.0,65.0,42.0,3761.0
2023-01-07 17:00:00+01:00,0.0,206.0,202.0,2364.0,11044.0,0.0,68.0,42.0,3922.0
2023-01-07 18:00:00+01:00,0.0,209.0,200.0,2347.0,11549.0,0.0,67.0,42.0,3913.0
2023-01-07 19:00:00+01:00,0.0,209.0,198.0,2314.0,10518.0,0.0,66.0,42.0,3884.0
2023-01-07 20:00:00+01:00,0.0,204.0,194.0,2326.0,8832.0,0.0,66.0,42.0,3910.0
2023-01-07 21:00:00+01:00,0.0,204.0,134.0,2271.0,7509.0,0.0,66.0,42.0,3904.0
2023-01-07 22:00:00+01:00,0.0,204.0,109.0,2228.0,6327.0,0.0,66.0,42.0,3929.0
2023-01-07 23:00:00+01:00,0.0,205.0,91.0,2213.0,5510.0,0.0,70.0,40.0,3875.0
2023-01-08 00:00:00+01:00,0.0,208.0,60.0,2176.0,4478.0,0.0,64.0,40.0,3898.0
2023-01-08 01:00:00+01:00,0.0,209.0,69.0,2145.0,4198.0,0.0,66.0,40.0,3897.0
2023-01-08 02:00:00+01:00,0.0,211.0,58.0,2177.0,4079.0,0.0,61.0,40.0,3919.0
2023-01-08 03:00:00+01:00,0.0,210.0,58.0,2210.0,3886.0,0.0,62.0,40.0,3856.0
2023-01-08 04:00:00+01:00,0.0,209.0,57.0,2200.0,4020.0,0.0,64.0,41.0,3874.0
2023-01-08 05:00:00+01:00,0.0,212.0,58.0,2207.0,4176.0,0.0,63.0,39.0,3846.0
2023-01-08 06:00:00+01:00,0.0,214.0,58.0,2247.0,4283.0,0.0,60.0,40.0,3773.0
2023-01-08 07:00:00+01:00,0.0,211.0,59.0,2320.0,4214.0,0.0,58.0,40.0,3753.0
2023-01-08 08:00:00+01:00,0.0,211.0,70.0,2379.0,5437.0,0.0,56.0,40.0,3695.0
2023-01-08 09:00:00+01:00,0.0,212.0,70.0,2401.0,7531.0,0.0,56.0,41.0,3637.0
2023-01-08 10:00:00+01:00,0.0,210.0,87.0,2466.0,9506.0,0.0,55.0,40.0,3667.0
2023-01-08 11:00:00+01:00,0.0,211.0,103.0,2524.0,10359.0,0.0,55.0,40.0,3632.0
2023-01-08 12:00:00+01:00,0.0,211.0,104.0,2545.0,10281.0,0.0,57.0,36.0,3720.0
2023-01-08 13:00:00+01:00,0.0,213.0,104.0,2574.0,10365.0,0.0,60.0,36.0,3661.0
2023-01-08 14:00:00+01:00,0.0,208.0,104.0,2596.0,10803.0,0.0,58.0,38.0,3597.0
2023-01-08 15:00:00+01:00,0.0,207.0,100.0,2626.0,11207.0,0.0,60.0,39.0,3290.0
2023-01-08 16:00:00+01:00,0.0,208.0,103.0,2679.0,12911.0,0.0,58.0,34.0,2946.0
2023-01-08 17:00:00+01:00,0.0,206.0,105.0,2688.0,13839.0,0.0,56.0,33.0,2984.0
2023-01-08 18:00:00+01:00,0.0,212.0,101.0,2685.0,13186.0,0.0,54.0,29.0,3248.0
2023-01-08 19:00:00+01:00,0.0,212.0,102.0,2654.0,12418.0,0.0,56.0,33.0,3238.0
2023-01-08 20:00:00+01:00,0.0,209.0,103.0,2633.0,11652.0,0.0,62.0,36.0,3190.0
2023-01-08 21:00:00+01:00,0.0,207.0,107.0,2626.0,11303.0,0.0,58.0,38.0,3157.0
2023-01-08 22:00:00+01:00,0.0,208.0,108.0,2615.0,11140.0,0.0,56.0,39.0,3249.0
2023-01-08 23:00:00+01:00,0.0,210.0,108.0,2596.0,8963.0,0.0,57.0,37.0,3414.0
2023-01-09 00:00:00+01:00,0.0,207.0,86.0,2580.0,7095.0,0.0,63.0,38.0,3524.0
2023-01-09 01:00:00+01:00,0.0,203.0,78.0,2522.0,5924.0,0.0,63.0,40.0,3583.0
2023-01-09 02:00:00+01:00,0.0,203.0,79.0,2508.0,5099.0,0.0,65.0,39.0,3564.0
2023-01-09 03:00:00+01:00,0.0,203.0,80.0,2518.0,4450.0,0.0,69.0,41.0,3579.0
2023-01-09 04:00:00+01:00,0.0,206.0,79.0,2533.0,5058.0,0.0,64.0,40.0,3604.0
2023-01-09 05:00:00+01:00,0.0,206.0,82.0,2541.0,7625.0,0.0,65.0,36.0,3549.0
2023-01-09 06:00:00+01:00,0.0,204.0,169.0,2596.0,11176.0,0.0,79.0,34.0,3524.0
2023-01-09 07:00:00+01:00,0.0,204.0,393.0,2656.0,15134.0,0.0,67.0,26.0,3257.0
2023-01-09 08:00:00+01:00,0.0,209.0,733.0,2718.0,16546.0,0.0,68.0,23.0,3058.0
2023-01-09 09:00:00+01:00,0.0,210.0,791.0,2737.0,16873.0,0.0,66.0,23.0,3057.0
2023-01-09 10:00:00+01:00,0.0,212.0,664.0,2737.0,17051.0,0.0,65.0,22.0,2924.0
2023-01-09 11:00:00+01:00,0.0,192.0,873.0,2760.0,17228.0,0.0,66.0,25.0,2749.0
2023-01-09 12:00:00+01:00,0.0,181.0,777.0,2763.0,16562.0,0.0,70.0,21.0,2742.0
2023-01-09 13:00:00+01:00,0.0,192.0,777.0,2772.0,16433.0,0.0,70.0,23.0,2688.0
2023-01-09 14:00:00+01:00,0.0,192.0,852.0,2778.0,17257.0,0.0,72.0,26.0,2680.0
2023-01-09 15:00:00+01:00,0.0,192.0,885.0,2785.0,17448.0,0.0,73.0,24.0,2660.0
2023-01-09 16:00:00+01:00,0.0,196.0,913.0,2808.0,17811.0,0.0,70.0,24.0,2853.0
2023-01-09 17:00:00+01:00,0.0,213.0,921.0,2834.0,18335.0,0.0,68.0,26.0,2649.0
2023-01-09 18:00:00+01:00,0.0,213.0,917.0,2840.0,18202.0,0.0,65.0,24.0,2582.0
2023-01-09 19:00:00+01:00,0.0,213.0,909.0,2828.0,17636.0,0.0,64.0,24.0,2434.0
2023-01-09 20:00:00+01:00,0.0,213.0,811.0,2819.0,17165.0,0.0,67.0,25.0,2400.0
2023-01-09 21:00:00+01:00,0.0,206.0,510.0,2805.0,16190.0,0.0,68.0,25.0,2347.0
2023-01-09 22:00:00+01:00,0.0,214.0,398.0,2801.0,14756.0,0.0,69.0,22.0,2296.0
2023-01-09 23:00:00+01:00,0.0,214.0,273.0,2755.0,12288.0,0.0,71.0,22.0,2330.0
2023-01-10 00:00:00+01:00,0.0,213.0,197.0,2713.0,10803.0,0.0,70.0,23.0,2354.0
2023-01-10 01:00:00+01:00,0.0,212.0,186.0,2644.0,9165.0,0.0,68.0,32.0,2370.0
2023-01-10 02:00:00+01:00,0.0,214.0,188.0,2642.0,9063.0,0.0,63.0,32.0,2306.0
2023-01-10 03:00:00+01:00,0.0,210.0,186.0,2607.0,8858.0,0.0,63.0,35.0,2245.0
2023-01-10 04:00:00+01:00,0.0,207.0,206.0,2611.0,9091.0,0.0,60.0,37.0,2200.0
2023-01-10 05:00:00+01:00,0.0,210.0,343.0,2640.0,11256.0,0.0,62.0,31.0,2153.0
2023-01-10 06:00:00+01:00,0.0,214.0,485.0,2667.0,14931.0,0.0,63.0,31.0,2206.0
2023-01-10 07:00:00+01:00,0.0,208.0,748.0,2749.0,17315.0,0.0,63.0,25.0,2125.0
2023-01-10 08:00:00+01:00,0.0,203.0,882.0,2757.0,17807.0,0.0,64.0,22.0,2042.0
2023-01-10 09:00:00+01:00,0.0,192.0,865.0,2728.0,17635.0,0.0,71.0,19.0,1970.0
2023-01-10 10:00:00+01:00,0.0,202.0,691.0,2717.0,17789.0,0.0,70.0,14.0,1963.0
2023-01-10 11:00:00+01:00,0.0,205.0,498.0,2732.0,16971.0,0.0,62.0,23.0,1962.0
2023-01-10 12:00:00+01:00,0.0,205.0,462.0,2736.0,16288.0,0.0,59.0,19.0,1886.0
2023-01-10 13:00:00+01:00,0.0,207.0,438.0,2737.0,16251.0,0.0,59.0,18.0,1909.0
2023-01-10 14:00:00+01:00,0.0,204.0,438.0,2725.0,16614.0,0.0,59.0,23.0,1942.0
2023-01-10 15:00:00+01:00,0.0,208.0,482.0,2737.0,17154.0,0.0,63.0,25.0,2057.0
2023-01-10 16:00:00+01:00,0.0,210.0,488.0,2750.0,17225.0,0.0,63.0,23.0,2233.0
2023-01-10 17:00:00+01:00,0.0,206.0,486.0,2810.0,16980.0,0.0,63.0,19.0,2419.0
2023-01-10 18:00:00+01:00,0.0,194.0,470.0,2802.0,15453.0,0.0,65.0,20.0,2584.0
2023-01-10 19:00:00+01:00,0.0,206.0,294.0,2793.0,13488.0,0.0,65.0,21.0,2665.0
2023-01-10 20:00:00+01:00,0.0,202.0,204.0,2776.0,11203.0,0.0,68.0,20.0,2696.0
2023-01-10 21:00:00+01:00,0.0,191.0,200.0,2737.0,9804.0,0.0,64.0,22.0,2687.0
2023-01-10 22:00:00+01:00,0.0,192.0,153.0,2704.0,8203.0,0.0,65.0,26.0,2729.0
2023-01-10 23:00:00+01:00,0.0,191.0,130.0,2612.0,6659.0,0.0,66.0,33.0,2787.0
2023-01-11 00:00:00+01:00,0.0,191.0,113.0,2531.0,5827.0,0.0,65.0,32.0,2927.0
2023-01-11 01:00:00+01:00,0.0,190.0,112.0,2462.0,4841.0,0.0,64.0,30.0,3161.0
2023-01-11 02:00:00+01:00,0.0,191.0,100.0,2454.0,4177.0,0.0,66.0,27.0,3220.0
2023-01-11 03:00:00+01:00,0.0,191.0,93.0,2467.0,4176.0,0.0,71.0,27.0,3070.0
2023-01-11 04:00:00+01:00,0.0,192.0,93.0,2483.0,4383.0,0.0,68.0,26.0,2680.0
2023-01-11 05:00:00+01:00,0.0,193.0,84.0,2504.0,4832.0,0.0,69.0,27.0,3523.0
2023-01-11 06:00:00+01:00,0.0,195.0,107.0,2575.0,6970.0,0.0,66.0,25.0,3804.0
2023-01-11 07:00:00+01:00,0.0,195.0,169.0,2677.0,10233.0,0.0,66.0,22.0,3856.0
2023-01-11 08:00:00+01:00,0.0,194.0,298.0,2752.0,12574.0,0.0,65.0,22.0,3724.0
