,Biomass_Actual Aggregated,Fossil Gas_Actual Aggregated,Hydro Pumped Storage_Actual Aggregated,Hydro Pumped Storage_Actual Consumption,Hydro Run-of-river and poundage_Actual Aggregated,Other_Actual Aggregated,Solar_Actual Aggregated,Waste_Actual Aggregated,Wind Onshore_Actual Aggregated
2023-01-02 17:00:00+02:00,34.0,26.0,190.0,0.0,91.0,9.0,0.0,38.0,392.0
2023-01-02 18:00:00+02:00,34.0,26.0,181.0,0.0,88.0,10.0,0.0,38.0,443.0
2023-01-02 19:00:00+02:00,34.0,26.0,119.0,0.0,88.0,10.0,0.0,38.0,492.0
2023-01-02 20:00:00+02:00,34.0,27.0,113.0,0.0,88.0,10.0,0.0,38.0,521.0
2023-01-02 21:00:00+02:00,34.0,26.0,0.0,68.0,88.0,9.0,0.0,38.0,545.0
2023-01-02 22:00:00+02:00,34.0,26.0,0.0,86.0,88.0,9.0,0.0,38.0,535.0
2023-01-02 23:00:00+02:00,34.0,26.0,0.0,0.0,47.0,10.0,0.0,39.0,549.0
2023-01-03 00:00:00+02:00,34.0,26.0,0.0,0.0,47.0,9.0,0.0,40.0,549.0
2023-01-03 01:00:00+02:00,34.0,26.0,0.0,221.0,47.0,8.0,0.0,49.0,560.0
2023-01-03 02:00:00+02:00,34.0,26.0,0.0,222.0,47.0,8.0,0.0,54.0,558.0
2023-01-03 03:00:00+02:00,34.0,26.0,0.0,433.0,47.0,9.0,0.0,55.0,555.0
2023-01-03 04:00:00+02:00,34.0,26.0,0.0,434.0,50.0,8.0,0.0,56.0,528.0
2023-01-03 05:00:00+02:00,34.0,26.0,0.0,430.0,50.0,8.0,0.0,55.0,530.0
2023-01-03 06:00:00+02:00,34.0,26.0,0.0,28.0,50.0,9.0,0.0,55.0,563.0
2023-01-03 07:00:00+02:00,34.0,26.0,34.0,0.0,90.0,9.0,0.0,54.0,566.0
2023-01-03 08:00:00+02:00,34.0,26.0,196.0,0.0,96.0,8.0,0.0,54.0,569.0
2023-01-03 09:00:00+02:00,34.0,26.0,193.0,0.0,96.0,9.0,5.0,54.0,567.0
2023-01-03 10:00:00+02:00,34.0,27.0,178.0,0.0,96.0,9.0,15.0,54.0,560.0
2023-01-03 11:00:00+02:00,34.0,26.0,191.0,0.0,96.0,10.0,20.0,54.0,548.0
2023-01-03 12:00:00+02:00,34.0,26.0,202.0,0.0,96.0,10.0,28.0,54.0,532.0
2023-01-03 13:00:00+02:00,34.0,26.0,202.0,0.0,98.0,9.0,24.0,54.0,515.0
2023-01-03 14:00:00+02:00,34.0,26.0,250.0,0.0,98.0,9.0,14.0,54.0,477.0
2023-01-03 15:00:00+02:00,34.0,26.0,454.0,0.0,98.0,9.0,4.0,54.0,423.0
2023-01-03 16:00:00+02:00,34.0,26.0,407.0,0.0,98.0,9.0,0.0,54.0,426.0
2023-01-03 17:00:00+02:00,34.0,26.0,401.0,0.0,98.0,10.0,0.0,54.0,423.0
2023-01-03 18:00:00+02:00,34.0,26.0,404.0,0.0,98.0,9.0,0.0,54.0,384.0
2023-01-03 19:00:00+02:00,34.0,26.0,465.0,0.0,98.0,9.0,0.0,54.0,331.0
2023-01-03 20:00:00+02:00,34.0,26.0,351.0,0.0,98.0,9.0,0.0,54.0,320.0
2023-01-03 21:00:00+02:00,34.0,26.0,51.0,0.0,98.0,9.0,0.0,55.0,257.0
2023-01-03 22:00:00+02:00,34.0,26.0,0.0,0.0,98.0,9.0,0.0,55.0,239.0
2023-01-03 23:00:00+02:00,34.0,26.0,0.0,0.0,98.0,9.0,0.0,55.0,202.0
2023-01-04 00:00:00+02:00,34.0,26.0,0.0,0.0,92.0,9.0,0.0,55.0,149.0
2023-01-04 01:00:00+02:00,34.0,25.0,0.0,304.0,94.0,9.0,0.0,56.0,130.0
2023-01-04 02:00:00+02:00,34.0,25.0,0.0,443.0,94.0,9.0,0.0,56.0,120.0
2023-01-04 03:00:00+02:00,34.0,26.0,0.0,442.0,88.0,9.0,0.0,56.0,91.0
2023-01-04 04:00:00+02:00,34.0,26.0,0.0,442.0,88.0,9.0,0.0,55.0,87.0
2023-01-04 05:00:00+02:00,34.0,26.0,0.0,404.0,93.0,8.0,0.0,55.0,66.0
2023-01-04 06:00:00+02:00,34.0,26.0,62.0,0.0,94.0,9.0,0.0,55.0,47.0
2023-01-04 07:00:00+02:00,34.0,26.0,174.0,0.0,97.0,9.0,0.0,55.0,48.0
2023-01-04 08:00:00+02:00,34.0,26.0,338.0,0.0,97.0,9.0,0.0,55.0,80.0
2023-01-04 09:00:00+02:00,34.0,27.0,267.0,0.0,96.0,9.0,10.0,55.0,105.0
2023-01-04 10:00:00+02:00,34.0,26.0,248.0,0.0,96.0,9.0,34.0,55.0,112.0
2023-01-04 11:00:00+02:00,34.0,24.0,140.0,0.0,96.0,9.0,61.0,55.0,120.0
2023-01-04 12:00:00+02:00,34.0,24.0,0.0,0.0,93.0,10.0,55.0,54.0,120.0
2023-01-04 13:00:00+02:00,34.0,26.0,51.0,0.0,96.0,9.0,42.0,54.0,120.0
2023-01-04 14:00:00+02:00,34.0,27.0,51.0,0.0,96.0,8.0,26.0,54.0,130.0
2023-01-04 15:00:00+02:00,34.0,27.0,0.0,0.0,96.0,8.0,6.0,54.0,207.0
2023-01-04 16:00:00+02:00,34.0,27.0,168.0,0.0,89.0,8.0,0.0,54.0,322.0
2023-01-04 17:00:00+02:00,34.0,26.0,162.0,0.0,47.0,8.0,0.0,54.0,428.0
2023-01-04 18:00:00+02:00,34.0,26.0,173.0,0.0,88.0,8.0,0.0,54.0,445.0
2023-01-04 19:00:00+02:00,34.0,26.0,0.0,0.0,88.0,8.0,0.0,54.0,433.0
2023-01-04 20:00:00+02:00,34.0,24.0,51.0,0.0,95.0,9.0,0.0,55.0,368.0
2023-01-04 21:00:00+02:00,34.0,24.0,0.0,0.0,96.0,10.0,0.0,55.0,337.0
2023-01-04 22:00:00+02:00,34.0,23.0,0.0,0.0,74.0,10.0,0.0,55.0,296.0
2023-01-04 23:00:00+02:00,34.0,23.0,0.0,0.0,50.0,9.0,0.0,55.0,246.0
2023-01-05 00:00:00+02:00,34.0,22.0,0.0,490.0,74.0,9.0,0.0,55.0,211.0
2023-01-05 01:00:00+02:00,34.0,23.0,0.0,661.0,57.0,9.0,0.0,55.0,247.0
2023-01-05 02:00:00+02:00,34.0,22.0,0.0,663.0,61.0,9.0,0.0,55.0,280.0
2023-01-05 03:00:00+02:00,34.0,23.0,0.0,661.0,47.0,9.0,0.0,55.0,319.0
2023-01-05 04:00:00+02:00,34.0,23.0,0.0,659.0,47.0,9.0,0.0,55.0,306.0
2023-01-05 05:00:00+02:00,34.0,23.0,0.0,563.0,47.0,9.0,0.0,55.0,262.0
2023-01-05 06:00:00+02:00,34.0,22.0,0.0,398.0,47.0,9.0,0.0,55.0,269.0
2023-01-05 07:00:00+02:00,34.0,23.0,0.0,0.0,68.0,9.0,0.0,54.0,256.0
2023-01-05 08:00:00+02:00,35.0,23.0,35.0,0.0,94.0,9.0,0.0,54.0,216.0
2023-01-05 09:00:00+02:00,35.0,23.0,256.0,0.0,92.0,9.0,2.0,54.0,177.0
2023-01-05 10:00:00+02:00,34.0,23.0,239.0,0.0,93.0,10.0,4.0,54.0,161.0
2023-01-05 11:00:00+02:00,34.0,24.0,175.0,0.0,88.0,10.0,7.0,54.0,206.0
2023-01-05 12:00:00+02:00,34.0,24.0,136.0,0.0,96.0,10.0,8.0,54.0,264.0
2023-01-05 13:00:00+02:00,34.0,24.0,135.0,0.0,88.0,9.0,8.0,54.0,304.0
2023-01-05 14:00:00+02:00,35.0,24.0,181.0,0.0,88.0,8.0,5.0,54.0,357.0
2023-01-05 15:00:00+02:00,35.0,24.0,200.0,0.0,91.0,8.0,1.0,53.0,392.0
2023-01-05 16:00:00+02:00,34.0,24.0,410.0,0.0,96.0,8.0,0.0,53.0,440.0
2023-01-05 17:00:00+02:00,34.0,23.0,401.0,0.0,96.0,8.0,0.0,53.0,437.0
2023-01-05 18:00:00+02:00,34.0,23.0,392.0,0.0,92.0,8.0,0.0,51.0,433.0
2023-01-05 19:00:00+02:00,34.0,23.0,383.0,0.0,88.0,8.0,0.0,53.0,390.0
2023-01-05 20:00:00+02:00,34.0,23.0,383.0,0.0,90.0,8.0,0.0,54.0,354.0
2023-01-05 21:00:00+02:00,34.0,23.0,1.0,0.0,88.0,8.0,0.0,54.0,297.0
2023-01-05 22:00:00+02:00,34.0,23.0,0.0,0.0,62.0,8.0,0.0,54.0,236.0
2023-01-05 23:00:00+02:00,34.0,24.0,0.0,0.0,64.0,8.0,0.0,54.0,211.0
2023-01-06 00:00:00+02:00,34.0,24.0,0.0,0.0,47.0,8.0,0.0,54.0,196.0
2023-01-06 01:00:00+02:00,34.0,24.0,0.0,0.0,50.0,8.0,0.0,53.0,169.0
2023-01-06 02:00:00+02:00,34.0,23.0,0.0,0.0,50.0,8.0,0.0,54.0,137.0
2023-01-06 03:00:00+02:00,34.0,23.0,0.0,0.0,50.0,8.0,0.0,54.0,122.0
2023-01-06 04:00:00+02:00,34.0,23.0,0.0,0.0,69.0,8.0,0.0,54.0,91.0
2023-01-06 05:00:00+02:00,34.0,23.0,0.0,0.0,68.0,8.0,0.0,54.0,81.0
2023-01-06 06:00:00+02:00,34.0,23.0,0.0,0.0,50.0,8.0,0.0,54.0,76.0
2023-01-06 07:00:00+02:00,34.0,23.0,0.0,0.0,50.0,9.0,0.0,53.0,77.0
2023-01-06 08:00:00+02:00,34.0,24.0,217.0,0.0,95.0,9.0,0.0,53.0,81.0
2023-01-06 09:00:00+02:00,34.0,24.0,328.0,0.0,97.0,9.0,28.0,53.0,91.0
2023-01-06 10:00:00+02:00,34.0,24.0,150.0,0.0,97.0,10.0,72.0,52.0,87.0
2023-01-06 11:00:00+02:00,34.0,24.0,0.0,0.0,96.0,10.0,86.0,52.0,91.0
2023-01-06 12:00:00+02:00,34.0,24.0,0.0,0.0,96.0,9.0,106.0,50.0,94.0
2023-01-06 13:00:00+02:00,34.0,24.0,0.0,0.0,89.0,8.0,111.0,52.0,108.0
2023-01-06 14:00:00+02:00,34.0,23.0,117.0,0.0,96.0,8.0,75.0,52.0,93.0
2023-01-06 15:00:00+02:00,34.0,23.0,42.0,0.0,95.0,7.0,22.0,52.0,108.0
2023-01-06 16:00:00+02:00,34.0,23.0,1.0,0.0,70.0,8.0,0.0,52.0,188.0
2023-01-06 17:00:00+02:00,34.0,23.0,0.0,0.0,96.0,8.0,0.0,52.0,262.0
2023-01-06 18:00:00+02:00,34.0,23.0,0.0,0.0,88.0,8.0,0.0,52.0,296.0
2023-01-06 19:00:00+02:00,34.0,23.0,0.0,0.0,88.0,8.0,0.0,52.0,333.0
2023-01-06 20:00:00+02:00,34.0,23.0,0.0,0.0,92.0,8.0,0.0,52.0,312.0
2023-01-06 21:00:00+02:00,34.0,23.0,0.0,0.0,47.0,8.0,0.0,52.0,291.0
2023-01-06 22:00:00+02:00,34.0,23.0,0.0,0.0,47.0,9.0,0.0,52.0,323.0
2023-01-06 23:00:00+02:00,34.0,23.0,0.0,0.0,47.0,8.0,0.0,53.0,347.0
2023-01-07 00:00:00+02:00,34.0,23.0,0.0,185.0,59.0,8.0,0.0,53.0,363.0
2023-01-07 01:00:00+02:00,34.0,23.0,48.0,226.0,73.0,8.0,0.0,53.0,367.0
2023-01-07 02:00:00+02:00,34.0,23.0,1.0,226.0,47.0,8.0,0.0,53.0,345.0
2023-01-07 03:00:00+02:00,34.0,23.0,0.0,227.0,58.0,8.0,0.0,53.0,341.0
2023-01-07 04:00:00+02:00,34.0,23.0,0.0,226.0,58.0,8.0,0.0,54.0,308.0
2023-01-07 05:00:00+02:00,34.0,23.0,0.0,226.0,84.0,8.0,0.0,54.0,315.0
2023-01-07 06:00:00+02:00,34.0,23.0,0.0,226.0,54.0,7.0,0.0,54.0,314.0
2023-01-07 07:00:00+02:00,34.0,23.0,0.0,226.0,75.0,7.0,0.0,53.0,276.0
2023-01-07 08:00:00+02:00,34.0,23.0,0.0,18.0,68.0,7.0,0.0,53.0,248.0
2023-01-07 09:00:00+02:00,34.0,23.0,0.0,0.0,76.0,7.0,4.0,53.0,227.0
2023-01-07 10:00:00+02:00,34.0,23.0,0.0,0.0,98.0,7.0,12.0,53.0,213.0
2023-01-07 11:00:00+02:00,34.0,23.0,0.0,0.0,98.0,8.0,19.0,53.0,185.0
2023-01-07 12:00:00+02:00,34.0,23.0,0.0,0.0,98.0,8.0,21.0,52.0,164.0
2023-01-07 13:00:00+02:00,34.0,23.0,0.0,0.0,90.0,8.0,16.0,53.0,134.0
2023-01-07 14:00:00+02:00,34.0,23.0,0.0,0.0,75.0,8.0,9.0,53.0,108.0
2023-01-07 15:00:00+02:00,34.0,23.0,0.0,0.0,92.0,7.0,3.0,53.0,90.0
2023-01-07 16:00:00+02:00,34.0,23.0,0.0,0.0,80.0,7.0,0.0,53.0,79.0
2023-01-07 17:00:00+02:00,34.0,23.0,0.0,0.0,98.0,8.0,0.0,53.0,76.0
2023-01-07 18:00:00+02:00,34.0,23.0,84.0,0.0,98.0,8.0,0.0,53.0,63.0
2023-01-07 19:00:00+02:00,34.0,23.0,0.0,0.0,98.0,8.0,0.0,53.0,57.0
2023-01-07 20:00:00+02:00,34.0,23.0,61.0,0.0,82.0,8.0,0.0,53.0,62.0
2023-01-07 21:00:00+02:00,34.0,23.0,94.0,0.0,65.0,8.0,0.0,53.0,63.0
2023-01-07 22:00:00+02:00,34.0,23.0,95.0,0.0,68.0,9.0,0.0,53.0,65.0
2023-01-07 23:00:00+02:00,34.0,23.0,51.0,0.0,62.0,9.0,0.0,53.0,71.0
2023-01-08 00:00:00+02:00,34.0,23.0,152.0,259.0,66.0,9.0,0.0,53.0,80.0
2023-01-08 01:00:00+02:00,34.0,23.0,0.0,445.0,75.0,8.0,0.0,54.0,86.0
2023-01-08 02:00:00+02:00,34.0,23.0,0.0,643.0,75.0,8.0,0.0,54.0,98.0
2023-01-08 03:00:00+02:00,34.0,23.0,0.0,864.0,74.0,8.0,0.0,54.0,115.0
2023-01-08 04:00:00+02:00,34.0,23.0,0.0,885.0,54.0,8.0,0.0,54.0,130.0
2023-01-08 05:00:00+02:00,34.0,23.0,0.0,881.0,54.0,8.0,0.0,55.0,149.0
2023-01-08 06:00:00+02:00,34.0,23.0,0.0,731.0,46.0,8.0,0.0,55.0,133.0
2023-01-08 07:00:00+02:00,34.0,23.0,0.0,465.0,60.0,8.0,0.0,54.0,159.0
2023-01-08 08:00:00+02:00,34.0,23.0,78.0,13.0,64.0,8.0,0.0,54.0,179.0
2023-01-08 09:00:00+02:00,34.0,23.0,74.0,0.0,59.0,8.0,4.0,55.0,194.0
2023-01-08 10:00:00+02:00,34.0,24.0,85.0,0.0,67.0,8.0,12.0,54.0,217.0
2023-01-08 11:00:00+02:00,34.0,23.0,167.0,0.0,71.0,7.0,17.0,54.0,251.0
2023-01-08 12:00:00+02:00,34.0,24.0,86.0,0.0,49.0,8.0,20.0,54.0,252.0
2023-01-08 13:00:00+02:00,34.0,23.0,0.0,0.0,49.0,8.0,18.0,54.0,290.0
2023-01-08 14:00:00+02:00,34.0,23.0,0.0,0.0,49.0,8.0,11.0,54.0,337.0
2023-01-08 15:00:00+02:00,34.0,23.0,0.0,0.0,48.0,8.0,3.0,54.0,394.0
2023-01-08 16:00:00+02:00,34.0,24.0,0.0,0.0,48.0,8.0,0.0,54.0,405.0
2023-01-08 17:00:00+02:00,34.0,24.0,0.0,0.0,50.0,8.0,0.0,54.0,440.0
2023-01-08 18:00:00+02:00,34.0,23.0,0.0,0.0,47.0,8.0,0.0,54.0,486.0
2023-01-08 19:00:00+02:00,34.0,24.0,0.0,0.0,50.0,8.0,0.0,54.0,500.0
2023-01-08 20:00:00+02:00,34.0,23.0,0.0,0.0,47.0,8.0,0.0,54.0,522.0
2023-01-08 21:00:00+02:00,34.0,23.0,0.0,0.0,47.0,8.0,0.0,54.0,493.0
2023-01-08 22:00:00+02:00,34.0,23.0,0.0,0.0,47.0,8.0,0.0,55.0,461.0
2023-01-08 23:00:00+02:00,34.0,24.0,0.0,0.0,47.0,8.0,0.0,55.0,432.0
2023-01-09 00:00:00+02:00,34.0,24.0,0.0,0.0,48.0,8.0,0.0,54.0,423.0
2023-01-09 01:00:00+02:00,34.0,24.0,0.0,222.0,25.0,8.0,0.0,55.0,359.0
2023-01-09 02:00:00+02:00,34.0,24.0,0.0,433.0,25.0,9.0,0.0,55.0,362.0
2023-01-09 03:00:00+02:00,34.0,24.0,0.0,434.0,24.0,9.0,0.0,55.0,374.0
2023-01-09 04:00:00+02:00,34.0,23.0,0.0,649.0,24.0,9.0,0.0,55.0,361.0
2023-01-09 05:00:00+02:00,34.0,23.0,0.0,420.0,25.0,9.0,0.0,55.0,330.0
2023-01-09 06:00:00+02:00,34.0,23.0,0.0,148.0,40.0,8.0,0.0,54.0,310.0
2023-01-09 07:00:00+02:00,34.0,24.0,94.0,0.0,26.0,9.0,0.0,54.0,297.0
2023-01-09 08:00:00+02:00,34.0,24.0,355.0,0.0,49.0,10.0,0.0,54.0,259.0
2023-01-09 09:00:00+02:00,34.0,24.0,407.0,0.0,49.0,11.0,3.0,54.0,234.0
2023-01-09 10:00:00+02:00,34.0,24.0,238.0,0.0,60.0,10.0,7.0,54.0,264.0
2023-01-09 11:00:00+02:00,34.0,23.0,249.0,0.0,66.0,10.0,13.0,53.0,240.0
2023-01-09 12:00:00+02:00,34.0,23.0,269.0,0.0,78.0,10.0,14.0,54.0,255.0
2023-01-09 13:00:00+02:00,34.0,23.0,211.0,0.0,96.0,11.0,11.0,53.0,279.0
2023-01-09 14:00:00+02:00,34.0,23.0,173.0,0.0,98.0,10.0,7.0,53.0,292.0
2023-01-09 15:00:00+02:00,34.0,23.0,195.0,0.0,98.0,8.0,2.0,53.0,283.0
2023-01-09 16:00:00+02:00,34.0,23.0,269.0,0.0,98.0,9.0,0.0,53.0,271.0
2023-01-09 17:00:00+02:00,34.0,23.0,205.0,0.0,98.0,8.0,0.0,53.0,290.0
2023-01-09 18:00:00+02:00,34.0,23.0,375.0,0.0,98.0,9.0,0.0,53.0,289.0
2023-01-09 19:00:00+02:00,34.0,22.0,391.0,0.0,98.0,9.0,0.0,54.0,285.0
2023-01-09 20:00:00+02:00,34.0,22.0,375.0,0.0,98.0,9.0,0.0,53.0,266.0
2023-01-09 21:00:00+02:00,34.0,22.0,195.0,0.0,97.0,9.0,0.0,54.0,227.0
2023-01-09 22:00:00+02:00,34.0,23.0,86.0,0.0,98.0,9.0,0.0,54.0,200.0
2023-01-09 23:00:00+02:00,34.0,23.0,1.0,0.0,55.0,10.0,0.0,54.0,182.0
2023-01-10 00:00:00+02:00,34.0,23.0,0.0,0.0,26.0,9.0,0.0,54.0,167.0
2023-01-10 01:00:00+02:00,34.0,23.0,0.0,403.0,45.0,9.0,0.0,53.0,112.0
2023-01-10 02:00:00+02:00,34.0,22.0,0.0,443.0,52.0,9.0,0.0,53.0,83.0
2023-01-10 03:00:00+02:00,34.0,22.0,0.0,442.0,49.0,9.0,0.0,54.0,73.0
2023-01-10 04:00:00+02:00,34.0,23.0,0.0,441.0,25.0,9.0,0.0,54.0,76.0
2023-01-10 05:00:00+02:00,34.0,23.0,0.0,440.0,38.0,9.0,0.0,54.0,80.0
2023-01-10 06:00:00+02:00,34.0,23.0,0.0,404.0,45.0,9.0,0.0,54.0,82.0
2023-01-10 07:00:00+02:00,34.0,23.0,68.0,0.0,87.0,9.0,0.0,54.0,99.0
2023-01-10 08:00:00+02:00,34.0,23.0,203.0,0.0,80.0,9.0,0.0,53.0,120.0
2023-01-10 09:00:00+02:00,34.0,23.0,204.0,0.0,83.0,9.0,2.0,54.0,136.0
2023-01-10 10:00:00+02:00,34.0,22.0,186.0,0.0,69.0,9.0,4.0,54.0,148.0
2023-01-10 11:00:00+02:00,34.0,22.0,200.0,0.0,71.0,9.0,5.0,54.0,136.0
2023-01-10 12:00:00+02:00,34.0,22.0,192.0,0.0,68.0,9.0,6.0,53.0,113.0
2023-01-10 13:00:00+02:00,34.0,22.0,55.0,0.0,91.0,10.0,5.0,54.0,101.0
2023-01-10 14:00:00+02:00,34.0,22.0,51.0,0.0,86.0,10.0,3.0,54.0,82.0
2023-01-10 15:00:00+02:00,34.0,22.0,1.0,0.0,97.0,9.0,1.0,54.0,77.0
2023-01-10 16:00:00+02:00,34.0,22.0,1.0,0.0,97.0,9.0,0.0,53.0,75.0
2023-01-10 17:00:00+02:00,34.0,22.0,193.0,0.0,73.0,9.0,0.0,54.0,72.0
2023-01-10 18:00:00+02:00,34.0,22.0,197.0,0.0,78.0,9.0,0.0,54.0,68.0
2023-01-10 19:00:00+02:00,34.0,21.0,185.0,0.0,68.0,9.0,0.0,54.0,84.0
2023-01-10 20:00:00+02:00,34.0,21.0,142.0,0.0,68.0,8.0,0.0,54.0,106.0
2023-01-10 21:00:00+02:00,34.0,21.0,180.0,0.0,68.0,8.0,0.0,54.0,92.0
2023-01-10 22:00:00+02:00,34.0,21.0,1.0,0.0,72.0,8.0,0.0,54.0,109.0
2023-01-10 23:00:00+02:00,34.0,21.0,0.0,0.0,25.0,8.0,0.0,55.0,95.0
2023-01-11 00:00:00+02:00,34.0,21.0,0.0,108.0,25.0,8.0,0.0,54.0,90.0
2023-01-11 01:00:00+02:00,34.0,21.0,0.0,658.0,25.0,8.0,0.0,55.0,81.0
2023-01-11 02:00:00+02:00,34.0,22.0,0.0,887.0,25.0,8.0,0.0,55.0,90.0
2023-01-11 03:00:00+02:00,34.0,21.0,0.0,884.0,25.0,8.0,0.0,55.0,97.0
2023-01-11 04:00:00+02:00,34.0,21.0,0.0,880.0,25.0,8.0,0.0,55.0,112.0
2023-01-11 05:00:00+02:00,34.0,21.0,0.0,825.0,25.0,8.0,0.0,55.0,148.0
2023-01-11 06:00:00+02:00,34.0,21.0,0.0,214.0,25.0,8.0,0.0,54.0,186.0
2023-01-11 07:00:00+02:00,34.0,21.0,68.0,0.0,59.0,8.0,0.0,54.0,215.0
2023-01-11 08:00:00+02:00,34.0,22.0,204.0,0.0,94.0,11.0,0.0,53.0,260.0
2023-01-11 09:00:00+02:00,34.0,22.0,174.0,0.0,94.0,11.0,4.0,54.0,311.0
2023-01-11 10:00:00+02:00,34.0,22.0,179.0,0.0,94.0,10.0,11.0,54.0,355.0
2023-01-11 11:00:00+02:00,34.0,22.0,141.0,0.0,25.0,10.0,17.0,54.0,370.0
2023-01-11 12:00:00+02:00,34.0,21.0,130.0,0.0,25.0,10.0,19.0,54.0,413.0
2023-01-11 13:00:00+02:00,34.0,21.0,130.0,0.0,25.0,9.0,17.0,54.0,416.0
2023-01-11 14:00:00+02:00,34.0,21.0,152.0,0.0,25.0,9.0,11.0,54.0,434.0
2023-01-11 15:00:00+02:00,34.0,21.0,152.0,0.0,25.0,8.0,4.0,54.0,471.0
2023-01-11 16:00:00+02:00,34.0,21.0,97.0,0.0,90.0,9.0,0.0,54.0,509.0
2023-01-11 17:00:00+02:00,34.0,21.0,0.0,0.0,68.0,8.0,0.0,52.0,546.0
2023-01-11 18:00:00+02:00,34.0,21.0,0.0,0.0,96.0,8.0,0.0,54.0,546.0
2023-01-11 19:00:00+02:00,34.0,21.0,0.0,0.0,98.0,8.0,0.0,54.0,531.0
