,EE,SE,NO,sum
2024-01-04 01:00:00+00:00,596.0,2352.0,50.0,2998.0
2024-01-04 02:00:00+00:00,542.0,2423.0,49.0,3014.0
2024-01-04 03:00:00+00:00,619.0,2397.0,47.0,3063.0
2024-01-04 04:00:00+00:00,826.0,2158.0,42.0,3026.0
2024-01-04 05:00:00+00:00,823.0,2162.0,50.0,3035.0
2024-01-04 06:00:00+00:00,596.0,2297.0,67.0,2960.0
2024-01-04 07:00:00+00:00,535.0,2333.0,60.0,2928.0
2024-01-04 08:00:00+00:00,563.0,2353.0,49.0,2965.0
2024-01-04 09:00:00+00:00,575.0,2366.0,62.0,3003.0
2024-01-04 10:00:00+00:00,734.0,2362.0,55.0,3151.0
2024-01-04 11:00:00+00:00,548.0,2211.0,60.0,2819.0
2024-01-04 12:00:00+00:00,574.0,2013.0,50.0,2637.0
2024-01-04 13:00:00+00:00,473.0,2023.0,53.0,2549.0
2024-01-04 14:00:00+00:00,321.0,2239.0,55.0,2615.0
2024-01-04 15:00:00+00:00,288.0,2419.0,79.0,2786.0
2024-01-04 16:00:00+00:00,340.0,2348.0,87.0,2775.0
2024-01-04 17:00:00+00:00,432.0,2206.0,90.0,2728.0
2024-01-04 18:00:00+00:00,467.0,2160.0,95.0,2722.0
2024-01-04 19:00:00+00:00,343.0,2178.0,90.0,2611.0
2024-01-04 20:00:00+00:00,386.0,2248.0,89.0,2723.0
2024-01-04 21:00:00+00:00,319.0,1998.0,90.0,2407.0
2024-01-04 22:00:00+00:00,166.0,2087.0,91.0,2344.0
2024-01-04 23:00:00+00:00,229.0,1980.0,89.0,2298.0
2024-01-05 00:00:00+00:00,267.0,2101.0,93.0,2461.0
2024-01-05 01:00:00+00:00,331.0,2205.0,94.0,2630.0
2024-01-05 02:00:00+00:00,308.0,2352.0,89.0,2749.0
2024-01-05 03:00:00+00:00,439.0,2244.0,53.0,2736.0
2024-01-05 04:00:00+00:00,564.0,1977.0,38.0,2579.0
2024-01-05 05:00:00+00:00,657.0,1798.0,46.0,2501.0
2024-01-05 06:00:00+00:00,483.0,1777.0,57.0,2317.0
2024-01-05 07:00:00+00:00,414.0,1700.0,65.0,2179.0
2024-01-05 08:00:00+00:00,382.0,1437.0,62.0,1881.0
2024-01-05 09:00:00+00:00,505.0,1138.0,57.0,1700.0
2024-01-05 10:00:00+00:00,575.0,1205.0,55.0,1835.0
2024-01-05 11:00:00+00:00,476.0,1265.0,47.0,1788.0
2024-01-05 12:00:00+00:00,520.0,1111.0,51.0,1682.0
2024-01-05 13:00:00+00:00,524.0,1148.0,45.0,1717.0
2024-01-05 14:00:00+00:00,646.0,1284.0,58.0,1988.0
2024-01-05 15:00:00+00:00,694.0,1133.0,64.0,1891.0
2024-01-05 16:00:00+00:00,868.0,1017.0,61.0,1946.0
2024-01-05 17:00:00+00:00,797.0,1178.0,73.0,2048.0
2024-01-05 18:00:00+00:00,657.0,1361.0,66.0,2084.0
2024-01-05 19:00:00+00:00,473.0,1345.0,70.0,1888.0
2024-01-05 20:00:00+00:00,634.0,1341.0,51.0,2026.0
2024-01-05 21:00:00+00:00,764.0,1366.0,35.0,2165.0
2024-01-05 22:00:00+00:00,761.0,1407.0,35.0,2203.0
2024-01-05 23:00:00+00:00,746.0,1720.0,41.0,2507.0
2024-01-06 00:00:00+00:00,773.0,1944.0,45.0,2762.0
2024-01-06 01:00:00+00:00,783.0,1900.0,49.0,2732.0
2024-01-06 02:00:00+00:00,752.0,1926.0,54.0,2732.0
2024-01-06 03:00:00+00:00,763.0,1834.0,60.0,2657.0
2024-01-06 04:00:00+00:00,714.0,1845.0,61.0,2620.0
2024-01-06 05:00:00+00:00,649.0,1714.0,67.0,2430.0
2024-01-06 06:00:00+00:00,711.0,1846.0,64.0,2621.0
2024-01-06 07:00:00+00:00,677.0,1879.0,60.0,2616.0
2024-01-06 08:00:00+00:00,560.0,1949.0,87.0,2596.0
2024-01-06 09:00:00+00:00,651.0,1825.0,103.0,2579.0
2024-01-06 10:00:00+00:00,579.0,1870.0,110.0,2559.0
2024-01-06 11:00:00+00:00,375.0,1962.0,113.0,2450.0
2024-01-06 12:00:00+00:00,441.0,1888.0,112.0,2441.0
2024-01-06 13:00:00+00:00,510.0,1790.0,111.0,2411.0
2024-01-06 14:00:00+00:00,615.0,1689.0,110.0,2414.0
2024-01-06 15:00:00+00:00,647.0,1625.0,107.0,2379.0
2024-01-06 16:00:00+00:00,663.0,1579.0,105.0,2347.0
2024-01-06 17:00:00+00:00,725.0,1561.0,98.0,2384.0
2024-01-06 18:00:00+00:00,731.0,1429.0,105.0,2265.0
2024-01-06 19:00:00+00:00,449.0,1446.0,113.0,2008.0
2024-01-06 20:00:00+00:00,559.0,1332.0,113.0,2004.0
2024-01-06 21:00:00+00:00,464.0,1377.0,107.0,1948.0
2024-01-06 22:00:00+00:00,527.0,1495.0,111.0,2133.0
2024-01-06 23:00:00+00:00,91.0,2006.0,116.0,2213.0
2024-01-07 00:00:00+00:00,0.0,2249.0,95.0,2344.0
2024-01-07 01:00:00+00:00,0.0,2244.0,78.0,2322.0
2024-01-07 02:00:00+00:00,0.0,2347.0,63.0,2410.0
2024-01-07 03:00:00+00:00,0.0,2409.0,39.0,2448.0
2024-01-07 04:00:00+00:00,0.0,2268.0,22.0,2290.0
2024-01-07 05:00:00+00:00,0.0,2246.0,30.0,2276.0
2024-01-07 06:00:00+00:00,0.0,2157.0,48.0,2205.0
2024-01-07 07:00:00+00:00,0.0,2271.0,72.0,2343.0
2024-01-07 08:00:00+00:00,0.0,2276.0,65.0,2341.0
2024-01-07 09:00:00+00:00,0.0,2331.0,97.0,2428.0
2024-01-07 10:00:00+00:00,0.0,2385.0,93.0,2478.0
2024-01-07 11:00:00+00:00,0.0,2217.0,61.0,2278.0
2024-01-07 12:00:00+00:00,0.0,2243.0,64.0,2307.0
2024-01-07 13:00:00+00:00,0.0,2409.0,61.0,2470.0
2024-01-07 14:00:00+00:00,0.0,2276.0,64.0,2340.0
2024-01-07 15:00:00+00:00,0.0,2138.0,62.0,2200.0
2024-01-07 16:00:00+00:00,0.0,2090.0,69.0,2159.0
2024-01-07 17:00:00+00:00,0.0,2039.0,67.0,2106.0
2024-01-07 18:00:00+00:00,0.0,1799.0,60.0,1859.0
2024-01-07 19:00:00+00:00,0.0,1712.0,74.0,1786.0
2024-01-07 20:00:00+00:00,0.0,1635.0,82.0,1717.0
2024-01-07 21:00:00+00:00,0.0,1426.0,79.0,1505.0
2024-01-07 22:00:00+00:00,0.0,1296.0,69.0,1365.0
2024-01-07 23:00:00+00:00,0.0,1087.0,58.0,1145.0
2024-01-08 00:00:00+00:00,0.0,1134.0,62.0,1196.0
2024-01-08 01:00:00+00:00,0.0,1232.0,49.0,1281.0
2024-01-08 02:00:00+00:00,0.0,1610.0,39.0,1649.0
2024-01-08 03:00:00+00:00,0.0,1963.0,35.0,1998.0
2024-01-08 04:00:00+00:00,0.0,2280.0,49.0,2329.0
2024-01-08 05:00:00+00:00,0.0,2205.0,3.0,2208.0
2024-01-08 06:00:00+00:00,0.0,2135.0,0.0,2135.0
2024-01-08 07:00:00+00:00,0.0,1806.0,0.0,1806.0
2024-01-08 08:00:00+00:00,0.0,1841.0,0.0,1841.0
2024-01-08 09:00:00+00:00,0.0,1817.0,0.0,1817.0
2024-01-08 10:00:00+00:00,0.0,1712.0,0.0,1712.0
2024-01-08 11:00:00+00:00,0.0,1888.0,0.0,1888.0
2024-01-08 12:00:00+00:00,0.0,2062.0,0.0,2062.0
2024-01-08 13:00:00+00:00,0.0,1573.0,0.0,1573.0
2024-01-08 14:00:00+00:00,0.0,1059.0,0.0,1059.0
2024-01-08 15:00:00+00:00,0.0,859.0,0.0,859.0
2024-01-08 16:00:00+00:00,0.0,950.0,0.0,950.0
2024-01-08 17:00:00+00:00,0.0,1120.0,0.0,1120.0
2024-01-08 18:00:00+00:00,0.0,987.0,0.0,987.0
2024-01-08 19:00:00+00:00,0.0,631.0,0.0,631.0
2024-01-08 20:00:00+00:00,0.0,663.0,0.0,663.0
2024-01-08 21:00:00+00:00,0.0,715.0,0.0,715.0
2024-01-08 22:00:00+00:00,0.0,904.0,1.0,905.0
2024-01-08 23:00:00+00:00,0.0,665.0,3.0,668.0
2024-01-09 00:00:00+00:00,0.0,501.0,1.0,502.0
2024-01-09 01:00:00+00:00,0.0,159.0,0.0,159.0
2024-01-09 02:00:00+00:00,0.0,97.0,0.0,97.0
2024-01-09 03:00:00+00:00,0.0,242.0,0.0,242.0
2024-01-09 04:00:00+00:00,0.0,435.0,0.0,435.0
2024-01-09 05:00:00+00:00,0.0,526.0,0.0,526.0
2024-01-09 06:00:00+00:00,0.0,502.0,0.0,502.0
2024-01-09 07:00:00+00:00,0.0,552.0,0.0,552.0
2024-01-09 08:00:00+00:00,0.0,642.0,0.0,642.0
2024-01-09 09:00:00+00:00,0.0,658.0,0.0,658.0
2024-01-09 10:00:00+00:00,0.0,629.0,0.0,629.0
2024-01-09 11:00:00+00:00,0.0,689.0,0.0,689.0
2024-01-09 12:00:00+00:00,0.0,607.0,0.0,607.0
2024-01-09 13:00:00+00:00,0.0,339.0,0.0,339.0
2024-01-09 14:00:00+00:00,0.0,794.0,0.0,794.0
2024-01-09 15:00:00+00:00,0.0,1109.0,1.0,1110.0
2024-01-09 16:00:00+00:00,0.0,1154.0,6.0,1160.0
2024-01-09 17:00:00+00:00,0.0,1100.0,1.0,1101.0
2024-01-09 18:00:00+00:00,0.0,1239.0,0.0,1239.0
2024-01-09 19:00:00+00:00,0.0,1218.0,0.0,1218.0
2024-01-09 20:00:00+00:00,0.0,1457.0,0.0,1457.0
2024-01-09 21:00:00+00:00,0.0,1618.0,0.0,1618.0
2024-01-09 22:00:00+00:00,0.0,1759.0,0.0,1759.0
2024-01-09 23:00:00+00:00,0.0,1814.0,0.0,1814.0
2024-01-10 00:00:00+00:00,0.0,1767.0,0.0,1767.0
2024-01-10 01:00:00+00:00,0.0,1712.0,0.0,1712.0
2024-01-10 02:00:00+00:00,0.0,1696.0,0.0,1696.0
2024-01-10 03:00:00+00:00,0.0,1292.0,0.0,1292.0
2024-01-10 04:00:00+00:00,0.0,1041.0,0.0,1041.0
2024-01-10 05:00:00+00:00,0.0,1030.0,0.0,1030.0
2024-01-10 06:00:00+00:00,0.0,642.0,0.0,642.0
2024-01-10 07:00:00+00:00,0.0,533.0,0.0,533.0
2024-01-10 08:00:00+00:00,0.0,469.0,0.0,469.0
2024-01-10 09:00:00+00:00,0.0,377.0,4.0,381.0
2024-01-10 10:00:00+00:00,0.0,570.0,8.0,578.0
2024-01-10 11:00:00+00:00,0.0,717.0,6.0,723.0
2024-01-10 12:00:00+00:00,0.0,545.0,9.0,554.0
2024-01-10 13:00:00+00:00,0.0,375.0,18.0,393.0
2024-01-10 14:00:00+00:00,0.0,439.0,19.0,458.0
2024-01-10 15:00:00+00:00,0.0,319.0,15.0,334.0
2024-01-10 16:00:00+00:00,0.0,169.0,15.0,184.0
2024-01-10 17:00:00+00:00,0.0,182.0,21.0,203.0
2024-01-10 18:00:00+00:00,0.0,265.0,17.0,282.0
2024-01-10 19:00:00+00:00,0.0,36.0,19.0,55.0
2024-01-10 20:00:00+00:00,0.0,44.0,29.0,73.0
2024-01-10 21:00:00+00:00,0.0,53.0,27.0,80.0
2024-01-10 22:00:00+00:00,0.0,0.0,24.0,24.0
2024-01-10 23:00:00+00:00,0.0,0.0,20.0,20.0
2024-01-11 00:00:00+00:00,0.0,0.0,22.0,22.0
2024-01-11 01:00:00+00:00,0.0,0.0,12.0,12.0
2024-01-11 02:00:00+00:00,0.0,0.0,9.0,9.0
2024-01-11 03:00:00+00:00,0.0,0.0,3.0,3.0
2024-01-11 04:00:00+00:00,0.0,174.0,0.0,174.0
2024-01-11 05:00:00+00:00,0.0,592.0,0.0,592.0
2024-01-11 06:00:00+00:00,0.0,980.0,0.0,980.0
2024-01-11 07:00:00+00:00,0.0,723.0,0.0,723.0
2024-01-11 08:00:00+00:00,0.0,683.0,1.0,684.0
2024-01-11 09:00:00+00:00,0.0,975.0,27.0,1002.0
2024-01-11 10:00:00+00:00,0.0,1206.0,53.0,1259.0
2024-01-11 11:00:00+00:00,0.0,1394.0,61.0,1455.0
2024-01-11 12:00:00+00:00,0.0,1761.0,49.0,1810.0
2024-01-11 13:00:00+00:00,0.0,1600.0,59.0,1659.0
2024-01-11 14:00:00+00:00,52.0,1772.0,58.0,1882.0
2024-01-11 15:00:00+00:00,189.0,2040.0,35.0,2264.0
2024-01-11 16:00:00+00:00,331.0,2077.0,12.0,2420.0
2024-01-11 17:00:00+00:00,308.0,2007.0,7.0,2322.0
2024-01-11 18:00:00+00:00,315.0,1699.0,2.0,2016.0
2024-01-11 19:00:00+00:00,31.0,1399.0,0.0,1430.0
2024-01-11 20:00:00+00:00,0.0,1134.0,0.0,1134.0
2024-01-11 21:00:00+00:00,0.0,976.0,0.0,976.0
2024-01-11 22:00:00+00:00,0.0,981.0,0.0,981.0
2024-01-11 23:00:00+00:00,0.0,760.0,0.0,760.0
2024-01-12 00:00:00+00:00,0.0,1121.0,0.0,1121.0
2024-01-12 01:00:00+00:00,0.0,1064.0,0.0,1064.0
2024-01-12 02:00:00+00:00,0.0,954.0,0.0,954.0
2024-01-12 03:00:00+00:00,0.0,802.0,0.0,802.0
2024-01-12 04:00:00+00:00,0.0,1114.0,18.0,1132.0
2024-01-12 05:00:00+00:00,0.0,1074.0,25.0,1099.0
2024-01-12 06:00:00+00:00,0.0,1114.0,11.0,1125.0
2024-01-12 07:00:00+00:00,0.0,1011.0,9.0,1020.0
2024-01-12 08:00:00+00:00,0.0,1338.0,15.0,1353.0
2024-01-12 09:00:00+00:00,0.0,1332.0,27.0,1359.0
2024-01-12 10:00:00+00:00,0.0,1536.0,42.0,1578.0
2024-01-12 11:00:00+00:00,0.0,2000.0,62.0,2062.0
2024-01-12 12:00:00+00:00,321.0,1745.0,58.0,2124.0
2024-01-12 13:00:00+00:00,457.0,1536.0,49.0,2042.0
2024-01-12 14:00:00+00:00,575.0,1323.0,64.0,1962.0
2024-01-12 15:00:00+00:00,593.0,1555.0,74.0,2222.0
2024-01-12 16:00:00+00:00,674.0,1702.0,79.0,2455.0
2024-01-12 17:00:00+00:00,699.0,1697.0,72.0,2468.0
2024-01-12 18:00:00+00:00,606.0,1502.0,65.0,2173.0
2024-01-12 19:00:00+00:00,372.0,1285.0,45.0,1702.0
2024-01-12 20:00:00+00:00,96.0,965.0,42.0,1103.0
2024-01-12 21:00:00+00:00,0.0,318.0,43.0,361.0
2024-01-12 22:00:00+00:00,0.0,263.0,39.0,302.0
2024-01-12 23:00:00+00:00,0.0,392.0,38.0,430.0
2024-01-13 00:00:00+00:00,0.0,142.0,33.0,175.0
2024-01-13 01:00:00+00:00,0.0,121.0,40.0,161.0
2024-01-13 02:00:00+00:00,0.0,0.0,59.0,59.0
2024-01-13 03:00:00+00:00,0.0,0.0,76.0,76.0
2024-01-13 04:00:00+00:00,0.0,9.0,81.0,90.0
2024-01-13 05:00:00+00:00,0.0,14.0,87.0,101.0
2024-01-13 06:00:00+00:00,0.0,2.0,91.0,93.0
2024-01-13 07:00:00+00:00,0.0,2.0,95.0,97.0
2024-01-13 08:00:00+00:00,0.0,3.0,95.0,98.0
2024-01-13 09:00:00+00:00,0.0,98.0,90.0,188.0
2024-01-13 10:00:00+00:00,0.0,212.0,86.0,298.0
2024-01-13 11:00:00+00:00,0.0,420.0,86.0,506.0
2024-01-13 12:00:00+00:00,0.0,676.0,86.0,762.0
2024-01-13 13:00:00+00:00,0.0,969.0,85.0,1054.0
2024-01-13 14:00:00+00:00,0.0,1509.0,89.0,1598.0
2024-01-13 15:00:00+00:00,0.0,1923.0,91.0,2014.0
2024-01-13 16:00:00+00:00,0.0,2029.0,90.0,2119.0
2024-01-13 17:00:00+00:00,0.0,2256.0,82.0,2338.0
2024-01-13 18:00:00+00:00,0.0,2177.0,68.0,2245.0
2024-01-13 19:00:00+00:00,0.0,1948.0,70.0,2018.0
2024-01-13 20:00:00+00:00,0.0,2034.0,74.0,2108.0
2024-01-13 21:00:00+00:00,0.0,2154.0,80.0,2234.0
2024-01-13 22:00:00+00:00,0.0,2321.0,72.0,2393.0
2024-01-13 23:00:00+00:00,0.0,2126.0,50.0,2176.0
2024-01-14 00:00:00+00:00,0.0,2256.0,70.0,2326.0
2024-01-14 01:00:00+00:00,0.0,2247.0,67.0,2314.0
2024-01-14 02:00:00+00:00,0.0,2186.0,73.0,2259.0
2024-01-14 03:00:00+00:00,0.0,2159.0,66.0,2225.0
2024-01-14 04:00:00+00:00,0.0,1973.0,64.0,2037.0
2024-01-14 05:00:00+00:00,0.0,1935.0,70.0,2005.0
2024-01-14 06:00:00+00:00,0.0,2133.0,69.0,2202.0
2024-01-14 07:00:00+00:00,0.0,2243.0,74.0,2317.0
2024-01-14 08:00:00+00:00,0.0,2295.0,62.0,2357.0
2024-01-14 09:00:00+00:00,0.0,2339.0,57.0,2396.0
2024-01-14 10:00:00+00:00,0.0,2276.0,46.0,2322.0
2024-01-14 11:00:00+00:00,0.0,2245.0,37.0,2282.0
2024-01-14 12:00:00+00:00,0.0,2254.0,23.0,2277.0
2024-01-14 13:00:00+00:00,0.0,1986.0,15.0,2001.0
2024-01-14 14:00:00+00:00,0.0,1735.0,30.0,1765.0
2024-01-14 15:00:00+00:00,0.0,1821.0,27.0,1848.0
2024-01-14 16:00:00+00:00,0.0,2010.0,31.0,2041.0
2024-01-14 17:00:00+00:00,0.0,2013.0,32.0,2045.0
2024-01-14 18:00:00+00:00,0.0,2009.0,47.0,2056.0
2024-01-14 19:00:00+00:00,0.0,1972.0,29.0,2001.0
2024-01-14 20:00:00+00:00,0.0,2069.0,29.0,2098.0
2024-01-14 21:00:00+00:00,0.0,2067.0,25.0,2092.0
2024-01-14 22:00:00+00:00,0.0,1878.0,31.0,1909.0
2024-01-14 23:00:00+00:00,0.0,1570.0,37.0,1607.0
2024-01-15 00:00:00+00:00,0.0,1599.0,35.0,1634.0
2024-01-15 01:00:00+00:00,0.0,1713.0,33.0,1746.0
2024-01-15 02:00:00+00:00,0.0,2042.0,30.0,2072.0
2024-01-15 03:00:00+00:00,0.0,2291.0,31.0,2322.0
2024-01-15 04:00:00+00:00,0.0,2395.0,21.0,2416.0
2024-01-15 05:00:00+00:00,0.0,2192.0,1.0,2193.0
2024-01-15 06:00:00+00:00,82.0,2106.0,0.0,2188.0
2024-01-15 07:00:00+00:00,131.0,2172.0,0.0,2303.0
2024-01-15 08:00:00+00:00,139.0,2230.0,0.0,2369.0
2024-01-15 09:00:00+00:00,132.0,2272.0,0.0,2404.0
2024-01-15 10:00:00+00:00,202.0,2016.0,0.0,2218.0
2024-01-15 11:00:00+00:00,161.0,2078.0,0.0,2239.0
2024-01-15 12:00:00+00:00,195.0,2072.0,0.0,2267.0
2024-01-15 13:00:00+00:00,195.0,2020.0,0.0,2215.0
2024-01-15 14:00:00+00:00,154.0,2300.0,0.0,2454.0
2024-01-15 15:00:00+00:00,176.0,2286.0,0.0,2462.0
2024-01-15 16:00:00+00:00,168.0,2250.0,0.0,2418.0
2024-01-15 17:00:00+00:00,326.0,2245.0,0.0,2571.0
2024-01-15 18:00:00+00:00,311.0,2140.0,0.0,2451.0
2024-01-15 19:00:00+00:00,106.0,2073.0,0.0,2179.0
2024-01-15 20:00:00+00:00,74.0,2304.0,0.0,2378.0
2024-01-15 21:00:00+00:00,132.0,2117.0,0.0,2249.0
2024-01-15 22:00:00+00:00,234.0,2047.0,0.0,2281.0
2024-01-15 23:00:00+00:00,250.0,2200.0,0.0,2450.0
2024-01-16 00:00:00+00:00,192.0,2140.0,0.0,2332.0
2024-01-16 01:00:00+00:00,65.0,2175.0,8.0,2248.0
2024-01-16 02:00:00+00:00,66.0,2161.0,15.0,2242.0
2024-01-16 03:00:00+00:00,298.0,2225.0,0.0,2523.0
2024-01-16 04:00:00+00:00,539.0,2264.0,0.0,2803.0
2024-01-16 05:00:00+00:00,256.0,2279.0,0.0,2535.0
2024-01-16 06:00:00+00:00,101.0,2112.0,0.0,2213.0
2024-01-16 07:00:00+00:00,66.0,1833.0,0.0,1899.0
2024-01-16 08:00:00+00:00,72.0,1792.0,0.0,1864.0
2024-01-16 09:00:00+00:00,30.0,1855.0,0.0,1885.0
2024-01-16 10:00:00+00:00,86.0,2034.0,0.0,2120.0
2024-01-16 11:00:00+00:00,348.0,1845.0,0.0,2193.0
2024-01-16 12:00:00+00:00,426.0,1870.0,0.0,2296.0
2024-01-16 13:00:00+00:00,396.0,1931.0,0.0,2327.0
2024-01-16 14:00:00+00:00,382.0,2051.0,0.0,2433.0
2024-01-16 15:00:00+00:00,250.0,2325.0,1.0,2576.0
2024-01-16 16:00:00+00:00,320.0,2286.0,11.0,2617.0
2024-01-16 17:00:00+00:00,313.0,2369.0,18.0,2700.0
2024-01-16 18:00:00+00:00,345.0,2129.0,21.0,2495.0
2024-01-16 19:00:00+00:00,218.0,2052.0,40.0,2310.0
2024-01-16 20:00:00+00:00,255.0,2030.0,45.0,2330.0
2024-01-16 21:00:00+00:00,231.0,2170.0,61.0,2462.0
2024-01-16 22:00:00+00:00,163.0,2280.0,52.0,2495.0
2024-01-16 23:00:00+00:00,183.0,2302.0,52.0,2537.0
2024-01-17 00:00:00+00:00,347.0,2230.0,94.0,2671.0
2024-01-17 01:00:00+00:00,426.0,2204.0,101.0,2731.0
2024-01-17 02:00:00+00:00,431.0,2205.0,101.0,2737.0
2024-01-17 03:00:00+00:00,543.0,2125.0,92.0,2760.0
2024-01-17 04:00:00+00:00,581.0,2070.0,92.0,2743.0
2024-01-17 05:00:00+00:00,507.0,2111.0,94.0,2712.0
2024-01-17 06:00:00+00:00,433.0,1973.0,92.0,2498.0
2024-01-17 07:00:00+00:00,275.0,1983.0,98.0,2356.0
2024-01-17 08:00:00+00:00,198.0,1748.0,98.0,2044.0
2024-01-17 09:00:00+00:00,60.0,1661.0,102.0,1823.0
2024-01-17 10:00:00+00:00,0.0,1846.0,103.0,1949.0
2024-01-17 11:00:00+00:00,0.0,1544.0,101.0,1645.0
2024-01-17 12:00:00+00:00,0.0,1507.0,101.0,1608.0
2024-01-17 13:00:00+00:00,0.0,1497.0,86.0,1583.0
2024-01-17 14:00:00+00:00,0.0,1210.0,90.0,1300.0
2024-01-17 15:00:00+00:00,0.0,1010.0,90.0,1100.0
2024-01-17 16:00:00+00:00,0.0,975.0,89.0,1064.0
2024-01-17 17:00:00+00:00,0.0,1020.0,90.0,1110.0
2024-01-17 18:00:00+00:00,0.0,793.0,89.0,882.0
