,BA,BG,HR,HU,XK,ME,MK,RO,sum
2024-01-02 10:00:00+00:00,0.0,26.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0
2024-01-02 11:00:00+00:00,0.0,3.0,0.0,0.0,0.0,0.0,0.0,41.0,44.0
2024-01-02 12:00:00+00:00,0.0,11.0,0.0,0.0,0.0,0.0,0.0,51.0,62.0
2024-01-02 13:00:00+00:00,105.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,162.0
2024-01-02 14:00:00+00:00,141.0,0.0,43.0,1.0,0.0,0.0,102.0,0.0,287.0
2024-01-02 15:00:00+00:00,151.0,0.0,66.0,22.0,0.0,0.0,106.0,0.0,345.0
2024-01-02 16:00:00+00:00,103.0,0.0,27.0,21.0,0.0,0.0,79.0,0.0,230.0
2024-01-02 17:00:00+00:00,86.0,0.0,5.0,7.0,0.0,0.0,85.0,0.0,183.0
2024-01-02 18:00:00+00:00,82.0,0.0,0.0,3.0,0.0,0.0,82.0,0.0,167.0
2024-01-02 19:00:00+00:00,1.0,0.0,13.0,40.0,0.0,0.0,70.0,0.0,124.0
2024-01-02 20:00:00+00:00,0.0,0.0,55.0,110.0,0.0,0.0,49.0,0.0,214.0
2024-01-02 21:00:00+00:00,0.0,0.0,33.0,132.0,0.0,0.0,6.0,0.0,171.0
2024-01-02 22:00:00+00:00,34.0,0.0,115.0,223.0,0.0,0.0,36.0,0.0,408.0
2024-01-02 23:00:00+00:00,44.0,0.0,152.0,298.0,0.0,0.0,8.0,76.0,578.0
2024-01-03 00:00:00+00:00,13.0,0.0,121.0,241.0,0.0,0.0,53.0,113.0,541.0
2024-01-03 01:00:00+00:00,0.0,0.0,81.0,186.0,0.0,0.0,103.0,237.0,607.0
2024-01-03 02:00:00+00:00,0.0,0.0,51.0,139.0,0.0,0.0,98.0,218.0,506.0
2024-01-03 03:00:00+00:00,0.0,0.0,58.0,124.0,0.0,0.0,93.0,179.0,454.0
2024-01-03 04:00:00+00:00,22.0,0.0,148.0,198.0,0.0,0.0,124.0,77.0,569.0
2024-01-03 05:00:00+00:00,0.0,0.0,0.0,15.0,0.0,0.0,104.0,0.0,119.0
2024-01-03 06:00:00+00:00,43.0,0.0,28.0,31.0,0.0,0.0,81.0,0.0,183.0
2024-01-03 07:00:00+00:00,86.0,0.0,45.0,42.0,0.0,0.0,88.0,0.0,261.0
2024-01-03 08:00:00+00:00,47.0,0.0,51.0,86.0,0.0,0.0,72.0,0.0,256.0
2024-01-03 09:00:00+00:00,80.0,0.0,75.0,112.0,0.0,0.0,42.0,0.0,309.0
2024-01-03 10:00:00+00:00,101.0,0.0,56.0,88.0,0.0,0.0,68.0,0.0,313.0
2024-01-03 11:00:00+00:00,108.0,0.0,66.0,96.0,0.0,0.0,84.0,0.0,354.0
2024-01-03 12:00:00+00:00,70.0,0.0,11.0,42.0,0.0,0.0,79.0,0.0,202.0
2024-01-03 13:00:00+00:00,58.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,129.0
2024-01-03 14:00:00+00:00,50.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,120.0
2024-01-03 15:00:00+00:00,81.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,157.0
2024-01-03 16:00:00+00:00,30.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,67.0
2024-01-03 17:00:00+00:00,45.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,119.0
2024-01-03 18:00:00+00:00,49.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,122.0
2024-01-03 19:00:00+00:00,36.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,84.0
2024-01-03 20:00:00+00:00,9.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,27.0
2024-01-03 21:00:00+00:00,0.0,108.0,0.0,0.0,0.0,0.0,0.0,65.0,173.0
2024-01-03 22:00:00+00:00,0.0,156.0,0.0,41.0,0.0,0.0,0.0,29.0,226.0
2024-01-03 23:00:00+00:00,0.0,173.0,0.0,139.0,0.0,0.0,0.0,136.0,448.0
2024-01-04 00:00:00+00:00,0.0,153.0,24.0,169.0,0.0,0.0,0.0,204.0,550.0
2024-01-04 01:00:00+00:00,0.0,127.0,39.0,173.0,0.0,0.0,0.0,235.0,574.0
2024-01-04 02:00:00+00:00,0.0,105.0,8.0,126.0,0.0,9.0,0.0,195.0,443.0
2024-01-04 03:00:00+00:00,0.0,64.0,0.0,99.0,0.0,10.0,0.0,143.0,316.0
2024-01-04 04:00:00+00:00,0.0,0.0,15.0,98.0,0.0,0.0,27.0,0.0,140.0
2024-01-04 05:00:00+00:00,2.0,0.0,0.0,24.0,0.0,0.0,34.0,0.0,60.0
2024-01-04 06:00:00+00:00,23.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,73.0
2024-01-04 07:00:00+00:00,0.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,17.0
2024-01-04 08:00:00+00:00,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0
2024-01-04 09:00:00+00:00,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0
2024-01-04 10:00:00+00:00,0.0,234.0,0.0,0.0,0.0,51.0,0.0,0.0,285.0
2024-01-04 11:00:00+00:00,0.0,209.0,0.0,0.0,0.0,37.0,0.0,0.0,246.0
2024-01-04 12:00:00+00:00,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
2024-01-04 13:00:00+00:00,72.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,79.0
2024-01-04 14:00:00+00:00,125.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,159.0
2024-01-04 15:00:00+00:00,46.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
2024-01-04 16:00:00+00:00,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
2024-01-04 17:00:00+00:00,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0
2024-01-04 18:00:00+00:00,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0
2024-01-04 19:00:00+00:00,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0
2024-01-04 20:00:00+00:00,0.0,298.0,0.0,0.0,0.0,0.0,0.0,55.0,353.0
2024-01-04 21:00:00+00:00,0.0,447.0,0.0,0.0,0.0,0.0,0.0,215.0,662.0
2024-01-04 22:00:00+00:00,0.0,479.0,0.0,2.0,0.0,0.0,0.0,181.0,662.0
2024-01-04 23:00:00+00:00,0.0,549.0,0.0,116.0,0.0,0.0,0.0,272.0,937.0
2024-01-05 00:00:00+00:00,0.0,537.0,0.0,154.0,0.0,0.0,0.0,281.0,972.0
2024-01-05 01:00:00+00:00,0.0,466.0,0.0,86.0,0.0,0.0,0.0,326.0,878.0
2024-01-05 02:00:00+00:00,0.0,425.0,0.0,41.0,0.0,0.0,0.0,369.0,835.0
2024-01-05 03:00:00+00:00,0.0,368.0,0.0,45.0,0.0,0.0,0.0,325.0,738.0
2024-01-05 04:00:00+00:00,0.0,230.0,0.0,18.0,0.0,0.0,5.0,198.0,451.0
2024-01-05 05:00:00+00:00,24.0,144.0,0.0,25.0,0.0,0.0,0.0,76.0,269.0
2024-01-05 06:00:00+00:00,39.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0
2024-01-05 07:00:00+00:00,0.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0
2024-01-05 08:00:00+00:00,0.0,410.0,0.0,0.0,0.0,0.0,0.0,19.0,429.0
2024-01-05 09:00:00+00:00,0.0,426.0,0.0,0.0,0.0,0.0,0.0,53.0,479.0
2024-01-05 10:00:00+00:00,0.0,318.0,0.0,0.0,0.0,37.0,0.0,53.0,408.0
2024-01-05 11:00:00+00:00,0.0,246.0,0.0,0.0,0.0,0.0,0.0,88.0,334.0
2024-01-05 12:00:00+00:00,10.0,174.0,0.0,0.0,0.0,0.0,0.0,2.0,186.0
2024-01-05 13:00:00+00:00,88.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,107.0
2024-01-05 14:00:00+00:00,238.0,0.0,10.0,0.0,0.0,0.0,61.0,0.0,309.0
2024-01-05 15:00:00+00:00,230.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,281.0
2024-01-05 16:00:00+00:00,259.0,0.0,37.0,0.0,0.0,0.0,61.0,0.0,357.0
2024-01-05 17:00:00+00:00,237.0,0.0,8.0,0.0,0.0,0.0,56.0,0.0,301.0
2024-01-05 18:00:00+00:00,229.0,0.0,4.0,0.0,0.0,0.0,51.0,0.0,284.0
2024-01-05 19:00:00+00:00,178.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,243.0
2024-01-05 20:00:00+00:00,159.0,0.0,67.0,67.0,0.0,0.0,54.0,0.0,347.0
2024-01-05 21:00:00+00:00,126.0,0.0,47.0,97.0,0.0,0.0,6.0,0.0,276.0
2024-01-05 22:00:00+00:00,85.0,58.0,17.0,110.0,0.0,0.0,0.0,20.0,290.0
2024-01-05 23:00:00+00:00,84.0,144.0,33.0,115.0,0.0,0.0,5.0,85.0,466.0
2024-01-06 00:00:00+00:00,0.0,188.0,0.0,28.0,0.0,0.0,10.0,99.0,325.0
2024-01-06 01:00:00+00:00,0.0,209.0,0.0,0.0,0.0,0.0,21.0,162.0,392.0
2024-01-06 02:00:00+00:00,0.0,229.0,0.0,0.0,0.0,114.0,5.0,178.0,526.0
2024-01-06 03:00:00+00:00,0.0,217.0,0.0,0.0,0.0,134.0,12.0,139.0,502.0
2024-01-06 04:00:00+00:00,0.0,208.0,0.0,0.0,0.0,216.0,21.0,69.0,514.0
2024-01-06 05:00:00+00:00,13.0,211.0,0.0,0.0,0.0,315.0,28.0,43.0,610.0
2024-01-06 06:00:00+00:00,41.0,192.0,0.0,0.0,0.0,309.0,2.0,0.0,544.0
2024-01-06 07:00:00+00:00,32.0,179.0,0.0,0.0,0.0,269.0,0.0,0.0,480.0
2024-01-06 08:00:00+00:00,0.0,257.0,0.0,0.0,0.0,275.0,0.0,0.0,532.0
2024-01-06 09:00:00+00:00,0.0,307.0,0.0,0.0,23.0,281.0,0.0,0.0,611.0
2024-01-06 10:00:00+00:00,0.0,294.0,0.0,0.0,40.0,254.0,0.0,0.0,588.0
2024-01-06 11:00:00+00:00,0.0,327.0,0.0,0.0,100.0,251.0,0.0,0.0,678.0
2024-01-06 12:00:00+00:00,0.0,274.0,0.0,0.0,71.0,187.0,0.0,0.0,532.0
2024-01-06 13:00:00+00:00,0.0,210.0,0.0,0.0,57.0,137.0,0.0,0.0,404.0
2024-01-06 14:00:00+00:00,0.0,160.0,0.0,0.0,80.0,130.0,0.0,0.0,370.0
2024-01-06 15:00:00+00:00,0.0,164.0,0.0,0.0,100.0,117.0,0.0,0.0,381.0
2024-01-06 16:00:00+00:00,0.0,195.0,0.0,0.0,121.0,186.0,0.0,0.0,502.0
2024-01-06 17:00:00+00:00,0.0,200.0,0.0,0.0,114.0,240.0,0.0,0.0,554.0
2024-01-06 18:00:00+00:00,0.0,197.0,0.0,0.0,93.0,293.0,0.0,0.0,583.0
2024-01-06 19:00:00+00:00,0.0,177.0,0.0,0.0,40.0,264.0,0.0,0.0,481.0
2024-01-06 20:00:00+00:00,0.0,183.0,0.0,0.0,0.0,147.0,0.0,0.0,330.0
2024-01-06 21:00:00+00:00,0.0,243.0,0.0,0.0,0.0,141.0,0.0,7.0,391.0
2024-01-06 22:00:00+00:00,0.0,318.0,0.0,0.0,0.0,171.0,0.0,0.0,489.0
2024-01-06 23:00:00+00:00,0.0,341.0,0.0,0.0,0.0,192.0,0.0,59.0,592.0
2024-01-07 00:00:00+00:00,0.0,360.0,0.0,0.0,0.0,322.0,0.0,57.0,739.0
2024-01-07 01:00:00+00:00,0.0,337.0,0.0,0.0,0.0,394.0,0.0,140.0,871.0
2024-01-07 02:00:00+00:00,0.0,293.0,0.0,0.0,0.0,455.0,0.0,154.0,902.0
2024-01-07 03:00:00+00:00,0.0,275.0,0.0,0.0,0.0,450.0,0.0,192.0,917.0
2024-01-07 04:00:00+00:00,0.0,225.0,0.0,0.0,0.0,389.0,0.0,151.0,765.0
2024-01-07 05:00:00+00:00,0.0,193.0,0.0,0.0,0.0,330.0,10.0,142.0,675.0
2024-01-07 06:00:00+00:00,0.0,192.0,0.0,0.0,0.0,288.0,0.0,191.0,671.0
2024-01-07 07:00:00+00:00,0.0,182.0,0.0,0.0,0.0,250.0,0.0,217.0,649.0
2024-01-07 08:00:00+00:00,0.0,233.0,0.0,0.0,0.0,194.0,0.0,142.0,569.0
2024-01-07 09:00:00+00:00,0.0,280.0,0.0,0.0,0.0,120.0,0.0,103.0,503.0
2024-01-07 10:00:00+00:00,0.0,277.0,0.0,0.0,0.0,52.0,0.0,91.0,420.0
2024-01-07 11:00:00+00:00,0.0,252.0,0.0,0.0,0.0,111.0,0.0,45.0,408.0
2024-01-07 12:00:00+00:00,0.0,171.0,0.0,0.0,0.0,104.0,0.0,0.0,275.0
2024-01-07 13:00:00+00:00,19.0,28.0,0.0,0.0,0.0,0.0,38.0,0.0,85.0
2024-01-07 14:00:00+00:00,7.0,0.0,0.0,0.0,0.0,36.0,20.0,0.0,63.0
2024-01-07 15:00:00+00:00,0.0,0.0,0.0,0.0,41.0,68.0,0.0,0.0,109.0
2024-01-07 16:00:00+00:00,1.0,26.0,0.0,0.0,26.0,91.0,0.0,0.0,144.0
2024-01-07 17:00:00+00:00,0.0,89.0,0.0,0.0,39.0,167.0,0.0,0.0,295.0
2024-01-07 18:00:00+00:00,0.0,50.0,0.0,0.0,0.0,51.0,0.0,0.0,101.0
2024-01-07 19:00:00+00:00,0.0,8.0,0.0,0.0,0.0,29.0,0.0,0.0,37.0
2024-01-07 20:00:00+00:00,19.0,48.0,0.0,0.0,0.0,41.0,0.0,0.0,108.0
2024-01-07 21:00:00+00:00,10.0,175.0,0.0,0.0,0.0,86.0,0.0,0.0,271.0
2024-01-07 22:00:00+00:00,10.0,241.0,0.0,0.0,0.0,84.0,0.0,0.0,335.0
2024-01-07 23:00:00+00:00,0.0,334.0,0.0,0.0,0.0,247.0,0.0,5.0,586.0
2024-01-08 00:00:00+00:00,0.0,344.0,0.0,0.0,0.0,313.0,0.0,80.0,737.0
2024-01-08 01:00:00+00:00,0.0,359.0,0.0,0.0,0.0,386.0,0.0,100.0,845.0
2024-01-08 02:00:00+00:00,0.0,348.0,0.0,0.0,0.0,375.0,0.0,166.0,889.0
2024-01-08 03:00:00+00:00,0.0,303.0,0.0,0.0,0.0,359.0,0.0,130.0,792.0
2024-01-08 04:00:00+00:00,0.0,200.0,0.0,0.0,0.0,277.0,15.0,51.0,543.0
2024-01-08 05:00:00+00:00,0.0,91.0,0.0,0.0,0.0,54.0,38.0,0.0,183.0
2024-01-08 06:00:00+00:00,0.0,108.0,0.0,0.0,37.0,169.0,36.0,0.0,350.0
2024-01-08 07:00:00+00:00,8.0,76.0,0.0,0.0,135.0,201.0,21.0,0.0,441.0
2024-01-08 08:00:00+00:00,0.0,111.0,0.0,0.0,129.0,179.0,0.0,0.0,419.0
2024-01-08 09:00:00+00:00,0.0,162.0,0.0,0.0,64.0,121.0,0.0,0.0,347.0
2024-01-08 10:00:00+00:00,0.0,141.0,0.0,0.0,60.0,91.0,0.0,0.0,292.0
2024-01-08 11:00:00+00:00,0.0,196.0,0.0,0.0,61.0,143.0,0.0,0.0,400.0
2024-01-08 12:00:00+00:00,0.0,121.0,0.0,0.0,19.0,78.0,0.0,0.0,218.0
2024-01-08 13:00:00+00:00,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
2024-01-08 14:00:00+00:00,4.0,74.0,0.0,0.0,61.0,0.0,0.0,0.0,139.0
2024-01-08 15:00:00+00:00,117.0,41.0,0.0,0.0,69.0,0.0,0.0,0.0,227.0
2024-01-08 16:00:00+00:00,115.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0
2024-01-08 17:00:00+00:00,164.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0
2024-01-08 18:00:00+00:00,60.0,175.0,0.0,0.0,25.0,19.0,0.0,0.0,279.0
2024-01-08 19:00:00+00:00,27.0,131.0,0.0,0.0,42.0,0.0,0.0,0.0,200.0
2024-01-08 20:00:00+00:00,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
2024-01-08 21:00:00+00:00,78.0,141.0,0.0,0.0,0.0,0.0,0.0,58.0,277.0
2024-01-08 22:00:00+00:00,97.0,205.0,0.0,0.0,0.0,0.0,5.0,133.0,440.0
2024-01-08 23:00:00+00:00,0.0,217.0,0.0,0.0,0.0,0.0,0.0,64.0,281.0
2024-01-09 00:00:00+00:00,0.0,238.0,0.0,0.0,0.0,15.0,0.0,78.0,331.0
2024-01-09 01:00:00+00:00,0.0,154.0,0.0,0.0,0.0,0.0,49.0,109.0,312.0
2024-01-09 02:00:00+00:00,0.0,130.0,0.0,0.0,0.0,52.0,34.0,106.0,322.0
2024-01-09 03:00:00+00:00,0.0,98.0,0.0,0.0,0.0,78.0,49.0,63.0,288.0
2024-01-09 04:00:00+00:00,0.0,6.0,0.0,0.0,0.0,18.0,76.0,0.0,100.0
2024-01-09 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0
2024-01-09 06:00:00+00:00,86.0,0.0,0.0,0.0,140.0,0.0,26.0,0.0,252.0
2024-01-09 07:00:00+00:00,0.0,81.0,0.0,0.0,125.0,0.0,7.0,0.0,213.0
2024-01-09 08:00:00+00:00,0.0,4.0,0.0,0.0,124.0,0.0,0.0,0.0,128.0
2024-01-09 09:00:00+00:00,0.0,16.0,0.0,0.0,50.0,0.0,0.0,0.0,66.0
2024-01-09 10:00:00+00:00,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0
2024-01-09 11:00:00+00:00,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0
2024-01-09 12:00:00+00:00,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,23.0
2024-01-09 13:00:00+00:00,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,61.0
2024-01-09 14:00:00+00:00,16.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,110.0
2024-01-09 15:00:00+00:00,9.0,97.0,0.0,0.0,162.0,0.0,0.0,0.0,268.0
2024-01-09 16:00:00+00:00,0.0,163.0,0.0,0.0,149.0,13.0,0.0,0.0,325.0
2024-01-09 17:00:00+00:00,0.0,218.0,0.0,0.0,132.0,86.0,0.0,0.0,436.0
2024-01-09 18:00:00+00:00,0.0,179.0,0.0,0.0,130.0,61.0,0.0,0.0,370.0
2024-01-09 19:00:00+00:00,0.0,1.0,0.0,0.0,137.0,3.0,0.0,0.0,141.0
2024-01-09 20:00:00+00:00,0.0,75.0,0.0,0.0,0.0,58.0,0.0,0.0,133.0
2024-01-09 21:00:00+00:00,0.0,152.0,0.0,0.0,0.0,3.0,0.0,0.0,155.0
2024-01-09 22:00:00+00:00,0.0,210.0,0.0,0.0,0.0,0.0,0.0,15.0,225.0
2024-01-09 23:00:00+00:00,0.0,259.0,0.0,0.0,0.0,108.0,0.0,9.0,376.0
2024-01-10 00:00:00+00:00,0.0,203.0,0.0,0.0,0.0,91.0,0.0,20.0,314.0
2024-01-10 01:00:00+00:00,0.0,205.0,0.0,0.0,0.0,210.0,0.0,2.0,417.0
2024-01-10 02:00:00+00:00,0.0,127.0,0.0,0.0,0.0,174.0,0.0,4.0,305.0
2024-01-10 03:00:00+00:00,0.0,73.0,0.0,0.0,0.0,160.0,0.0,0.0,233.0
2024-01-10 04:00:00+00:00,0.0,0.0,8.0,3.0,0.0,120.0,21.0,0.0,152.0
2024-01-10 05:00:00+00:00,173.0,0.0,0.0,0.0,174.0,155.0,18.0,0.0,520.0
2024-01-10 06:00:00+00:00,159.0,27.0,0.0,0.0,276.0,183.0,0.0,0.0,645.0
2024-01-10 07:00:00+00:00,61.0,63.0,0.0,0.0,252.0,161.0,0.0,0.0,537.0
2024-01-10 08:00:00+00:00,0.0,181.0,0.0,0.0,195.0,199.0,0.0,0.0,575.0
2024-01-10 09:00:00+00:00,0.0,273.0,0.0,0.0,121.0,254.0,0.0,0.0,648.0
2024-01-10 10:00:00+00:00,0.0,236.0,0.0,0.0,85.0,220.0,0.0,0.0,541.0
2024-01-10 11:00:00+00:00,0.0,233.0,0.0,0.0,61.0,202.0,0.0,0.0,496.0
2024-01-10 12:00:00+00:00,0.0,243.0,0.0,0.0,47.0,191.0,0.0,0.0,481.0
2024-01-10 13:00:00+00:00,2.0,134.0,0.0,0.0,54.0,103.0,0.0,0.0,293.0
2024-01-10 14:00:00+00:00,141.0,49.0,0.0,0.0,101.0,16.0,0.0,0.0,307.0
2024-01-10 15:00:00+00:00,158.0,99.0,0.0,0.0,117.0,0.0,0.0,0.0,374.0
2024-01-10 16:00:00+00:00,46.0,193.0,0.0,0.0,106.0,0.0,0.0,0.0,345.0
2024-01-10 17:00:00+00:00,88.0,101.0,0.0,0.0,135.0,0.0,0.0,0.0,324.0
2024-01-10 18:00:00+00:00,147.0,72.0,0.0,0.0,150.0,0.0,0.0,0.0,369.0
2024-01-10 19:00:00+00:00,108.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,217.0
2024-01-10 20:00:00+00:00,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
2024-01-10 21:00:00+00:00,58.0,0.0,57.0,126.0,0.0,0.0,0.0,0.0,241.0
2024-01-10 22:00:00+00:00,38.0,0.0,87.0,200.0,0.0,0.0,0.0,0.0,325.0
2024-01-10 23:00:00+00:00,0.0,58.0,5.0,151.0,0.0,0.0,0.0,0.0,214.0
2024-01-11 00:00:00+00:00,0.0,74.0,0.0,108.0,0.0,0.0,0.0,0.0,182.0
2024-01-11 01:00:00+00:00,0.0,83.0,0.0,58.0,0.0,32.0,0.0,0.0,173.0
2024-01-11 02:00:00+00:00,0.0,51.0,0.0,53.0,0.0,14.0,4.0,0.0,122.0
2024-01-11 03:00:00+00:00,0.0,0.0,73.0,138.0,0.0,0.0,48.0,0.0,259.0
2024-01-11 04:00:00+00:00,26.0,0.0,149.0,174.0,0.0,0.0,73.0,0.0,422.0
2024-01-11 05:00:00+00:00,159.0,0.0,126.0,90.0,32.0,0.0,92.0,0.0,499.0
2024-01-11 06:00:00+00:00,188.0,0.0,26.0,0.0,158.0,0.0,76.0,0.0,448.0
2024-01-11 07:00:00+00:00,98.0,36.0,0.0,0.0,80.0,0.0,42.0,0.0,256.0
2024-01-11 08:00:00+00:00,24.0,103.0,0.0,0.0,64.0,0.0,0.0,0.0,191.0
2024-01-11 09:00:00+00:00,0.0,168.0,0.0,0.0,11.0,7.0,0.0,0.0,186.0
2024-01-11 10:00:00+00:00,0.0,227.0,0.0,0.0,0.0,65.0,0.0,0.0,292.0
2024-01-11 11:00:00+00:00,0.0,233.0,0.0,0.0,0.0,85.0,0.0,0.0,318.0
2024-01-11 12:00:00+00:00,12.0,140.0,0.0,0.0,0.0,38.0,0.0,0.0,190.0
2024-01-11 13:00:00+00:00,131.0,0.0,0.0,0.0,20.0,0.0,32.0,0.0,183.0
2024-01-11 14:00:00+00:00,231.0,0.0,18.0,0.0,101.0,0.0,83.0,0.0,433.0
2024-01-11 15:00:00+00:00,286.0,0.0,19.0,0.0,110.0,0.0,101.0,0.0,516.0
2024-01-11 16:00:00+00:00,247.0,0.0,46.0,4.0,26.0,0.0,102.0,0.0,425.0
2024-01-11 17:00:00+00:00,285.0,0.0,113.0,50.0,0.0,0.0,113.0,0.0,561.0
2024-01-11 18:00:00+00:00,265.0,0.0,112.0,67.0,0.0,0.0,104.0,0.0,548.0
2024-01-11 19:00:00+00:00,279.0,0.0,130.0,79.0,0.0,0.0,94.0,0.0,582.0
2024-01-11 20:00:00+00:00,201.0,0.0,84.0,106.0,0.0,0.0,0.0,0.0,391.0
2024-01-11 21:00:00+00:00,187.0,0.0,111.0,165.0,0.0,0.0,10.0,0.0,473.0
2024-01-11 22:00:00+00:00,173.0,0.0,130.0,209.0,0.0,0.0,52.0,0.0,564.0
