,DK,FI,DE,SE,NL,UK,sum
2022-01-03 07:00:00+00:00,1090.0,0.0,145.0,150.0,367.0,693.0,720.0
2022-01-03 08:00:00+00:00,1089.0,0.0,263.5,304.0,0.0,678.0,781.25
2022-01-03 09:00:00+00:00,1090.0,0.0,317.5,357.0,121.0,693.0,882.75
2022-01-03 10:00:00+00:00,1090.0,0.0,13.75,206.0,136.0,694.0,545.25
2022-01-03 11:00:00+00:00,1090.0,0.0,0.0,423.0,0.0,690.0,550.75
2022-01-03 12:00:00+00:00,1090.0,0.0,0.0,438.0,0.0,609.0,534.25
2022-01-03 13:00:00+00:00,1003.0,0.0,0.0,355.0,0.0,477.0,458.75
2022-01-03 14:00:00+00:00,1090.0,0.0,0.0,354.0,0.0,609.0,513.25
2022-01-03 15:00:00+00:00,1090.0,0.0,0.0,367.0,0.0,189.0,411.5
2022-01-03 16:00:00+00:00,1090.0,0.0,0.0,402.0,0.0,0.0,373.0
2022-01-03 17:00:00+00:00,1090.0,0.0,0.0,634.0,0.0,0.0,431.0
2022-01-03 18:00:00+00:00,1090.0,0.0,0.0,487.0,0.0,0.0,394.25
2022-01-03 19:00:00+00:00,1091.0,0.0,15.25,668.0,0.0,0.0,455.0
2022-01-03 20:00:00+00:00,1091.0,0.0,364.5,659.0,0.0,0.0,802.0
2022-01-03 21:00:00+00:00,1090.0,0.0,493.25,724.0,0.0,0.0,946.75
2022-01-03 22:00:00+00:00,1087.0,0.0,843.25,722.0,0.0,185.0,1341.75
2022-01-03 23:00:00+00:00,1089.0,0.0,636.25,523.0,0.0,0.0,1039.25
2022-01-04 00:00:00+00:00,1090.0,0.0,1184.75,681.0,0.0,0.0,1627.5
2022-01-04 01:00:00+00:00,1090.0,0.0,1389.75,543.0,0.0,0.0,1798.0
2022-01-04 02:00:00+00:00,1088.0,0.0,1315.5,481.0,0.0,0.0,1707.75
2022-01-04 03:00:00+00:00,976.0,0.0,736.25,398.0,0.0,180.0,1124.75
2022-01-04 04:00:00+00:00,681.0,0.0,143.5,269.0,50.0,0.0,393.5
2022-01-04 05:00:00+00:00,6.0,0.0,0.0,82.0,0.0,0.0,22.0
2022-01-04 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-04 18:00:00+00:00,171.0,0.0,0.0,0.0,0.0,0.0,42.75
2022-01-04 19:00:00+00:00,549.0,0.0,0.0,208.0,0.0,0.0,189.25
2022-01-04 20:00:00+00:00,952.0,0.0,7.5,526.0,0.0,0.0,377.0
2022-01-04 21:00:00+00:00,1082.0,0.0,465.25,718.0,0.0,0.0,915.25
2022-01-04 22:00:00+00:00,1090.0,0.0,1046.5,849.0,0.0,114.0,1559.75
2022-01-04 23:00:00+00:00,1090.0,0.0,1236.75,456.0,0.0,0.0,1623.25
2022-01-05 00:00:00+00:00,1090.0,0.0,1258.25,548.0,285.0,0.0,1739.0
2022-01-05 01:00:00+00:00,1091.0,0.0,1214.5,575.0,388.0,120.0,1758.0
2022-01-05 02:00:00+00:00,1090.0,0.0,1192.0,565.0,567.0,547.0,1884.25
2022-01-05 03:00:00+00:00,1090.0,0.0,1145.25,531.0,566.0,479.0,1811.75
2022-01-05 04:00:00+00:00,1090.0,0.0,1108.25,454.0,342.0,44.0,1590.75
2022-01-05 05:00:00+00:00,1090.0,0.0,1118.0,264.0,0.0,0.0,1456.5
2022-01-05 06:00:00+00:00,1088.0,0.0,1180.75,188.0,0.0,0.0,1499.75
2022-01-05 07:00:00+00:00,1059.0,0.0,1184.5,0.0,0.0,0.0,1449.25
2022-01-05 08:00:00+00:00,1021.0,0.0,1210.0,0.0,0.0,0.0,1465.25
2022-01-05 09:00:00+00:00,791.0,0.0,1182.5,0.0,0.0,0.0,1380.25
2022-01-05 10:00:00+00:00,998.0,0.0,1138.25,0.0,0.0,0.0,1387.75
2022-01-05 11:00:00+00:00,1060.0,0.0,1159.25,0.0,0.0,0.0,1424.25
2022-01-05 12:00:00+00:00,1086.0,0.0,1069.5,58.0,0.0,0.0,1355.5
2022-01-05 13:00:00+00:00,1089.0,0.0,1039.0,181.0,0.0,0.0,1356.5
2022-01-05 14:00:00+00:00,1066.0,0.0,1015.75,49.0,0.0,0.0,1294.5
2022-01-05 15:00:00+00:00,736.0,0.0,468.25,232.0,0.0,0.0,710.25
2022-01-05 16:00:00+00:00,437.0,0.0,10.75,43.0,0.0,0.0,130.75
2022-01-05 17:00:00+00:00,724.0,0.0,0.0,295.0,0.0,0.0,254.75
2022-01-05 18:00:00+00:00,907.0,0.0,126.25,311.0,0.0,0.0,430.75
2022-01-05 19:00:00+00:00,1077.0,0.0,693.5,391.0,0.0,0.0,1060.5
2022-01-05 20:00:00+00:00,1089.0,0.0,789.25,484.0,0.0,0.0,1182.5
2022-01-05 21:00:00+00:00,1089.0,0.0,1057.75,870.0,0.0,0.0,1547.5
2022-01-05 22:00:00+00:00,1063.0,0.0,1181.25,998.0,0.0,0.0,1696.5
2022-01-05 23:00:00+00:00,741.0,0.0,1353.5,871.0,0.0,0.0,1756.5
2022-01-06 00:00:00+00:00,1062.0,0.0,1397.5,682.0,0.0,0.0,1833.5
2022-01-06 01:00:00+00:00,1039.0,0.0,1353.25,769.0,0.0,0.0,1805.25
2022-01-06 02:00:00+00:00,619.0,0.0,1024.75,640.0,0.0,0.0,1339.5
2022-01-06 03:00:00+00:00,166.0,0.0,439.75,796.0,0.0,0.0,680.25
2022-01-06 04:00:00+00:00,0.0,0.0,5.5,866.0,0.0,0.0,222.0
2022-01-06 05:00:00+00:00,0.0,0.0,0.0,851.0,0.0,0.0,212.75
2022-01-06 06:00:00+00:00,0.0,0.0,0.0,1036.0,0.0,0.0,259.0
2022-01-06 07:00:00+00:00,0.0,0.0,0.0,895.0,0.0,0.0,223.75
2022-01-06 08:00:00+00:00,0.0,0.0,0.0,759.0,0.0,0.0,189.75
2022-01-06 09:00:00+00:00,0.0,0.0,0.0,623.0,0.0,0.0,155.75
2022-01-06 10:00:00+00:00,0.0,0.0,0.0,653.0,0.0,0.0,163.25
2022-01-06 11:00:00+00:00,0.0,0.0,0.0,824.0,0.0,0.0,206.0
2022-01-06 12:00:00+00:00,0.0,0.0,0.0,327.0,63.0,0.0,97.5
2022-01-06 13:00:00+00:00,0.0,0.0,0.0,501.0,0.0,0.0,125.25
2022-01-06 14:00:00+00:00,0.0,0.0,0.0,322.0,0.0,0.0,80.5
2022-01-06 15:00:00+00:00,0.0,0.0,0.0,254.0,0.0,0.0,63.5
2022-01-06 16:00:00+00:00,0.0,0.0,0.0,189.0,0.0,0.0,47.25
2022-01-06 17:00:00+00:00,0.0,15.0,0.0,312.0,0.0,0.0,81.75
2022-01-06 18:00:00+00:00,0.0,4.0,0.0,342.0,0.0,0.0,86.5
2022-01-06 19:00:00+00:00,0.0,4.0,0.0,339.0,0.0,0.0,85.75
2022-01-06 20:00:00+00:00,0.0,0.0,0.0,166.0,0.0,0.0,41.5
2022-01-06 21:00:00+00:00,0.0,8.0,0.0,82.0,0.0,0.0,22.5
2022-01-06 22:00:00+00:00,360.0,10.0,171.75,76.0,0.0,0.0,283.25
2022-01-06 23:00:00+00:00,1032.0,5.0,681.0,596.0,0.0,0.0,1089.25
2022-01-07 00:00:00+00:00,1087.0,5.0,752.5,626.0,16.0,0.0,1186.0
2022-01-07 01:00:00+00:00,1089.0,4.0,916.5,426.0,505.0,0.0,1422.5
2022-01-07 02:00:00+00:00,1089.0,0.0,755.5,554.0,724.0,0.0,1347.25
2022-01-07 03:00:00+00:00,1089.0,0.0,882.5,846.0,564.0,0.0,1507.25
2022-01-07 04:00:00+00:00,1078.0,0.0,986.25,938.0,11.0,0.0,1493.0
2022-01-07 05:00:00+00:00,897.0,0.0,415.0,224.0,0.0,0.0,695.25
2022-01-07 06:00:00+00:00,595.0,0.0,3.75,0.0,0.0,0.0,152.5
2022-01-07 07:00:00+00:00,557.0,0.0,0.0,0.0,0.0,0.0,139.25
2022-01-07 08:00:00+00:00,531.0,6.0,0.0,0.0,0.0,0.0,134.25
2022-01-07 09:00:00+00:00,122.0,7.0,0.0,0.0,0.0,0.0,32.25
2022-01-07 10:00:00+00:00,0.0,4.0,0.0,0.0,0.0,0.0,1.0
2022-01-07 11:00:00+00:00,0.0,2.0,0.0,0.0,0.0,0.0,0.5
2022-01-07 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-07 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-07 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-07 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-07 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-07 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-07 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-07 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-07 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-07 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-07 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-07 23:00:00+00:00,214.0,0.0,0.0,0.0,0.0,0.0,53.5
2022-01-08 00:00:00+00:00,374.0,0.0,0.0,0.0,0.0,0.0,93.5
2022-01-08 01:00:00+00:00,389.0,0.0,0.0,0.0,0.0,0.0,97.25
2022-01-08 02:00:00+00:00,311.0,0.0,0.0,0.0,0.0,0.0,77.75
2022-01-08 03:00:00+00:00,292.0,0.0,0.0,0.0,0.0,0.0,73.0
2022-01-08 04:00:00+00:00,259.0,0.0,0.0,0.0,0.0,0.0,64.75
2022-01-08 05:00:00+00:00,258.0,0.0,0.0,0.0,0.0,0.0,64.5
2022-01-08 06:00:00+00:00,67.0,0.0,0.0,0.0,0.0,0.0,16.75
2022-01-08 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-08 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-08 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-08 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-08 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-08 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-08 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-08 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-08 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-08 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-08 17:00:00+00:00,0.0,0.0,15.0,0.0,0.0,0.0,15.0
2022-01-08 18:00:00+00:00,0.0,0.0,533.25,0.0,0.0,0.0,533.25
2022-01-08 19:00:00+00:00,393.0,0.0,1109.25,340.0,0.0,0.0,1292.5
2022-01-08 20:00:00+00:00,827.0,0.0,1119.25,405.0,0.0,0.0,1427.25
2022-01-08 21:00:00+00:00,1075.0,0.0,1134.0,450.0,0.0,0.0,1515.25
2022-01-08 22:00:00+00:00,1090.0,0.0,1130.75,438.0,0.0,0.0,1512.75
2022-01-08 23:00:00+00:00,1090.0,0.0,1033.5,532.0,0.0,0.0,1439.0
2022-01-09 00:00:00+00:00,1091.0,0.0,1031.25,384.0,393.0,0.0,1498.25
2022-01-09 01:00:00+00:00,1091.0,0.0,1071.5,355.0,729.0,0.0,1615.25
2022-01-09 02:00:00+00:00,1090.0,0.0,1195.25,388.0,730.0,0.0,1747.25
2022-01-09 03:00:00+00:00,1091.0,0.0,1336.0,329.0,730.0,0.0,1873.5
2022-01-09 04:00:00+00:00,1090.0,0.0,1398.75,196.0,730.0,0.0,1902.75
2022-01-09 05:00:00+00:00,1090.0,0.0,1400.0,238.0,716.0,0.0,1911.0
2022-01-09 06:00:00+00:00,1090.0,0.0,1397.25,277.0,375.0,0.0,1832.75
2022-01-09 07:00:00+00:00,1062.0,0.0,1298.5,247.0,0.0,0.0,1625.75
2022-01-09 08:00:00+00:00,646.0,0.0,904.5,89.0,0.0,0.0,1088.25
2022-01-09 09:00:00+00:00,239.0,0.0,312.0,0.0,0.0,0.0,371.75
2022-01-09 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-09 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-09 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-09 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-09 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-09 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-09 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-09 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-09 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-09 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-09 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-09 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-09 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-09 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 00:00:00+00:00,0.0,0.0,0.0,400.0,0.0,0.0,100.0
2022-01-10 01:00:00+00:00,0.0,0.0,0.0,598.0,0.0,0.0,149.5
2022-01-10 02:00:00+00:00,0.0,0.0,0.0,690.0,0.0,0.0,172.5
2022-01-10 03:00:00+00:00,0.0,0.0,0.0,477.0,0.0,0.0,119.25
2022-01-10 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 13:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 14:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 15:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 17:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-11 22:00:00+00:00,0.0,0.0,0.0,394.0,0.0,0.0,98.5
2022-01-11 23:00:00+00:00,0.0,0.0,0.0,355.0,0.0,0.0,88.75
2022-01-12 00:00:00+00:00,0.0,0.0,0.0,503.0,0.0,0.0,125.75
2022-01-12 01:00:00+00:00,0.0,0.0,0.0,486.0,0.0,0.0,121.5
2022-01-12 02:00:00+00:00,0.0,0.0,0.0,381.0,0.0,0.0,95.25
2022-01-12 03:00:00+00:00,0.0,0.0,0.0,291.0,0.0,0.0,72.75
2022-01-12 04:00:00+00:00,0.0,0.0,0.0,92.0,0.0,0.0,23.0
2022-01-12 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-12 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-12 07:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-12 08:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-12 09:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-12 10:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-12 11:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-12 12:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-12 13:00:00+00:00,22.0,0.0,0.0,0.0,0.0,0.0,5.5
2022-01-12 14:00:00+00:00,410.0,0.0,0.0,0.0,0.0,0.0,102.5
2022-01-12 15:00:00+00:00,433.0,0.0,0.0,20.0,0.0,0.0,113.25
2022-01-12 16:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-12 17:00:00+00:00,166.0,0.0,0.0,35.0,0.0,0.0,50.25
2022-01-12 18:00:00+00:00,569.0,0.0,0.0,430.0,0.0,0.0,249.75
2022-01-12 19:00:00+00:00,808.0,0.0,0.0,531.0,0.0,0.0,334.75
2022-01-12 20:00:00+00:00,989.0,0.0,0.0,418.0,0.0,0.0,351.75
2022-01-12 21:00:00+00:00,1087.0,0.0,0.0,744.0,0.0,0.0,457.75
2022-01-12 22:00:00+00:00,1090.0,0.0,0.0,1012.0,0.0,0.0,525.5
2022-01-12 23:00:00+00:00,1090.0,0.0,0.0,1618.0,0.0,0.0,677.0
2022-01-13 00:00:00+00:00,1090.0,0.0,0.0,1821.0,0.0,0.0,727.75
2022-01-13 01:00:00+00:00,1087.0,0.0,0.0,1893.0,0.0,0.0,745.0
2022-01-13 02:00:00+00:00,1033.0,0.0,0.0,1900.0,0.0,0.0,733.25
2022-01-13 03:00:00+00:00,980.0,0.0,0.0,1930.0,0.0,0.0,727.5
2022-01-13 04:00:00+00:00,1082.0,0.0,0.0,1238.0,0.0,0.0,580.0
2022-01-13 05:00:00+00:00,1090.0,0.0,0.0,444.0,0.0,0.0,383.5
2022-01-13 06:00:00+00:00,1090.0,0.0,0.0,172.0,0.0,0.0,315.5
2022-01-13 07:00:00+00:00,1090.0,0.0,0.0,254.0,0.0,0.0,336.0
2022-01-13 08:00:00+00:00,1090.0,0.0,0.0,321.0,0.0,0.0,352.75
2022-01-13 09:00:00+00:00,1090.0,0.0,0.0,284.0,0.0,0.0,343.5
2022-01-13 10:00:00+00:00,1089.0,0.0,0.0,405.0,0.0,0.0,373.5
2022-01-13 11:00:00+00:00,1090.0,0.0,0.0,270.0,0.0,0.0,340.0
2022-01-13 12:00:00+00:00,1090.0,0.0,0.0,245.0,0.0,0.0,333.75
2022-01-13 13:00:00+00:00,1090.0,0.0,0.0,320.0,0.0,0.0,352.5
2022-01-13 14:00:00+00:00,1090.0,0.0,0.0,109.0,0.0,0.0,299.75
