,DE,SE,NO,UK,NL,sum
2023-01-03 19:00:00+00:00,538.0,40.0,0.0,,223.0,603.75
2023-01-03 20:00:00+00:00,935.5,0.0,0.0,,529.0,1067.75
2023-01-03 21:00:00+00:00,770.0,0.0,0.0,,401.0,870.25
2023-01-03 22:00:00+00:00,852.5,0.0,0.0,,698.0,1027.0
2023-01-03 23:00:00+00:00,903.25,0.0,0.0,,698.0,1077.75
2023-01-04 00:00:00+00:00,966.0,0.0,0.0,,697.0,1140.25
2023-01-04 01:00:00+00:00,937.0,0.0,0.0,,692.0,1110.0
2023-01-04 02:00:00+00:00,1037.5,0.0,0.0,,697.0,1211.75
2023-01-04 03:00:00+00:00,989.25,0.0,0.0,,684.0,1160.25
2023-01-04 04:00:00+00:00,1038.75,0.0,0.0,,589.0,1186.0
2023-01-04 05:00:00+00:00,1321.5,0.0,1.0,,124.0,1352.75
2023-01-04 06:00:00+00:00,1498.75,0.0,1.0,,0.0,1499.0
2023-01-04 07:00:00+00:00,2373.25,0.0,0.0,,0.0,2373.25
2023-01-04 08:00:00+00:00,2340.0,0.0,0.0,,0.0,2340.0
2023-01-04 09:00:00+00:00,2162.75,0.0,0.0,,0.0,2162.75
2023-01-04 10:00:00+00:00,2176.25,0.0,0.0,,0.0,2176.25
2023-01-04 11:00:00+00:00,1796.25,0.0,0.0,,6.0,1797.75
2023-01-04 12:00:00+00:00,1677.25,0.0,0.0,,0.0,1677.25
2023-01-04 13:00:00+00:00,1505.0,0.0,0.0,,21.0,1510.25
2023-01-04 14:00:00+00:00,1776.25,0.0,0.0,,0.0,1776.25
2023-01-04 15:00:00+00:00,1740.5,0.0,0.0,,0.0,1740.5
2023-01-04 16:00:00+00:00,1706.5,0.0,0.0,,0.0,1706.5
2023-01-04 17:00:00+00:00,1663.5,0.0,0.0,,0.0,1663.5
2023-01-04 18:00:00+00:00,2007.75,0.0,0.0,,0.0,2007.75
2023-01-04 19:00:00+00:00,2210.75,0.0,0.0,,0.0,2210.75
2023-01-04 20:00:00+00:00,2373.25,0.0,0.0,,0.0,2373.25
2023-01-04 21:00:00+00:00,2171.5,0.0,0.0,,0.0,2171.5
2023-01-04 22:00:00+00:00,2618.5,0.0,0.0,,0.0,2618.5
2023-01-04 23:00:00+00:00,2883.25,0.0,0.0,,0.0,2883.25
2023-01-05 00:00:00+00:00,2930.25,0.0,0.0,,0.0,2930.25
2023-01-05 01:00:00+00:00,2882.25,0.0,0.0,,0.0,2882.25
2023-01-05 02:00:00+00:00,2277.0,0.0,0.0,,7.0,2278.75
2023-01-05 03:00:00+00:00,2792.0,0.0,0.0,,0.0,2792.0
2023-01-05 04:00:00+00:00,2863.75,0.0,0.0,,0.0,2863.75
2023-01-05 05:00:00+00:00,2083.75,0.0,0.0,,0.0,2083.75
2023-01-05 06:00:00+00:00,1608.75,7.0,0.0,,0.0,1610.5
2023-01-05 07:00:00+00:00,1636.5,469.0,0.0,,0.0,1753.75
2023-01-05 08:00:00+00:00,1206.5,462.0,2.0,,0.0,1322.5
2023-01-05 09:00:00+00:00,1629.75,500.0,3.0,,0.0,1755.5
2023-01-05 10:00:00+00:00,1593.25,512.0,3.0,,0.0,1722.0
2023-01-05 11:00:00+00:00,1618.0,408.0,3.0,,0.0,1720.75
2023-01-05 12:00:00+00:00,1282.75,250.0,7.0,,0.0,1347.0
2023-01-05 13:00:00+00:00,1176.0,743.0,92.0,,0.0,1384.75
2023-01-05 14:00:00+00:00,700.0,1617.0,170.0,,0.0,1146.75
2023-01-05 15:00:00+00:00,64.0,1379.0,544.0,,136.0,578.75
2023-01-05 16:00:00+00:00,1015.5,997.0,885.0,,0.0,1486.0
2023-01-05 17:00:00+00:00,367.25,964.0,1020.0,,153.0,901.5
2023-01-05 18:00:00+00:00,15.0,1337.0,964.0,,27.0,597.0
2023-01-05 19:00:00+00:00,0.0,1542.0,549.0,,60.0,537.75
2023-01-05 20:00:00+00:00,0.0,1758.0,203.0,,30.0,497.75
2023-01-05 21:00:00+00:00,0.0,1533.0,124.0,,176.0,458.25
2023-01-05 22:00:00+00:00,0.0,558.0,14.0,,0.0,143.0
2023-01-05 23:00:00+00:00,19.75,785.0,0.0,,0.0,216.0
2023-01-06 00:00:00+00:00,124.25,649.0,0.0,,60.0,301.5
2023-01-06 01:00:00+00:00,124.75,425.0,0.0,,464.0,347.0
2023-01-06 02:00:00+00:00,96.75,13.0,0.0,,552.0,238.0
2023-01-06 03:00:00+00:00,90.75,0.0,0.0,,533.0,224.0
2023-01-06 04:00:00+00:00,167.75,0.0,0.0,,488.0,289.75
2023-01-06 05:00:00+00:00,19.5,112.0,1.0,,0.0,47.75
2023-01-06 06:00:00+00:00,82.5,370.0,1.0,,0.0,175.25
2023-01-06 07:00:00+00:00,118.25,526.0,1.0,,0.0,250.0
2023-01-06 08:00:00+00:00,178.5,660.0,1.0,,0.0,343.75
2023-01-06 09:00:00+00:00,595.0,859.0,2.0,,0.0,810.25
2023-01-06 10:00:00+00:00,972.0,803.0,0.0,,0.0,1172.75
2023-01-06 11:00:00+00:00,1078.5,716.0,0.0,,0.0,1257.5
2023-01-06 12:00:00+00:00,1111.0,666.0,1.0,,0.0,1277.75
2023-01-06 13:00:00+00:00,377.0,702.0,3.0,,0.0,553.25
2023-01-06 14:00:00+00:00,420.25,629.0,3.0,,0.0,578.25
2023-01-06 15:00:00+00:00,242.5,1084.0,3.0,,0.0,514.25
2023-01-06 16:00:00+00:00,86.25,1530.0,34.0,,0.0,477.25
2023-01-06 17:00:00+00:00,0.0,1651.0,200.0,,0.0,462.75
2023-01-06 18:00:00+00:00,1.0,1597.0,88.0,,0.0,422.25
2023-01-06 19:00:00+00:00,0.0,1600.0,2.0,,0.0,400.5
2023-01-06 20:00:00+00:00,0.0,1644.0,3.0,,0.0,411.75
2023-01-06 21:00:00+00:00,0.0,1754.0,3.0,,0.0,439.25
2023-01-06 22:00:00+00:00,0.0,1718.0,56.0,,0.0,443.5
2023-01-06 23:00:00+00:00,1.5,1203.0,3.0,,35.0,311.75
2023-01-07 00:00:00+00:00,1.0,1307.0,3.0,,698.0,503.0
2023-01-07 01:00:00+00:00,297.5,1243.0,3.0,,698.0,783.5
2023-01-07 02:00:00+00:00,729.75,1230.0,0.0,,698.0,1211.75
2023-01-07 03:00:00+00:00,433.25,1224.0,0.0,,698.0,913.75
2023-01-07 04:00:00+00:00,121.25,1145.0,0.0,,698.0,582.0
2023-01-07 05:00:00+00:00,0.0,1147.0,3.0,,698.0,462.0
2023-01-07 06:00:00+00:00,0.0,1170.0,3.0,,695.0,467.0
2023-01-07 07:00:00+00:00,0.0,1223.0,3.0,,602.0,457.0
2023-01-07 08:00:00+00:00,38.0,1126.0,3.0,,0.0,320.25
2023-01-07 09:00:00+00:00,588.25,1063.0,0.0,,0.0,854.0
2023-01-07 10:00:00+00:00,715.75,1111.0,0.0,,0.0,993.5
2023-01-07 11:00:00+00:00,92.0,974.0,0.0,,310.0,413.0
2023-01-07 12:00:00+00:00,83.5,813.0,0.0,,687.0,458.5
2023-01-07 13:00:00+00:00,91.25,881.0,0.0,,417.0,415.75
2023-01-07 14:00:00+00:00,585.25,959.0,0.0,,0.0,825.0
2023-01-07 15:00:00+00:00,944.0,1015.0,0.0,,0.0,1197.75
2023-01-07 16:00:00+00:00,1144.75,1192.0,0.0,,0.0,1442.75
2023-01-07 17:00:00+00:00,707.25,1066.0,0.0,,0.0,973.75
2023-01-07 18:00:00+00:00,482.5,693.0,0.0,,0.0,655.75
2023-01-07 19:00:00+00:00,803.25,297.0,0.0,,0.0,877.5
2023-01-07 20:00:00+00:00,1145.25,0.0,0.0,,0.0,1145.25
2023-01-07 21:00:00+00:00,927.75,0.0,0.0,,354.0,1016.25
2023-01-07 22:00:00+00:00,1346.75,0.0,0.0,,125.0,1378.0
2023-01-07 23:00:00+00:00,1025.0,0.0,0.0,,549.0,1162.25
2023-01-08 00:00:00+00:00,1366.0,0.0,0.0,,517.0,1495.25
2023-01-08 01:00:00+00:00,1196.75,0.0,0.0,,611.0,1349.5
2023-01-08 02:00:00+00:00,1186.75,0.0,0.0,,686.0,1358.25
2023-01-08 03:00:00+00:00,810.25,0.0,0.0,,668.0,977.25
2023-01-08 04:00:00+00:00,341.0,0.0,0.0,,620.0,496.0
2023-01-08 05:00:00+00:00,408.5,23.0,0.0,,483.0,535.0
2023-01-08 06:00:00+00:00,764.75,576.0,0.0,,6.0,910.25
2023-01-08 07:00:00+00:00,1380.25,978.0,0.0,,0.0,1624.75
2023-01-08 08:00:00+00:00,724.0,979.0,0.0,,0.0,968.75
2023-01-08 09:00:00+00:00,486.25,1148.0,3.0,,0.0,774.0
2023-01-08 10:00:00+00:00,403.25,1123.0,3.0,,40.0,694.75
2023-01-08 11:00:00+00:00,304.25,1171.0,3.0,,186.0,644.25
2023-01-08 12:00:00+00:00,405.0,1252.0,0.0,,294.0,791.5
2023-01-08 13:00:00+00:00,473.25,1253.0,0.0,,304.0,862.5
2023-01-08 14:00:00+00:00,5.25,1208.0,3.0,,662.0,473.5
2023-01-08 15:00:00+00:00,0.0,1024.0,3.0,,127.0,288.5
2023-01-08 16:00:00+00:00,0.0,1328.0,24.0,,0.0,338.0
2023-01-08 17:00:00+00:00,149.75,1037.0,5.0,,0.0,410.25
2023-01-08 18:00:00+00:00,419.75,1058.0,3.0,,0.0,685.0
2023-01-08 19:00:00+00:00,874.5,1053.0,3.0,,0.0,1138.5
2023-01-08 20:00:00+00:00,1206.0,1057.0,3.0,,0.0,1471.0
2023-01-08 21:00:00+00:00,785.5,1234.0,3.0,,0.0,1094.75
2023-01-08 22:00:00+00:00,1113.0,1193.0,0.0,,0.0,1411.25
2023-01-08 23:00:00+00:00,1134.75,1148.0,0.0,,24.0,1427.75
2023-01-09 00:00:00+00:00,967.75,910.0,0.0,,492.0,1318.25
2023-01-09 01:00:00+00:00,1408.0,312.0,0.0,,546.0,1622.5
2023-01-09 02:00:00+00:00,1749.25,0.0,0.0,,679.0,1919.0
2023-01-09 03:00:00+00:00,1874.5,0.0,3.0,,698.0,2049.75
2023-01-09 04:00:00+00:00,106.5,282.0,3.0,,698.0,352.25
2023-01-09 05:00:00+00:00,0.0,1318.0,29.0,,669.0,504.0
2023-01-09 06:00:00+00:00,0.0,1671.0,581.0,,3.0,563.75
2023-01-09 07:00:00+00:00,0.0,1513.0,864.0,,0.0,594.25
2023-01-09 08:00:00+00:00,0.25,1257.0,1095.0,,0.0,588.25
2023-01-09 09:00:00+00:00,0.0,1780.0,1050.0,,0.0,707.5
2023-01-09 10:00:00+00:00,0.0,1926.0,1034.0,,0.0,740.0
2023-01-09 11:00:00+00:00,0.0,1870.0,751.0,,0.0,655.25
2023-01-09 12:00:00+00:00,0.0,1931.0,812.0,,0.0,685.75
2023-01-09 13:00:00+00:00,0.0,1919.0,1089.0,,0.0,752.0
2023-01-09 14:00:00+00:00,0.0,1892.0,1110.0,,0.0,750.5
2023-01-09 15:00:00+00:00,0.25,1893.0,1110.0,,0.0,751.0
2023-01-09 16:00:00+00:00,0.25,1845.0,1110.0,,0.0,739.0
2023-01-09 17:00:00+00:00,0.25,1656.0,1110.0,,0.0,691.75
2023-01-09 18:00:00+00:00,0.0,1649.0,1110.0,,0.0,689.75
2023-01-09 19:00:00+00:00,0.0,1480.0,1081.0,,0.0,640.25
2023-01-09 20:00:00+00:00,0.0,1243.0,661.0,,0.0,476.0
2023-01-09 21:00:00+00:00,180.75,1325.0,247.0,,0.0,573.75
2023-01-09 22:00:00+00:00,331.5,1283.0,84.0,,0.0,673.25
2023-01-09 23:00:00+00:00,1220.0,1194.0,0.0,,0.0,1518.5
2023-01-10 00:00:00+00:00,1984.75,879.0,0.0,,0.0,2204.5
2023-01-10 01:00:00+00:00,1729.25,1111.0,0.0,,2.0,2007.5
2023-01-10 02:00:00+00:00,755.5,1088.0,0.0,,581.0,1172.75
2023-01-10 03:00:00+00:00,422.5,680.0,0.0,,460.0,707.5
2023-01-10 04:00:00+00:00,138.75,609.0,0.0,,0.0,291.0
2023-01-10 05:00:00+00:00,0.75,1522.0,211.0,,0.0,434.0
2023-01-10 06:00:00+00:00,42.5,1065.0,653.0,,0.0,472.0
2023-01-10 07:00:00+00:00,2.25,1030.0,964.0,,0.0,500.75
2023-01-10 08:00:00+00:00,0.0,1176.0,989.0,,0.0,541.25
2023-01-10 09:00:00+00:00,0.75,1376.0,717.0,,0.0,524.0
2023-01-10 10:00:00+00:00,230.75,965.0,279.0,,0.0,541.75
2023-01-10 11:00:00+00:00,156.0,1192.0,2.0,,0.0,454.5
2023-01-10 12:00:00+00:00,441.5,1403.0,0.0,,0.0,792.25
2023-01-10 13:00:00+00:00,420.0,1434.0,3.0,,0.0,779.25
2023-01-10 14:00:00+00:00,407.5,1676.0,3.0,,0.0,827.25
2023-01-10 15:00:00+00:00,32.0,1837.0,3.0,,0.0,492.0
2023-01-10 16:00:00+00:00,131.0,1368.0,3.0,,0.0,473.75
2023-01-10 17:00:00+00:00,99.5,1343.0,3.0,,0.0,436.0
2023-01-10 18:00:00+00:00,182.75,660.0,3.0,,0.0,348.5
2023-01-10 19:00:00+00:00,580.0,553.0,3.0,,0.0,719.0
2023-01-10 20:00:00+00:00,393.0,299.0,0.0,,0.0,467.75
2023-01-10 21:00:00+00:00,281.5,7.0,0.0,,0.0,283.25
2023-01-10 22:00:00+00:00,469.25,0.0,0.0,,149.0,506.5
2023-01-10 23:00:00+00:00,806.25,0.0,0.0,,452.0,919.25
2023-01-11 00:00:00+00:00,878.25,0.0,0.0,,689.0,1050.5
2023-01-11 01:00:00+00:00,1203.5,0.0,0.0,,513.0,1331.75
2023-01-11 02:00:00+00:00,1340.25,0.0,0.0,,647.0,1502.0
2023-01-11 03:00:00+00:00,1228.25,0.0,0.0,,690.0,1400.75
2023-01-11 04:00:00+00:00,869.25,0.0,0.0,,492.0,992.25
2023-01-11 05:00:00+00:00,492.25,3.0,1.0,,136.0,527.25
2023-01-11 06:00:00+00:00,363.25,362.0,3.0,,0.0,454.5
2023-01-11 07:00:00+00:00,288.75,763.0,3.0,,0.0,480.25
2023-01-11 08:00:00+00:00,297.25,1306.0,3.0,,0.0,624.5
2023-01-11 09:00:00+00:00,157.0,1425.0,3.0,,0.0,514.0
2023-01-11 10:00:00+00:00,118.75,1022.0,3.0,,0.0,375.0
2023-01-11 11:00:00+00:00,167.25,903.0,3.0,,0.0,393.75
2023-01-11 12:00:00+00:00,172.0,1061.0,3.0,,55.0,451.75
2023-01-11 13:00:00+00:00,255.25,1121.0,3.0,,0.0,536.25
2023-01-11 14:00:00+00:00,468.0,1054.0,3.0,,0.0,732.25
2023-01-11 15:00:00+00:00,625.5,1491.0,3.0,,0.0,999.0
2023-01-11 16:00:00+00:00,124.25,1584.0,3.0,,0.0,521.0
2023-01-11 17:00:00+00:00,16.25,1216.0,3.0,,0.0,321.0
2023-01-11 18:00:00+00:00,6.25,913.0,3.0,,0.0,235.25
2023-01-11 19:00:00+00:00,101.0,826.0,2.0,,0.0,308.0
2023-01-11 20:00:00+00:00,117.0,636.0,2.0,,0.0,276.5
2023-01-11 21:00:00+00:00,201.0,613.0,3.0,,0.0,355.0
2023-01-11 22:00:00+00:00,695.0,572.0,0.0,,0.0,838.0
2023-01-11 23:00:00+00:00,1334.0,412.0,0.0,,0.0,1437.0
2023-01-12 00:00:00+00:00,1759.5,23.0,0.0,,0.0,1765.25
2023-01-12 01:00:00+00:00,2051.75,0.0,0.0,,0.0,2051.75
2023-01-12 02:00:00+00:00,2521.75,0.0,0.0,,0.0,2521.75
2023-01-12 03:00:00+00:00,2651.75,0.0,0.0,,0.0,2651.75
2023-01-12 04:00:00+00:00,1962.0,360.0,0.0,,0.0,2052.0
2023-01-12 05:00:00+00:00,1233.0,751.0,0.0,,0.0,1420.75
2023-01-12 06:00:00+00:00,1355.5,784.0,3.0,,0.0,1552.25
2023-01-12 07:00:00+00:00,2373.5,755.0,3.0,,0.0,2563.0
2023-01-12 08:00:00+00:00,2523.75,590.0,3.0,,0.0,2672.0
2023-01-12 09:00:00+00:00,2547.0,713.0,0.0,,0.0,2725.25
2023-01-12 10:00:00+00:00,2719.0,741.0,0.0,,0.0,2904.25
2023-01-12 11:00:00+00:00,2982.0,190.0,0.0,,0.0,3029.5
2023-01-12 12:00:00+00:00,2763.5,504.0,3.0,,0.0,2890.25
2023-01-12 13:00:00+00:00,2459.75,569.0,3.0,,0.0,2602.75
2023-01-12 14:00:00+00:00,2527.0,134.0,3.0,,0.0,2561.25
2023-01-12 15:00:00+00:00,2193.5,495.0,3.0,,0.0,2318.0
2023-01-12 16:00:00+00:00,1586.5,995.0,3.0,,0.0,1836.0
2023-01-12 17:00:00+00:00,1548.5,1100.0,3.0,,0.0,1824.25
2023-01-12 18:00:00+00:00,1689.0,1234.0,3.0,,0.0,1998.25
2023-01-12 19:00:00+00:00,1247.25,1214.0,3.0,,0.0,1551.5
2023-01-12 20:00:00+00:00,1225.5,1184.0,2.0,,0.0,1522.0
2023-01-12 21:00:00+00:00,1272.5,1096.0,0.0,,0.0,1546.5
2023-01-12 22:00:00+00:00,1146.75,677.0,0.0,,0.0,1316.0
2023-01-12 23:00:00+00:00,1588.5,6.0,0.0,,0.0,1590.0
2023-01-13 00:00:00+00:00,2058.0,5.0,0.0,,0.0,2059.25
2023-01-13 01:00:00+00:00,1956.5,113.0,0.0,,0.0,1984.75
2023-01-13 02:00:00+00:00,2162.5,4.0,0.0,,0.0,2163.5
2023-01-13 03:00:00+00:00,2276.75,0.0,0.0,,0.0,2276.75
2023-01-13 04:00:00+00:00,2003.75,24.0,0.0,,0.0,2009.75
2023-01-13 05:00:00+00:00,1026.75,165.0,0.0,,0.0,1068.0
2023-01-13 06:00:00+00:00,676.25,586.0,0.0,,0.0,822.75
2023-01-13 07:00:00+00:00,839.75,571.0,0.0,,0.0,982.5
2023-01-13 08:00:00+00:00,548.5,680.0,0.0,,0.0,718.5
2023-01-13 09:00:00+00:00,486.0,694.0,0.0,,0.0,659.5
2023-01-13 10:00:00+00:00,875.75,273.0,0.0,,0.0,944.0
2023-01-13 11:00:00+00:00,1544.25,0.0,0.0,,0.0,1544.25
2023-01-13 12:00:00+00:00,1715.0,0.0,0.0,,0.0,1715.0
2023-01-13 13:00:00+00:00,1575.0,0.0,0.0,,0.0,1575.0
2023-01-13 14:00:00+00:00,964.75,0.0,0.0,,0.0,964.75
2023-01-13 15:00:00+00:00,1062.75,52.0,0.0,,0.0,1075.75
2023-01-13 16:00:00+00:00,857.5,670.0,0.0,,0.0,1025.0
2023-01-13 17:00:00+00:00,200.5,713.0,0.0,,0.0,378.75
2023-01-13 18:00:00+00:00,569.5,608.0,0.0,,0.0,721.5
2023-01-13 19:00:00+00:00,534.25,345.0,0.0,,0.0,620.5
2023-01-13 20:00:00+00:00,626.0,67.0,0.0,,0.0,642.75
2023-01-13 21:00:00+00:00,788.25,0.0,0.0,,0.0,788.25
2023-01-13 22:00:00+00:00,770.25,0.0,0.0,,0.0,770.25
2023-01-13 23:00:00+00:00,1218.25,0.0,0.0,,0.0,1218.25
2023-01-14 00:00:00+00:00,1618.75,0.0,0.0,,0.0,1618.75
2023-01-14 01:00:00+00:00,1587.5,0.0,0.0,,0.0,1587.5
2023-01-14 02:00:00+00:00,1425.5,0.0,0.0,,0.0,1425.5
2023-01-14 03:00:00+00:00,1494.25,0.0,0.0,,0.0,1494.25
2023-01-14 04:00:00+00:00,1627.5,0.0,0.0,,0.0,1627.5
2023-01-14 05:00:00+00:00,1705.75,0.0,0.0,,0.0,1705.75
2023-01-14 06:00:00+00:00,2149.5,0.0,0.0,,0.0,2149.5
2023-01-14 07:00:00+00:00,2609.5,0.0,0.0,,0.0,2609.5
2023-01-14 08:00:00+00:00,2727.75,0.0,0.0,,0.0,2727.75
2023-01-14 09:00:00+00:00,2846.5,0.0,0.0,,0.0,2846.5
2023-01-14 10:00:00+00:00,2983.5,0.0,0.0,,0.0,2983.5
2023-01-14 11:00:00+00:00,3055.0,0.0,0.0,,0.0,3055.0
2023-01-14 12:00:00+00:00,3001.75,0.0,0.0,,0.0,3001.75
2023-01-14 13:00:00+00:00,2993.25,0.0,0.0,,0.0,2993.25
2023-01-14 14:00:00+00:00,2910.75,0.0,0.0,,0.0,2910.75
2023-01-14 15:00:00+00:00,2359.0,0.0,0.0,,0.0,2359.0
2023-01-14 16:00:00+00:00,2349.25,0.0,0.0,,0.0,2349.25
2023-01-14 17:00:00+00:00,1865.25,0.0,0.0,,0.0,1865.25
2023-01-14 18:00:00+00:00,2080.5,0.0,0.0,,0.0,2080.5
2023-01-14 19:00:00+00:00,2220.5,0.0,0.0,,0.0,2220.5
2023-01-14 20:00:00+00:00,2044.25,0.0,0.0,,0.0,2044.25
2023-01-14 21:00:00+00:00,2141.5,0.0,0.0,,0.0,2141.5
2023-01-14 22:00:00+00:00,2083.0,0.0,0.0,,0.0,2083.0
2023-01-14 23:00:00+00:00,2376.5,0.0,0.0,,0.0,2376.5
2023-01-15 00:00:00+00:00,2293.25,0.0,0.0,,0.0,2293.25
2023-01-15 01:00:00+00:00,2312.25,0.0,0.0,,0.0,2312.25
2023-01-15 02:00:00+00:00,1885.25,0.0,0.0,,0.0,1885.25
2023-01-15 03:00:00+00:00,1434.5,0.0,0.0,,146.0,1471.0
2023-01-15 04:00:00+00:00,1424.75,0.0,0.0,,190.0,1472.25
2023-01-15 05:00:00+00:00,1303.75,0.0,0.0,,171.0,1346.5
2023-01-15 06:00:00+00:00,1747.75,0.0,0.0,,0.0,1747.75
2023-01-15 07:00:00+00:00,2074.25,0.0,0.0,,0.0,2074.25
2023-01-15 08:00:00+00:00,1858.0,0.0,0.0,,0.0,1858.0
2023-01-15 09:00:00+00:00,1614.5,0.0,0.0,,0.0,1614.5
2023-01-15 10:00:00+00:00,2024.5,0.0,0.0,,0.0,2024.5
2023-01-15 11:00:00+00:00,2238.5,0.0,0.0,,0.0,2238.5
2023-01-15 12:00:00+00:00,2533.25,0.0,0.0,,0.0,2533.25
2023-01-15 13:00:00+00:00,2786.5,0.0,0.0,,0.0,2786.5
2023-01-15 14:00:00+00:00,2927.25,0.0,0.0,,0.0,2927.25
2023-01-15 15:00:00+00:00,2937.25,0.0,0.0,,0.0,2937.25
2023-01-15 16:00:00+00:00,3039.25,0.0,0.0,,0.0,3039.25
2023-01-15 17:00:00+00:00,2817.0,0.0,0.0,,0.0,2817.0
