DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2000,12.21,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2001,10.93,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2002,11.76,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2003,15.90,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2004,7.93,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2005,5.40,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2006,5.29,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2007,10.06,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2008,19.45,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2009,12.48,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2010,9.84,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2011,18.56,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2012,24.67,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2013,19.05,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2014,25.23,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2015,23.83,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2016,15.04,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2017,21.98,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2018,19.37,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RO,2019,9.03,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2000,19.62,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2001,5.99,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2002,8.05,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2003,9.23,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2004,5.67,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2005,8.97,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2006,35.80,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2007,21.55,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2008,8.93,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2009,10.67,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2010,6.04,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2011,4.74,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2012,8.59,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2013,3.17,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2014,2.74,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2015,35.80,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2016,4.55,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2017,35.80,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2018,6.91,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,RS,2019,2.42,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2000,0.85,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2001,1.20,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2002,1.30,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2003,1.84,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2004,1.60,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2005,1.92,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2006,1.35,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2007,1.54,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2008,1.33,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2009,1.37,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2010,1.92,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2011,1.10,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2012,0.88,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2013,1.27,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2014,1.12,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2015,0.76,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2016,1.06,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2017,0.69,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2018,1.03,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SE,2019,0.22,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2000,0.52,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2001,0.65,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2002,0.80,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2003,0.98,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2004,0.68,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2005,0.72,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2006,0.77,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2007,0.89,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2008,0.78,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2009,0.61,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2010,0.55,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2011,0.81,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2012,0.55,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2013,0.50,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2014,0.44,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2015,0.75,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2016,0.58,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2017,0.67,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2018,0.60,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SI,2019,0.44,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2000,0.69,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2001,0.72,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2002,0.67,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2003,1.00,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2004,0.82,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2005,0.61,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2006,0.47,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2007,0.48,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2008,0.45,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2009,0.37,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2010,0.28,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2011,0.50,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2012,0.51,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2013,0.24,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2014,0.29,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2015,0.33,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2016,0.25,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2017,0.28,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2018,1.34,p
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,SK,2019,1.24,p
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2000,12.84,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2001,11.89,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2002,10.18,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2003,10.12,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2004,12.55,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2005,12.07,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2006,11.47,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2007,13.21,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2008,17.27,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2009,9.52,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2010,9.05,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2011,13.40,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2012,11.56,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2013,13.97,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2014,16.63,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2015,14.04,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2016,16.33,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2017,13.19,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2018,14.03,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,TR,2019,14.03,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2000,0.41,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2001,0.46,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2002,0.48,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2003,0.36,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2004,0.54,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2005,0.62,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2006,0.62,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2007,1.02,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2008,0.88,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2009,0.76,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2010,1.81,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2011,4.69,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2012,4.04,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2013,2.92,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2014,4.26,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2015,4.82,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2016,3.80,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2017,6.25,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2018,3.43,
ESTAT:SDG_06_60(1.0),19/04/24 11:00:00,A,PC,XK,2019,6.41,
